Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Petr Čech,85,goldrare,Czech Republic,83,84,73,84,45,83,https://wefut.com/player/15/15079/petr-cech
De Gea,85,goldrare,Spain,88,79,87,88,53,80,https://wefut.com/player/15/13834/de-gea
Hugo Lloris,85,goldrare,France,86,81,71,88,65,81,https://wefut.com/player/15/2802/hugo-lloris
Petr Čech,85,goldrare,Czech Republic,83,84,73,84,45,83,https://wefut.com/player/15/385/petr-cech
Jasper Cillessen,84,goldblue,Netherlands,83,86,80,84,60,87,https://wefut.com/player/15/14810/jasper-cillessen
Mattia Perin,84,goldblue,Italy,85,80,75,90,62,82,https://wefut.com/player/15/14803/mattia-perin
Ralf Fährmann,84,goldblue,Germany,87,80,76,90,45,85,https://wefut.com/player/15/14675/ralf-fahrmann
Joe Hart,84,motm,England,87,80,80,89,60,83,https://wefut.com/player/15/14230/joe-hart
Igor Akinfeev,84,goldif,Russia,88,84,83,88,56,82,https://wefut.com/player/15/17835/igor-akinfeev
Claudio Bravo,84,goldif,Chile,87,84,85,88,58,82,https://wefut.com/player/15/14320/claudio-bravo
Steve Mandanda,84,goldif,France,87,84,79,88,55,86,https://wefut.com/player/15/14211/steve-mandanda
Diego López,84,goldif,Spain,82,88,82,84,34,85,https://wefut.com/player/15/13036/diego-lopez
Casillas,84,goldrare,Spain,87,79,67,88,65,79,https://wefut.com/player/15/15779/casillas
Stéphane Ruffier,84,goldrare,France,83,82,77,86,55,84,https://wefut.com/player/15/13839/stephane-ruffier
Samir Handanovič,84,goldrare,Slovenia,87,82,65,86,58,84,https://wefut.com/player/15/13838/samir-handanovic
Salvatore Sirigu,84,goldrare,Italy,85,79,73,87,50,84,https://wefut.com/player/15/2816/salvatore-sirigu
Casillas,84,goldrare,Spain,87,79,67,88,65,79,https://wefut.com/player/15/97/casillas
Adrián,83,goldblue,Spain,84,85,77,89,50,85,https://wefut.com/player/15/14596/adrian
Roberto,83,goldblue,Spain,88,75,77,87,49,83,https://wefut.com/player/15/14510/roberto
Tim Howard,83,goldif,United States,88,80,76,88,50,85,https://wefut.com/player/15/17846/tim-howard
René Adler,83,goldif,Germany,88,82,72,88,46,84,https://wefut.com/player/15/14569/rene-adler
Diego Alves,83,goldif,Brazil,93,80,76,92,55,82,https://wefut.com/player/15/14445/diego-alves
Steve Mandanda,83,goldif,France,85,81,79,85,55,83,https://wefut.com/player/15/13047/steve-mandanda
Joe Hart,83,goldrare,England,85,78,80,86,60,80,https://wefut.com/player/15/13848/joe-hart
De Gea,83,goldrare,Spain,87,75,86,88,51,76,https://wefut.com/player/15/6322/de-gea
Claudio Bravo,83,goldrare,Chile,85,82,85,86,58,78,https://wefut.com/player/15/3413/claudio-bravo
Stéphane Ruffier,83,goldrare,France,82,80,77,86,55,82,https://wefut.com/player/15/2774/stephane-ruffier
Samir Handanovič,83,goldrare,Slovenia,87,82,65,85,57,81,https://wefut.com/player/15/2355/samir-handanovic
Igor Akinfeev,83,goldrare,Russia,84,80,83,85,56,78,https://wefut.com/player/15/1561/igor-akinfeev
Diego López,83,goldrare,Spain,80,86,82,80,34,82,https://wefut.com/player/15/1509/diego-lopez
Roman Weidenfeller,83,goldrare,Germany,82,84,61,82,32,85,https://wefut.com/player/15/55/roman-weidenfeller
Vincent Enyeama,82,goldif,Nigeria,84,87,80,95,42,86,https://wefut.com/player/15/17558/vincent-enyeama
Diego Alves,82,goldif,Brazil,90,77,76,90,55,78,https://wefut.com/player/15/13355/diego-alves
Asmir Begović,82,goldrare,Bosnia Herzegovina,84,81,74,85,52,80,https://wefut.com/player/15/15778/asmir-begovic
Bernd Leno,82,goldrare,Germany,82,82,81,83,46,83,https://wefut.com/player/15/6209/bernd-leno
Marc-André ter Stegen,82,goldrare,Germany,83,81,82,85,38,78,https://wefut.com/player/15/6179/marc-andre-ter-stegen
Fernando Muslera,82,goldrare,Uruguay,80,82,80,87,63,80,https://wefut.com/player/15/4264/fernando-muslera
Simon Mignolet,82,goldrare,Belgium,84,79,72,84,55,80,https://wefut.com/player/15/3338/simon-mignolet
Asmir Begović,82,goldrare,Bosnia Herzegovina,84,81,74,85,52,80,https://wefut.com/player/15/3271/asmir-begovic
Steve Mandanda,82,goldrare,France,83,78,79,82,53,80,https://wefut.com/player/15/2465/steve-mandanda
Joe Hart,82,goldrare,England,85,76,79,86,59,79,https://wefut.com/player/15/1695/joe-hart
René Adler,82,goldrare,Germany,85,79,72,85,46,80,https://wefut.com/player/15/851/rene-adler
Júlio César,82,goldrare,Brazil,83,77,67,82,39,82,https://wefut.com/player/15/381/julio-cesar
Tim Howard,82,goldrare,United States,84,77,76,83,50,82,https://wefut.com/player/15/197/tim-howard
Gianluigi Buffon,82,goldrare,Italy,84,77,65,75,45,90,https://wefut.com/player/15/34/gianluigi-buffon
Łukasz Fabiański,81,goldblue,Poland,82,75,77,88,55,81,https://wefut.com/player/15/14499/lukasz-fabianski
Vincent Enyeama,81,goldif,Nigeria,80,84,80,92,42,82,https://wefut.com/player/15/14331/vincent-enyeama
Iraizoz,81,goldif,Spain,75,87,80,84,42,88,https://wefut.com/player/15/14171/iraizoz
Gianluigi Buffon,83,goldrare,Italy,85,81,77,87,45,83,https://wefut.com/player/15/14058/kevin-trapp
Anthony Lopes,81,goldif,Portugal,86,77,72,89,60,81,https://wefut.com/player/15/14002/anthony-lopes
Wojciech Szczęsny,81,goldif,Poland,87,82,70,87,50,79,https://wefut.com/player/15/12827/wojciech-szczesny
José Reina,81,goldrare,Spain,81,78,87,83,50,80,https://wefut.com/player/15/15058/jose-reina
Diego Alves,81,goldrare,Brazil,88,74,76,88,55,74,https://wefut.com/player/15/2658/diego-alves
Tolga Zengin,81,goldrare,Turkey,79,79,79,82,42,83,https://wefut.com/player/15/1374/tolga-zengin
José Reina,81,goldrare,Spain,81,78,87,83,50,80,https://wefut.com/player/15/265/jose-reina
Beto,81,gold,Portugal,82,79,78,84,47,79,https://wefut.com/player/15/4278/beto
Cédric Carrasso,81,gold,France,78,79,81,82,38,81,https://wefut.com/player/15/800/cedric-carrasso
Eugene Galeković,80,goldblue,Australia,86,77,70,85,65,80,https://wefut.com/player/15/14827/eugene-galekovic
Mathew Ryan,80,goldblue,Australia,80,84,77,85,70,83,https://wefut.com/player/15/14820/mathew-ryan
Tim Krul,80,goldif,Netherlands,84,83,72,87,50,80,https://wefut.com/player/15/17712/tim-krul
Adrián,80,goldif,Spain,82,84,72,87,46,83,https://wefut.com/player/15/17394/adrian
Roman Bürki,80,goldif,Switzerland,88,78,66,89,46,79,https://wefut.com/player/15/14480/roman-burki
Oliver Baumann,80,goldif,Germany,82,78,72,83,47,78,https://wefut.com/player/15/14419/oliver-baumann
Morgan De Sanctis,80,goldif,Italy,82,80,61,84,34,87,https://wefut.com/player/15/14268/morgan-de-sanctis
Sergio Asenjo,80,goldif,Spain,85,80,79,82,59,81,https://wefut.com/player/15/14147/sergio-asenjo
Anthony Lopes,80,goldif,Portugal,84,75,72,88,60,78,https://wefut.com/player/15/14003/anthony-lopes
Iraizoz,80,goldif,Spain,72,84,80,81,42,85,https://wefut.com/player/15/13490/iraizoz
Brad Guzan,80,goldif,United States,84,82,67,85,50,79,https://wefut.com/player/15/12899/brad-guzan
Ron-Robert Zieler,80,goldif,Germany,84,79,65,84,46,85,https://wefut.com/player/15/12863/ron-robert-zieler
Wojciech Szczęsny,80,goldrare,Poland,83,79,70,84,50,76,https://wefut.com/player/15/17389/wojciech-szczesny
Kiko Casilla,80,goldrare,Spain,82,81,78,79,32,80,https://wefut.com/player/15/16817/kiko-casilla
Moyá,80,goldrare,Spain,82,76,82,84,46,80,https://wefut.com/player/15/13873/moya
Onur Kivrak,80,goldrare,Turkey,80,78,79,86,67,78,https://wefut.com/player/15/5009/onur-kivrak
Rui Patrício,80,goldrare,Portugal,83,81,82,80,45,78,https://wefut.com/player/15/3807/rui-patricio
Kiko Casilla,80,goldrare,Spain,82,81,78,79,32,80,https://wefut.com/player/15/3740/kiko-casilla
Guillermo Ochoa,80,goldrare,Mexico,83,68,76,86,47,78,https://wefut.com/player/15/1259/guillermo-ochoa
Vincent Enyeama,80,goldrare,Nigeria,77,81,80,90,42,79,https://wefut.com/player/15/1239/vincent-enyeama
Kevin Trapp,80,gold,Germany,81,78,77,84,45,79,https://wefut.com/player/15/15617/kevin-trapp
Kevin Trapp,80,gold,Germany,81,78,77,84,45,79,https://wefut.com/player/15/5362/kevin-trapp
Diego Benaglio,80,gold,Switzerland,84,75,72,83,42,76,https://wefut.com/player/15/786/diego-benaglio
Jan Oblak,79,motm,Slovenia,77,85,67,80,43,82,https://wefut.com/player/15/14294/jan-oblak
Guilherme,79,goldif,Brazil,84,75,71,86,58,77,https://wefut.com/player/15/16155/guilherme
David Ospina,79,goldif,Colombia,86,74,77,87,34,80,https://wefut.com/player/15/15196/david-ospina
Kossi Agassa,79,goldif,Togo,80,84,62,83,32,76,https://wefut.com/player/15/14079/kossi-agassa
Ralf Fährmann,79,goldrare,Germany,81,74,71,84,40,79,https://wefut.com/player/15/13882/ralf-fahrmann
Tim Krul,79,goldrare,Netherlands,81,79,72,84,50,75,https://wefut.com/player/15/3050/tim-krul
Willy Caballero,79,goldrare,Argentina,79,71,68,86,52,84,https://wefut.com/player/15/1166/willy-caballero
Morgan De Sanctis,79,goldrare,Italy,79,77,61,81,34,84,https://wefut.com/player/15/82/morgan-de-sanctis
Sven Ulreich,79,gold,Germany,81,77,70,84,44,77,https://wefut.com/player/15/15053/sven-ulreich
Jasper Cillessen,79,gold,Netherlands,77,80,74,78,54,81,https://wefut.com/player/15/7397/jasper-cillessen
Keylor Navas,79,gold,Costa Rica,81,73,68,82,61,76,https://wefut.com/player/15/6314/keylor-navas
Guaita,79,gold,Spain,80,77,72,85,51,76,https://wefut.com/player/15/5563/guaita
Sven Ulreich,79,gold,Germany,81,77,70,84,44,77,https://wefut.com/player/15/4929/sven-ulreich
Ron-Robert Zieler,79,gold,Germany,81,76,65,81,46,82,https://wefut.com/player/15/4837/ron-robert-zieler
Sergio Asenjo,79,gold,Spain,82,77,79,79,59,78,https://wefut.com/player/15/3935/sergio-asenjo
Yann Sommer,79,gold,Switzerland,83,74,78,85,48,75,https://wefut.com/player/15/3748/yann-sommer
Volkan Demirel,79,gold,Turkey,82,78,83,79,35,78,https://wefut.com/player/15/1385/volkan-demirel
Wojciech Szczęsny,80,goldrare,Poland,83,79,70,84,50,76,https://wefut.com/player/15/4839/wojciech-szczesny
Rui Patrício,80,gold,Brazil,82,77,73,83,64,77,https://wefut.com/player/15/1170/helton
Michel Vorm,79,gold,Netherlands,82,74,76,83,60,78,https://wefut.com/player/15/1052/michel-vorm
Agustín Orión,78,goldif,Argentina,77,80,68,80,44,82,https://wefut.com/player/15/17044/agustin-orion
Vladimir Gabulov,78,goldif,Russia,80,78,77,83,61,80,https://wefut.com/player/15/14648/vladimir-gabulov
Adrián,78,goldif,Spain,78,80,72,84,46,79,https://wefut.com/player/15/14342/adrian
Neto,78,goldif,Brazil,82,74,67,86,40,78,https://wefut.com/player/15/14158/neto
Przemysław Tytoń,78,goldif,Poland,86,76,69,83,51,77,https://wefut.com/player/15/13167/przemyslaw-tyton
Gerónimo Rulli,78,goldif,Argentina,82,77,69,81,54,75,https://wefut.com/player/15/13072/geronimo-rulli
Mattia Perin,78,goldif,Italy,78,74,69,85,57,76,https://wefut.com/player/15/12773/mattia-perin
Iraizoz,78,goldrare,Spain,69,81,80,78,42,82,https://wefut.com/player/15/784/iraizoz
Antonio Mirante,78,gold,Italy,80,79,66,81,44,75,https://wefut.com/player/15/15036/antonio-mirante
Anthony Lopes,78,gold,Portugal,83,73,72,85,60,75,https://wefut.com/player/15/13891/anthony-lopes
Oliver Baumann,78,gold,Germany,80,75,72,81,47,75,https://wefut.com/player/15/6491/oliver-baumann
Roberto,78,gold,Spain,82,70,72,83,45,78,https://wefut.com/player/15/4463/roberto
Brad Guzan,78,gold,United States,80,79,67,81,50,76,https://wefut.com/player/15/2542/brad-guzan
Andrea Consigli,78,gold,Italy,80,76,71,83,48,78,https://wefut.com/player/15/2435/andrea-consigli
Ben Foster,78,gold,England,79,77,73,82,50,77,https://wefut.com/player/15/2393/ben-foster
Benoît Costil,78,gold,France,78,78,75,83,46,79,https://wefut.com/player/15/2102/benoit-costil
Antonio Mirante,78,gold,Italy,80,79,66,81,44,75,https://wefut.com/player/15/1268/antonio-mirante
Moyá,78,gold,Spain,81,74,82,82,46,75,https://wefut.com/player/15/725/moya
Brad Friedel,78,gold,United States,74,80,78,76,45,82,https://wefut.com/player/15/168/brad-friedel
Sebastien Frey,78,gold,France,79,77,55,82,38,80,https://wefut.com/player/15/41/sebastien-frey
Costel Pantilimon,77,purple,Romania,81,80,67,83,48,82,https://wefut.com/player/15/14604/costel-pantilimon
Kasper Schmeichel,77,goldif,Denmark,85,78,83,87,40,75,https://wefut.com/player/15/14768/kasper-schmeichel
Federico Marchetti,79,gold,Italy,81,76,65,84,55,86,https://wefut.com/player/15/14757/andreas-isaksson
Marcelo Barovero,77,goldif,Argentina,80,78,66,81,35,82,https://wefut.com/player/15/14659/marcelo-barovero
Roman Bürki,77,goldif,Switzerland,86,75,66,87,46,75,https://wefut.com/player/15/14231/roman-burki
Fraser Forster,77,goldif,England,75,79,70,83,41,78,https://wefut.com/player/15/14222/fraser-forster
José de Jesús Corona,77,goldif,Mexico,77,79,71,79,47,78,https://wefut.com/player/15/13106/jose-de-jesus-corona
David Marshall,77,goldif,Scotland,80,74,66,81,48,77,https://wefut.com/player/15/12917/david-marshall
Justo Villar,77,goldif,Paraguay,80,81,76,80,31,79,https://wefut.com/player/15/12881/justo-villar
Camilo Vargas,77,goldif,Colombia,81,78,71,79,52,73,https://wefut.com/player/15/12766/camilo-vargas
Maarten Stekelenburg,77,goldrare,Netherlands,80,74,81,78,35,75,https://wefut.com/player/15/15018/maarten-stekelenburg
Jan Oblak,77,goldrare,Slovenia,74,83,67,77,43,79,https://wefut.com/player/15/7478/jan-oblak
Guilherme,77,goldrare,Brazil,81,72,71,83,58,74,https://wefut.com/player/15/4101/guilherme
Ralf Fährmann,77,goldrare,Germany,79,73,71,83,33,76,https://wefut.com/player/15/4004/ralf-fahrmann
Kossi Agassa,77,goldrare,Togo,77,81,62,79,32,73,https://wefut.com/player/15/1058/kossi-agassa
Maarten Stekelenburg,77,goldrare,Netherlands,80,74,81,78,35,75,https://wefut.com/player/15/51/maarten-stekelenburg
Anders Lindegaard,77,gold,Denmark,82,76,74,79,47,74,https://wefut.com/player/15/17941/anders-lindegaard
Sinan Bolat,77,gold,Turkey,76,78,78,76,47,78,https://wefut.com/player/15/17001/sinan-bolat
Jean Francois Gillet,77,gold,Belgium,77,75,74,79,39,76,https://wefut.com/player/15/15769/jean-francois-gillet
Sinan Bolat,77,gold,Turkey,76,78,78,76,47,78,https://wefut.com/player/15/15021/sinan-bolat
Jean Francois Gillet,77,gold,Belgium,77,75,74,79,39,76,https://wefut.com/player/15/13511/jean-francois-gillet
Yuriy Lodygin,77,gold,Russia,80,74,75,77,49,78,https://wefut.com/player/15/11437/yuriy-lodygin
Jeroen Zoet,77,gold,Netherlands,77,76,72,80,57,76,https://wefut.com/player/15/5844/jeroen-zoet
David Ospina,77,gold,Colombia,82,70,77,84,34,75,https://wefut.com/player/15/3550/david-ospina
Kenneth Vermeer,77,gold,Netherlands,82,66,67,84,60,76,https://wefut.com/player/15/2881/kenneth-vermeer
Emiliano Viviano,77,gold,Italy,77,77,67,82,30,76,https://wefut.com/player/15/2812/emiliano-viviano
Itumeleng Khune,77,gold,South Africa,78,75,85,79,55,77,https://wefut.com/player/15/2624/itumeleng-khune
Andreas Isaksson,77,goldif,Sweden,80,73,61,81,43,75,https://wefut.com/player/15/2449/john-ruddy
Sinan Bolat,77,gold,Turkey,76,78,78,76,47,78,https://wefut.com/player/15/2313/sinan-bolat
Anders Lindegaard,77,gold,Denmark,82,76,74,79,47,74,https://wefut.com/player/15/947/anders-lindegaard
Jean Francois Gillet,77,gold,Belgium,77,75,74,79,39,76,https://wefut.com/player/15/661/jean-francois-gillet
Ricardo,76,gold,Portugal,77,75,63,79,36,75,https://wefut.com/player/15/17934/ricardo
Roberto,76,gold,Spain,80,70,75,84,55,72,https://wefut.com/player/15/16809/roberto
Andrés Fernández,76,gold,Spain,80,73,69,81,58,71,https://wefut.com/player/15/16808/andres-fernandez
Manu Herrera,76,gold,Spain,75,74,68,80,41,77,https://wefut.com/player/15/15761/manu-herrera
Neto,76,gold,Brazil,79,71,67,83,40,75,https://wefut.com/player/15/15010/neto
Przemysław Tytoń,76,gold,Poland,83,72,69,79,51,73,https://wefut.com/player/15/15000/przemyslaw-tyton
Artur Boruc,76,gold,Poland,81,71,61,82,41,73,https://wefut.com/player/15/13260/artur-boruc
Mark Schwarzer,76,gold,Australia,73,78,66,75,50,79,https://wefut.com/player/15/13148/mark-schwarzer
Gerónimo Rulli,76,gold,Argentina,79,74,69,78,54,72,https://wefut.com/player/15/11177/geronimo-rulli
Anthony Lopes,76,gold,Portugal,78,71,72,83,59,74,https://wefut.com/player/15/7226/anthony-lopes
Mattia Perin,76,gold,Italy,75,71,69,83,57,74,https://wefut.com/player/15/6843/mattia-perin
Adrián,76,gold,Spain,75,76,72,81,46,75,https://wefut.com/player/15/6660/adrian
Neto,76,gold,Brazil,79,71,67,83,40,75,https://wefut.com/player/15/6610/neto
Danijel Subašić,76,gold,Croatia,76,75,78,76,51,76,https://wefut.com/player/15/6219/danijel-subasic
Ricardo,76,gold,Portugal,77,75,63,79,36,75,https://wefut.com/player/15/4294/ricardo
Przemysław Tytoń,76,gold,Poland,83,72,69,79,51,73,https://wefut.com/player/15/3488/przemyslaw-tyton
Jaroslav Drobný,76,gold,Czech Republic,76,74,60,80,36,76,https://wefut.com/player/15/1664/jaroslav-drobny
Zidrunas Karcemarskas,76,gold,Lithuania,78,76,74,79,37,75,https://wefut.com/player/15/1572/zidrunas-karcemarskas
Vyacheslav Malafeev,76,gold,Russia,76,75,73,79,56,76,https://wefut.com/player/15/1558/vyacheslav-malafeev
Vladimir Gabulov,76,gold,Russia,77,73,77,80,61,75,https://wefut.com/player/15/1544/vladimir-gabulov
Andriy Dikan,76,gold,Ukraine,78,68,74,79,45,80,https://wefut.com/player/15/1516/andriy-dikan
Andrés Fernández,76,gold,Spain,80,73,69,81,58,71,https://wefut.com/player/15/1471/andres-fernandez
Andriy Pyatov,76,gold,Ukraine,80,70,82,77,65,73,https://wefut.com/player/15/1348/andriy-pyatov
Agustín Orión,76,gold,Argentina,74,76,68,76,44,79,https://wefut.com/player/15/1338/agustin-orion
Artur Moraes,76,gold,Brazil,75,78,70,76,45,81,https://wefut.com/player/15/962/artur-moraes
Tom Starke,76,gold,Germany,78,75,66,80,42,75,https://wefut.com/player/15/699/tom-starke
Artur Boruc,76,gold,Poland,81,71,61,82,41,73,https://wefut.com/player/15/674/artur-boruc
Rob Green,76,gold,England,80,71,74,81,38,72,https://wefut.com/player/15/629/rob-green
Julián Speroni,76,gold,Argentina,79,72,70,80,42,73,https://wefut.com/player/15/397/julian-speroni
Raphael Schäfer,76,gold,Germany,78,74,65,77,31,75,https://wefut.com/player/15/376/raphael-schafer
Mark Schwarzer,76,gold,Australia,73,78,66,75,50,79,https://wefut.com/player/15/22/mark-schwarzer
Manu Herrera,76,gold,Spain,75,74,68,80,41,77,https://wefut.com/player/15/5/manu-herrera
Fabiano,75,goldrare,Brazil,76,70,72,78,47,78,https://wefut.com/player/15/15155/fabiano
Robbin Ruiter,75,goldrare,Netherlands,73,76,72,77,55,75,https://wefut.com/player/15/5631/robbin-ruiter
Fabiano,75,goldrare,Brazil,76,70,72,78,47,78,https://wefut.com/player/15/4736/fabiano
Fraser Forster,75,goldrare,England,72,76,70,80,41,75,https://wefut.com/player/15/3215/fraser-forster
Andreas Isaksson,75,goldrare,Sweden,76,68,61,77,36,82,https://wefut.com/player/15/247/andreas-isaksson
Michael Agazzi,75,gold,Italy,78,74,62,82,46,74,https://wefut.com/player/15/17918/michael-agazzi
Alex McCarthy,75,gold,England,78,74,60,80,58,73,https://wefut.com/player/15/16998/alex-mccarthy
Željko Brkić,75,gold,Serbia,81,69,59,79,40,77,https://wefut.com/player/15/16802/zeljko-brkic
Javi Varas,75,gold,Spain,80,70,67,82,51,71,https://wefut.com/player/15/15759/javi-varas
Camilo Vargas,75,gold,Colombia,78,76,71,77,52,71,https://wefut.com/player/15/13220/camilo-vargas
Željko Brkić,75,gold,Serbia,81,69,59,79,40,77,https://wefut.com/player/15/13219/zeljko-brkic
Camilo Vargas,75,gold,Colombia,78,76,71,77,52,71,https://wefut.com/player/15/10396/camilo-vargas
Željko Brkić,75,gold,Serbia,81,69,59,79,40,77,https://wefut.com/player/15/6698/zeljko-brkic
Roberto,76,gold,Spain,80,74,60,80,58,73,https://wefut.com/player/15/5468/alex-mccarthy
Yoel,75,gold,Spain,78,75,72,78,60,71,https://wefut.com/player/15/4782/yoel
Vagner,75,gold,Brazil,80,69,70,77,39,73,https://wefut.com/player/15/4476/vagner
Thomas Kraft,75,gold,Germany,79,68,63,84,56,71,https://wefut.com/player/15/4045/thomas-kraft
Piet Velthuizen,75,gold,Netherlands,74,73,83,82,57,72,https://wefut.com/player/15/3643/piet-velthuizen
Nahuel Guzmán,75,gold,Argentina,77,73,63,77,51,72,https://wefut.com/player/15/3606/nahuel-guzman
Javi Varas,75,gold,Spain,80,70,67,82,51,71,https://wefut.com/player/15/3265/javi-varas
Łukasz Fabiański,75,gold,Poland,76,70,72,83,50,74,https://wefut.com/player/15/2571/lukasz-fabianski
Cobeño,75,gold,Spain,70,78,79,71,48,80,https://wefut.com/player/15/2494/cobeno
José de Jesús Corona,75,gold,Mexico,74,76,71,76,47,75,https://wefut.com/player/15/1967/jose-de-jesus-corona
Justo Villar,75,gold,Paraguay,77,78,76,77,31,76,https://wefut.com/player/15/1938/justo-villar
Sergey Ryzhikov,75,gold,Russia,76,73,64,78,60,75,https://wefut.com/player/15/1551/sergey-ryzhikov
Marcelo Barovero,75,gold,Argentina,77,73,66,77,35,78,https://wefut.com/player/15/1334/marcelo-barovero
David Marshall,75,gold,Scotland,77,71,66,78,48,74,https://wefut.com/player/15/1291/david-marshall
Michael Agazzi,75,gold,Italy,78,74,62,82,46,74,https://wefut.com/player/15/876/michael-agazzi
Christian Abbiati,75,gold,Italy,81,69,75,79,42,75,https://wefut.com/player/15/39/christian-abbiati
David Ousted,74,silverblue,Denmark,80,75,75,76,65,75,https://wefut.com/player/15/17030/david-ousted
Nick Rimando,74,silverblue,United States,82,75,75,82,55,80,https://wefut.com/player/15/17023/nick-rimando
Bréiner Castillo,74,silverblue,Colombia,80,74,65,80,40,75,https://wefut.com/player/15/14750/breiner-castillo
Nicolás Peric,74,silverblue,Chile,80,80,70,78,50,75,https://wefut.com/player/15/14740/nicolas-peric
Ahmed Al Kassar,74,silverblue,Saudi Arabia,80,70,65,75,45,70,https://wefut.com/player/15/14692/ahmed-al-kassar
Abdullah Al Enezi,74,silverblue,Saudi Arabia,75,75,70,85,50,80,https://wefut.com/player/15/14682/abdullah-al-enezi
Keiren Westwood,74,silverblue,Republic of Ireland,82,77,79,85,55,75,https://wefut.com/player/15/14613/keiren-westwood
Kwoun Sun Tae,74,silverblue,Korea Republic,76,66,72,70,45,72,https://wefut.com/player/15/14533/kwoun-sun-tae
Gabriel,74,silverblue,Brazil,82,74,63,89,42,74,https://wefut.com/player/15/14522/gabriel
Alex McCarthy,75,gold,England,78,73,74,79,50,70,https://wefut.com/player/15/14204/keiren-westwood
Shay Given,74,green,Republic of Ireland,71,72,71,74,41,78,https://wefut.com/player/15/14194/shay-given
Mathew Ryan,74,purple,Australia,75,78,71,80,62,76,https://wefut.com/player/15/14703/mathew-ryan
Kasper Schmeichel,74,purple,Denmark,81,73,83,83,40,72,https://wefut.com/player/15/14473/kasper-schmeichel
Eugene Galeković,74,purple,Australia,81,71,62,80,58,71,https://wefut.com/player/15/14467/eugene-galekovic
Lukas Hradecky,74,silverif,Finland,80,78,74,80,42,75,https://wefut.com/player/15/17981/lukas-hradecky
Kim Seung Gyu,74,silverif,Korea Republic,76,75,69,80,57,78,https://wefut.com/player/15/14706/kim-seung-gyu
Kasper Schmeichel,74,silverif,Denmark,81,73,83,83,40,72,https://wefut.com/player/15/14491/kasper-schmeichel
Costel Pantilimon,74,silverif,Romania,78,76,67,80,48,79,https://wefut.com/player/15/14249/costel-pantilimon
Marwin Hitz,74,silverif,Switzerland,79,75,68,77,41,75,https://wefut.com/player/15/14090/marwin-hitz
Gomes,74,silverif,Brazil,83,70,61,83,50,76,https://wefut.com/player/15/13577/gomes
Geoffrey Jourdren,74,silverif,France,81,73,60,82,47,75,https://wefut.com/player/15/13501/geoffrey-jourdren
Johnny Herrera,74,silverif,Chile,76,84,78,79,57,71,https://wefut.com/player/15/13009/johnny-herrera
