Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Mariano Andújar,87,goldblue,Argentina,86,85,70,87,53,88,https://wefut.com/player/17/20666/mariano-andujar
Marafona,87,goldblue,Portugal,87,80,75,84,45,87,https://wefut.com/player/17/20552/marafona
Rodolfo Cota,87,goldblue,Mexico,85,82,78,86,72,84,https://wefut.com/player/17/20531/rodolfo-cota
Martín Campaña,87,goldblue,Uruguay,89,83,84,88,48,82,https://wefut.com/player/17/20064/martin-campana
Keylor Navas,87,goldif,Costa Rica,90,87,80,90,69,85,https://wefut.com/player/17/23151/keylor-navas
Ralf Fährmann,87,goldif,Germany,90,91,60,93,47,90,https://wefut.com/player/17/20254/ralf-fahrmann
Bernd Leno,87,goldif,Germany,87,89,84,86,50,88,https://wefut.com/player/17/18181/bernd-leno
Jan Oblak,87,goldrare,Slovenia,83,90,77,82,43,87,https://wefut.com/player/17/6224/jan-oblak
Samir Handanovič,87,goldrare,Slovenia,86,89,69,86,54,86,https://wefut.com/player/17/1588/samir-handanovic
Ralf Fährmann,86,promo,Germany,87,89,56,90,43,88,https://wefut.com/player/17/16147/ralf-fahrmann
Stéphane Ruffier,86,bluepurple,France,85,87,81,90,48,86,https://wefut.com/player/17/16195/stephane-ruffier
Keylor Navas,86,redgold,Costa Rica,89,85,77,88,66,84,https://wefut.com/player/17/20485/keylor-navas
Joe Hart,86,redgold,England,87,85,78,90,63,85,https://wefut.com/player/17/20461/joe-hart
Andrea Consigli,86,redgold,Italy,90,89,82,90,57,89,https://wefut.com/player/17/20380/andrea-consigli
Diego Alves,86,redgold,Brazil,91,87,85,90,67,86,https://wefut.com/player/17/19727/diego-alves
Danijel Subašić,86,redgold,Croatia,86,84,83,88,56,87,https://wefut.com/player/17/19521/danijel-subasic
Yann Sommer,86,redgold,Switzerland,87,86,88,88,53,85,https://wefut.com/player/17/19030/yann-sommer
Sergio Asenjo,86,redgold,Spain,89,86,83,90,65,86,https://wefut.com/player/17/18135/sergio-asenjo
Kasper Schmeichel,86,redgold,Denmark,87,86,90,89,70,85,https://wefut.com/player/17/18089/kasper-schmeichel
Stéphane Ruffier,86,redgold,France,85,87,81,90,48,86,https://wefut.com/player/17/17010/stephane-ruffier
Claudio Bravo,86,redgold,Chile,87,88,90,88,62,83,https://wefut.com/player/17/16077/claudio-bravo
Jack Butland,86,pinkgold,England,86,89,77,90,56,85,https://wefut.com/player/17/21947/jack-butland
Fabricio,86,goldblue,Spain,85,87,82,85,60,80,https://wefut.com/player/17/20314/fabricio
Lukáš Hrádecký,86,motm,Finland,87,85,85,90,46,87,https://wefut.com/player/17/19684/lukas-hradecky
Keylor Navas,86,purple,Costa Rica,89,85,77,88,66,84,https://wefut.com/player/17/20250/keylor-navas
Joe Hart,86,goldif,England,87,85,78,90,63,85,https://wefut.com/player/17/20341/joe-hart
Andrea Consigli,86,goldif,Italy,90,89,82,90,57,89,https://wefut.com/player/17/19695/andrea-consigli
Volkan Babacan,87,goldblue,Turkey,89,85,85,90,67,86,https://wefut.com/player/17/19382/diego-alves
Danijel Subašić,86,goldif,Croatia,86,84,83,88,56,87,https://wefut.com/player/17/19314/danijel-subasic
Sergio Asenjo,86,goldif,Spain,89,86,83,90,65,86,https://wefut.com/player/17/18646/sergio-asenjo
Yann Sommer,86,goldif,Switzerland,87,86,88,88,53,85,https://wefut.com/player/17/18066/yann-sommer
Kasper Schmeichel,86,goldif,Denmark,87,86,90,89,70,85,https://wefut.com/player/17/16272/kasper-schmeichel
Stéphane Ruffier,86,goldif,France,86,87,80,91,50,85,https://wefut.com/player/17/16171/stephane-ruffier
Claudio Bravo,86,goldif,Chile,87,88,90,88,62,83,https://wefut.com/player/17/15842/claudio-bravo
Bernd Leno,86,goldrare,Germany,85,86,80,83,46,86,https://wefut.com/player/17/4980/bernd-leno
Salvatore Sirigu,85,promo2,Italy,87,85,80,88,54,85,https://wefut.com/player/17/19338/salvatore-sirigu
Anthony Lopes,85,bluemotm,Portugal,88,83,80,89,65,82,https://wefut.com/player/17/19167/anthony-lopes
Marc-André ter Stegen,85,redgold,Germany,87,85,87,88,42,83,https://wefut.com/player/17/19789/marc-andre-ter-stegen
Rune Almenning Jarstein,85,redgold,Norway,85,87,82,88,48,89,https://wefut.com/player/17/19779/rune-almenning-jarstein
Kevin Trapp,85,redgold,Germany,86,83,82,88,50,85,https://wefut.com/player/17/19758/kevin-trapp
Andrea Consigli,85,redgold,Italy,87,87,78,88,53,86,https://wefut.com/player/17/19744/andrea-consigli
Gerónimo Rulli,85,redgold,Argentina,88,83,80,89,60,86,https://wefut.com/player/17/19428/geronimo-rulli
Diego Alves,85,redgold,Brazil,90,82,81,89,62,82,https://wefut.com/player/17/19077/diego-alves
Vincent Enyeama,85,redgold,Nigeria,85,86,82,93,56,84,https://wefut.com/player/17/18158/vincent-enyeama
Andriy Pyatov,85,redgold,Ukraine,86,83,88,88,52,87,https://wefut.com/player/17/16088/andriy-pyatov
Marc-André ter Stegen,85,goldif,Germany,87,85,87,88,42,83,https://wefut.com/player/17/19661/marc-andre-ter-stegen
Rune Almenning Jarstein,85,goldif,Norway,85,87,82,88,48,89,https://wefut.com/player/17/19650/rune-almenning-jarstein
Kevin Trapp,85,goldif,Germany,86,83,82,88,50,85,https://wefut.com/player/17/19545/kevin-trapp
Andrea Consigli,85,goldif,Italy,87,87,78,88,53,86,https://wefut.com/player/17/19416/andrea-consigli
Gerónimo Rulli,85,goldif,Argentina,88,83,80,89,60,86,https://wefut.com/player/17/18853/geronimo-rulli
Diego Alves,85,goldif,Brazil,90,82,81,89,62,82,https://wefut.com/player/17/18534/diego-alves
Vincent Enyeama,85,goldif,Nigeria,85,86,82,93,56,84,https://wefut.com/player/17/17262/vincent-enyeama
Keylor Navas,85,goldrare,Costa Rica,87,82,72,85,61,80,https://wefut.com/player/17/5082/keylor-navas
Claudio Bravo,85,goldrare,Chile,83,85,87,85,58,78,https://wefut.com/player/17/2497/claudio-bravo
Stéphane Ruffier,85,goldrare,France,82,83,77,87,45,83,https://wefut.com/player/17/1942/stephane-ruffier
Steve Mandanda,85,goldrare,France,86,80,79,85,53,81,https://wefut.com/player/17/1681/steve-mandanda
Kasper Schmeichel,84,promo,Denmark,85,82,88,87,67,82,https://wefut.com/player/17/16158/kasper-schmeichel
Ederson,84,bluemotm,Brazil,85,82,86,90,65,80,https://wefut.com/player/17/18846/ederson
Timo Horn,84,redgold,Germany,85,84,86,87,50,86,https://wefut.com/player/17/20387/timo-horn
Benoît Costil,84,redgold,France,86,84,82,87,54,86,https://wefut.com/player/17/19710/benoit-costil
Tom Heaton,84,redgold,England,85,84,80,86,60,84,https://wefut.com/player/17/19509/tom-heaton
Roman Bürki,84,redgold,Switzerland,85,84,80,87,55,82,https://wefut.com/player/17/19498/roman-burki
Cédric Carrasso,84,redgold,France,83,84,85,86,43,84,https://wefut.com/player/17/19088/cedric-carrasso
Victor Valdés,84,redgold,Spain,85,84,81,84,40,87,https://wefut.com/player/17/19064/victor-valdes
Wojciech Szczęsny,84,redgold,Poland,86,83,79,88,55,84,https://wefut.com/player/17/18112/wojciech-szczesny
Orestis Karnezis,84,redgold,Greece,85,87,74,88,50,84,https://wefut.com/player/17/17027/orestis-karnezis
Diego López,84,redgold,Spain,84,87,75,83,40,86,https://wefut.com/player/17/16987/diego-lopez
Tim Howard,84,redgold,United States,85,81,82,84,54,84,https://wefut.com/player/17/16054/tim-howard
Gianluigi Donnarumma,84,redgold,Italy,86,82,78,89,53,80,https://wefut.com/player/17/15934/gianluigi-donnarumma
Lukáš Hrádecký,84,motm,Finland,83,80,81,87,42,84,https://wefut.com/player/17/18887/lukas-hradecky
Antonio Mirante,84,goldif,Italy,85,87,68,85,48,82,https://wefut.com/player/17/23176/antonio-mirante
Iván Cuéllar,84,goldif,Spain,83,85,84,85,67,83,https://wefut.com/player/17/23158/ivan-cuellar
Alexandr Belenov,84,goldif,Russia,85,80,81,88,63,86,https://wefut.com/player/17/22580/alexandr-belenov
Tiago Volpi,84,goldif,Brazil,90,80,68,88,64,84,https://wefut.com/player/17/22205/tiago-volpi
Timo Horn,84,goldif,Germany,85,84,86,87,50,86,https://wefut.com/player/17/19702/timo-horn
Benoît Costil,84,goldif,France,86,84,82,87,54,86,https://wefut.com/player/17/19365/benoit-costil
Andriy Pyatov,84,goldif,England,85,84,80,86,60,84,https://wefut.com/player/17/19297/tom-heaton
Roman Bürki,84,goldif,Switzerland,85,84,80,87,55,82,https://wefut.com/player/17/19286/roman-burki
Cédric Carrasso,84,goldif,France,83,84,85,86,43,84,https://wefut.com/player/17/18545/cedric-carrasso
Wojciech Szczęsny,84,goldif,Poland,86,83,79,88,55,84,https://wefut.com/player/17/18442/wojciech-szczesny
Victor Valdés,84,goldif,Spain,85,84,81,84,40,87,https://wefut.com/player/17/18192/victor-valdes
Orestis Karnezis,84,goldif,Greece,85,87,74,88,50,84,https://wefut.com/player/17/16189/orestis-karnezis
Diego López,84,goldif,Spain,84,87,75,83,40,86,https://wefut.com/player/17/16006/diego-lopez
Tim Howard,84,goldif,United States,85,81,82,84,54,84,https://wefut.com/player/17/15802/tim-howard
Gianluigi Donnarumma,84,goldif,Italy,86,82,78,89,53,80,https://wefut.com/player/17/15729/gianluigi-donnarumma
Joe Hart,84,goldrare,England,84,81,75,87,59,82,https://wefut.com/player/17/22545/joe-hart
Steve Mandanda,84,goldrare,France,85,80,77,85,53,80,https://wefut.com/player/17/22174/steve-mandanda
Sergio Asenjo,84,goldrare,Spain,86,83,79,85,59,82,https://wefut.com/player/17/18626/sergio-asenjo
Danijel Subašić,84,goldrare,Croatia,82,79,79,84,51,83,https://wefut.com/player/17/18514/danijel-subasic
Steve Mandanda,84,goldrare,France,85,80,77,85,53,80,https://wefut.com/player/17/18329/steve-mandanda
Ralf Fährmann,84,goldrare,Germany,83,86,51,87,38,85,https://wefut.com/player/17/3014/ralf-fahrmann
Rui Patrício,84,goldrare,Portugal,85,81,80,83,53,82,https://wefut.com/player/17/2841/rui-patricio
Yann Sommer,84,goldrare,Switzerland,83,82,85,85,48,80,https://wefut.com/player/17/2788/yann-sommer
Joe Hart,84,goldrare,England,84,81,75,87,59,82,https://wefut.com/player/17/1105/joe-hart
José Reina,84,goldrare,Spain,80,85,82,83,50,84,https://wefut.com/player/17/167/jose-reina
Andre Blake,83,redmotm,Jamaica,88,80,77,91,63,86,https://wefut.com/player/17/22551/andre-blake
Stefano Sorrentino,83,redgold,Italy,84,86,70,85,37,86,https://wefut.com/player/17/19007/stefano-sorrentino
Diego Benaglio,83,redgold,Switzerland,82,84,67,80,47,84,https://wefut.com/player/17/16123/diego-benaglio
Carlos Idriss Kameni,83,redgold,Cameroon,87,86,78,85,48,80,https://wefut.com/player/17/16100/carlos-idriss-kameni
Rune Almenning Jarstein,83,redgold,Norway,81,83,78,85,43,86,https://wefut.com/player/17/15933/rune-almenning-jarstein
Andriy Pyatov,83,redgold,Ukraine,83,78,85,86,48,84,https://wefut.com/player/17/15888/andriy-pyatov
Kevin Trapp,83,pink,Germany,83,79,79,85,45,80,https://wefut.com/player/17/21581/kevin-trapp
Tim Krul,83,motm,Netherlands,83,81,78,85,53,81,https://wefut.com/player/17/18886/tim-krul
Oliver Baumann,83,goldif,Germany,85,84,60,87,54,80,https://wefut.com/player/17/23221/oliver-baumann
Rune Almenning Jarstein,83,goldif,Norway,81,83,78,85,43,86,https://wefut.com/player/17/18731/rune-almenning-jarstein
Stefano Sorrentino,83,goldif,Italy,84,86,70,85,37,86,https://wefut.com/player/17/17569/stefano-sorrentino
Diego Benaglio,83,goldif,Switzerland,82,84,67,80,47,84,https://wefut.com/player/17/15982/diego-benaglio
Carlos Idriss Kameni,83,goldif,Cameroon,87,86,78,85,48,80,https://wefut.com/player/17/15959/carlos-idriss-kameni
Andriy Pyatov,83,goldif,Ukraine,83,78,85,86,48,84,https://wefut.com/player/17/15656/andriy-pyatov
Asmir Begović,83,goldrare,Bosnia Herzegovina,83,81,74,84,52,80,https://wefut.com/player/17/20860/asmir-begovic
Rui Patrício,83,goldrare,Portugal,85,81,80,82,53,79,https://wefut.com/player/17/18837/rui-patricio
Yann Sommer,83,goldrare,Switzerland,81,82,83,83,48,80,https://wefut.com/player/17/18720/yann-sommer
Gerónimo Rulli,83,goldrare,Argentina,85,79,75,86,54,82,https://wefut.com/player/17/18631/geronimo-rulli
José Reina,83,goldrare,Spain,80,83,82,82,50,82,https://wefut.com/player/17/18434/jose-reina
Claudio Bravo,83,goldrare,Chile,82,84,87,82,58,77,https://wefut.com/player/17/18331/claudio-bravo
Anthony Lopes,83,goldrare,Portugal,86,79,76,87,60,77,https://wefut.com/player/17/5999/anthony-lopes
Mattia Perin,83,goldrare,Italy,80,85,71,90,57,78,https://wefut.com/player/17/5646/mattia-perin
Danijel Subašić,83,goldrare,Croatia,82,78,79,83,51,81,https://wefut.com/player/17/4988/danijel-subasic
Marc-André ter Stegen,83,goldrare,Germany,84,81,83,85,38,78,https://wefut.com/player/17/4954/marc-andre-ter-stegen
Kevin Trapp,83,goldrare,Germany,83,79,79,85,45,80,https://wefut.com/player/17/4203/kevin-trapp
Fernando Muslera,83,goldrare,Uruguay,83,78,75,85,60,79,https://wefut.com/player/17/3237/fernando-muslera
Asmir Begović,83,goldrare,Bosnia Herzegovina,83,81,74,84,52,80,https://wefut.com/player/17/2373/asmir-begovic
Diego Alves,83,goldrare,Brazil,88,76,76,87,55,77,https://wefut.com/player/17/1834/diego-alves
Andrea Consigli,83,goldrare,Italy,84,84,72,84,48,81,https://wefut.com/player/17/1656/andrea-consigli
Vincent Enyeama,83,goldrare,Nigeria,78,80,77,90,50,78,https://wefut.com/player/17/776/vincent-enyeama
Asmir Begović,83,pink,Bosnia Herzegovina,83,81,62,84,39,82,https://wefut.com/player/17/227/julio-cesar
Marco Sportiello,82,onestowatch,Italy,84,80,72,85,48,79,https://wefut.com/player/17/18027/marco-sportiello
Rémy Vercoutre,82,redgold,France,83,80,81,82,42,80,https://wefut.com/player/17/19041/remy-vercoutre
Tom Heaton,82,redgold,England,81,80,76,83,56,81,https://wefut.com/player/17/16031/tom-heaton
Jack Butland,82,pink,England,81,83,73,85,51,79,https://wefut.com/player/17/21580/jack-butland
David Ospina,82,goldif,Colombia,86,74,81,86,37,82,https://wefut.com/player/17/23203/david-ospina
Koen Casteels,82,goldif,Belgium,84,74,78,86,49,79,https://wefut.com/player/17/23183/koen-casteels
Rémy Vercoutre,82,goldif,France,83,80,81,82,42,80,https://wefut.com/player/17/18077/remy-vercoutre
Tom Heaton,82,goldif,England,81,80,76,83,56,81,https://wefut.com/player/17/15777/tom-heaton
Javi Varas,82,goldif,Spain,84,76,77,85,55,80,https://wefut.com/player/17/15582/javi-varas
Tiago Volpi,82,goldif,Brazil,86,76,65,85,61,81,https://wefut.com/player/17/15536/tiago-volpi
Gianluigi Donnarumma,82,goldif,Italy,83,79,74,87,48,76,https://wefut.com/player/17/15535/gianluigi-donnarumma
Salvatore Sirigu,82,goldrare,Italy,83,79,75,83,50,80,https://wefut.com/player/17/20855/salvatore-sirigu
Benoît Costil,82,goldrare,France,82,80,78,84,49,82,https://wefut.com/player/17/20854/benoit-costil
Diego López,82,goldrare,Spain,78,84,72,79,34,83,https://wefut.com/player/17/18628/diego-lopez
Kasper Schmeichel,82,goldrare,Denmark,83,79,86,85,62,79,https://wefut.com/player/17/18318/kasper-schmeichel
Salvatore Sirigu,82,goldrare,Italy,83,79,75,83,50,80,https://wefut.com/player/17/18024/salvatore-sirigu
Marco Sportiello,82,goldrare,Italy,84,80,72,85,48,79,https://wefut.com/player/17/17249/marco-sportiello
Marco Sportiello,82,goldrare,Italy,84,80,72,85,48,79,https://wefut.com/player/17/10247/marco-sportiello
Gerónimo Rulli,82,goldrare,Argentina,85,79,70,86,54,80,https://wefut.com/player/17/10058/geronimo-rulli
Loris Karius,82,goldrare,Germany,84,76,80,85,48,80,https://wefut.com/player/17/7040/loris-karius
Jack Butland,82,goldrare,England,81,83,73,85,51,79,https://wefut.com/player/17/6883/jack-butland
Timo Horn,82,goldrare,Germany,80,80,83,83,45,82,https://wefut.com/player/17/6208/timo-horn
Orestis Karnezis,82,goldrare,Greece,80,83,70,84,44,80,https://wefut.com/player/17/3373/orestis-karnezis
Salvatore Sirigu,82,goldrare,Italy,83,79,75,83,50,80,https://wefut.com/player/17/1984/salvatore-sirigu
Júlio César,83,goldrare,Brazil,81,84,79,83,30,78,https://wefut.com/player/17/1980/emiliano-viviano
Benoît Costil,82,goldrare,France,82,80,78,84,49,82,https://wefut.com/player/17/1395/benoit-costil
Federico Marchetti,82,goldrare,Italy,82,80,66,86,55,78,https://wefut.com/player/17/755/federico-marchetti
Victor Valdés,82,goldrare,Spain,80,80,77,80,36,84,https://wefut.com/player/17/403/victor-valdes
Casillas,82,goldrare,Spain,85,73,58,86,65,80,https://wefut.com/player/17/70/casillas
José de Jesús Corona,81,redmotm,Mexico,80,84,76,77,53,80,https://wefut.com/player/17/22188/jose-de-jesus-corona
Germán Lux,81,redgold,Argentina,80,77,84,82,34,80,https://wefut.com/player/17/20426/german-lux
Fraser Forster,81,redgold,England,80,85,80,86,35,82,https://wefut.com/player/17/20405/fraser-forster
Nahuel Guzmán,81,redgold,Argentina,82,81,76,85,55,83,https://wefut.com/player/17/19812/nahuel-guzman
Stefanos Kapino,81,redgold,Greece,81,72,72,85,46,78,https://wefut.com/player/17/19531/stefanos-kapino
Felix Wiedwald,81,redgold,Germany,82,75,72,84,40,80,https://wefut.com/player/17/19486/felix-wiedwald
Iván Cuéllar,81,redgold,Spain,80,82,81,83,64,80,https://wefut.com/player/17/19475/ivan-cuellar
Alexandr Belenov,81,redgold,Russia,80,75,77,84,60,82,https://wefut.com/player/17/19463/alexandr-belenov
Artur Boruc,81,redgold,Poland,82,78,70,86,47,80,https://wefut.com/player/17/19452/artur-boruc
Etrit Berisha,81,redgold,Albania,84,80,72,84,34,80,https://wefut.com/player/17/19439/etrit-berisha
Jean-François Gillet,81,redgold,Belgium,75,82,77,80,44,84,https://wefut.com/player/17/19018/jean-francois-gillet
Keiren Westwood,81,redgold,Republic of Ireland,82,78,76,84,55,80,https://wefut.com/player/17/17065/keiren-westwood
Łukasz Skorupski,81,redgold,Poland,84,80,60,84,55,80,https://wefut.com/player/17/17043/lukasz-skorupski
Michael Rensing,81,redgold,Germany,82,81,74,84,44,76,https://wefut.com/player/17/17005/michael-rensing
Maarten Stekelenburg,81,redgold,Netherlands,82,77,83,80,38,78,https://wefut.com/player/17/15911/maarten-stekelenburg
Itumeleng Khune,81,redgold,South Africa,80,78,92,82,60,81,https://wefut.com/player/17/15899/itumeleng-khune
Alexandre Letellier,81,motm,France,78,80,76,84,50,81,https://wefut.com/player/17/19679/alexandre-letellier
Nahuel Guzmán,81,purple,Argentina,82,81,76,85,55,83,https://wefut.com/player/17/16247/nahuel-guzman
Agustín Marchesín,81,goldif,Argentina,78,77,75,88,54,83,https://wefut.com/player/17/22786/agustin-marchesin
Bill Hamid,81,goldif,United States,82,78,70,84,55,75,https://wefut.com/player/17/20557/bill-hamid
Emiliano Viviano,82,goldrare,Italy,81,84,79,83,30,78,https://wefut.com/player/17/20159/german-lux
Fraser Forster,81,goldif,England,80,85,80,86,35,82,https://wefut.com/player/17/20039/fraser-forster
Stefanos Kapino,81,goldif,Greece,81,72,72,85,46,78,https://wefut.com/player/17/19325/stefanos-kapino
Felix Wiedwald,81,goldif,Germany,82,75,72,84,40,80,https://wefut.com/player/17/19122/felix-wiedwald
Iván Cuéllar,81,goldif,Spain,80,82,81,83,64,80,https://wefut.com/player/17/19111/ivan-cuellar
Alexandr Belenov,81,goldif,Russia,80,75,77,84,60,82,https://wefut.com/player/17/18902/alexandr-belenov
Artur Boruc,81,goldif,Poland,82,78,70,86,47,80,https://wefut.com/player/17/18891/artur-boruc
Etrit Berisha,81,goldif,Albania,84,80,72,84,34,80,https://wefut.com/player/17/18864/etrit-berisha
Jean-François Gillet,81,goldif,Belgium,75,82,77,80,44,84,https://wefut.com/player/17/17580/jean-francois-gillet
Keiren Westwood,81,goldif,Republic of Ireland,82,78,76,84,55,80,https://wefut.com/player/17/16258/keiren-westwood
Łukasz Skorupski,81,goldif,Poland,84,80,60,84,55,80,https://wefut.com/player/17/16223/lukasz-skorupski
Michael Rensing,81,goldif,Germany,82,81,74,84,44,76,https://wefut.com/player/17/16024/michael-rensing
Maarten Stekelenburg,81,goldif,Netherlands,82,77,83,80,38,78,https://wefut.com/player/17/15680/maarten-stekelenburg
Itumeleng Khune,81,goldif,South Africa,80,78,92,82,60,81,https://wefut.com/player/17/15667/itumeleng-khune
Wojciech Szczęsny,81,goldrare,Poland,83,77,74,85,50,77,https://wefut.com/player/17/22539/wojciech-szczesny
Ron-Robert Zieler,81,goldrare,Germany,78,82,66,82,46,81,https://wefut.com/player/17/22168/ron-robert-zieler
René Adler,81,goldrare,Germany,80,80,73,81,46,82,https://wefut.com/player/17/20847/rene-adler
Júlio César,81,goldrare,Brazil,83,78,62,82,39,79,https://wefut.com/player/17/18836/julio-cesar
Wojciech Szczęsny,81,goldrare,Poland,83,77,74,85,50,77,https://wefut.com/player/17/18417/wojciech-szczesny
Alphonse Areola,81,goldrare,France,84,80,72,85,54,76,https://wefut.com/player/17/5099/alphonse-areola
Roman Bürki,81,goldrare,Switzerland,81,80,73,84,49,78,https://wefut.com/player/17/4237/roman-burki
Onur Kıvrak,81,goldrare,Turkey,82,77,75,86,65,79,https://wefut.com/player/17/3886/onur-kivrak
Ron-Robert Zieler,81,goldrare,Germany,78,82,66,82,46,81,https://wefut.com/player/17/3736/ron-robert-zieler
Sergio Asenjo,81,goldrare,Spain,84,82,79,75,59,81,https://wefut.com/player/17/2962/sergio-asenjo
Kasper Schmeichel,81,goldrare,Denmark,82,78,85,84,62,78,https://wefut.com/player/17/1667/kasper-schmeichel
Antonio Mirante,81,goldrare,Italy,82,84,64,82,44,78,https://wefut.com/player/17/805/antonio-mirante
René Adler,81,goldrare,Germany,80,80,73,81,46,82,https://wefut.com/player/17/505/rene-adler
Cédric Carrasso,81,goldrare,France,78,79,81,82,38,79,https://wefut.com/player/17/470/cedric-carrasso
Moyá,81,goldrare,Spain,85,78,82,79,46,81,https://wefut.com/player/17/434/moya
Tim Howard,81,goldrare,United States,80,76,77,79,50,78,https://wefut.com/player/17/128/tim-howard
Ederson,81,gold,Brazil,81,76,82,86,62,75,https://wefut.com/player/17/20852/ederson
Ederson,81,gold,Brazil,81,76,82,86,62,75,https://wefut.com/player/17/18823/ederson
