Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Victor,80,goldrare,Brazil,81,79,69,83,46,79,https://wefut.com/player/16/13879/victor
Guaita,80,goldrare,Spain,81,78,73,86,51,77,https://wefut.com/player/16/4907/guaita
Onur Kıvrak,80,goldrare,Turkey,81,78,79,86,67,78,https://wefut.com/player/16/4372/onur-kivrak
Roberto,80,goldrare,Spain,83,71,73,86,45,79,https://wefut.com/player/16/3857/roberto
Guillermo Ochoa,80,goldrare,Mexico,83,67,77,87,47,79,https://wefut.com/player/16/977/guillermo-ochoa
José Reina,80,goldrare,Spain,81,78,83,81,50,80,https://wefut.com/player/16/209/jose-reina
Tim Howard,80,goldrare,United States,82,76,77,82,50,81,https://wefut.com/player/16/147/tim-howard
Ron-Robert Zieler,80,gold,Germany,78,80,66,82,46,81,https://wefut.com/player/16/18391/ron-robert-zieler
René Adler,80,gold,Germany,80,79,74,84,46,79,https://wefut.com/player/16/16813/rene-adler
Timo Horn,80,gold,Germany,78,78,79,83,47,82,https://wefut.com/player/16/16174/timo-horn
Roman Bürki,80,gold,Switzerland,82,79,74,84,49,79,https://wefut.com/player/16/4737/roman-burki
Ron-Robert Zieler,80,gold,Germany,78,80,66,82,46,81,https://wefut.com/player/16/4209/ron-robert-zieler
Volkan Demirel,80,gold,Turkey,82,80,80,83,37,78,https://wefut.com/player/16/1099/volkan-demirel
Michel Vorm,80,gold,Netherlands,83,75,77,84,57,79,https://wefut.com/player/16/803/michel-vorm
Cédric Carrasso,80,gold,France,78,79,81,82,38,79,https://wefut.com/player/16/595/cedric-carrasso
Marwin Hitz,79,goldif,Switzerland,82,76,69,84,43,81,https://wefut.com/player/16/16676/marwin-hitz
Costel Pantilimon,79,goldif,Romania,80,80,68,81,48,82,https://wefut.com/player/16/14302/costel-pantilimon
Wojciech Szczęsny,79,goldrare,Poland,84,77,71,85,50,74,https://wefut.com/player/16/18377/wojciech-szczesny
Carlos Idriss Kameni,79,goldrare,Cameroon,83,80,70,87,44,75,https://wefut.com/player/16/16784/carlos-idriss-kameni
Jack Butland,79,goldrare,England,81,78,75,85,51,79,https://wefut.com/player/16/16620/jack-butland
Wojciech Szczęsny,79,goldrare,Poland,84,77,71,85,50,74,https://wefut.com/player/16/4211/wojciech-szczesny
Andriy Pyatov,79,goldrare,Ukraine,81,72,83,83,44,80,https://wefut.com/player/16/1060/andriy-pyatov
Iraizoz,79,goldrare,Spain,71,82,80,76,32,84,https://wefut.com/player/16/584/iraizoz
Tim Krul,79,gold,Netherlands,81,78,73,84,50,75,https://wefut.com/player/16/21285/tim-krul
Brad Guzan,79,gold,United States,81,76,66,82,50,78,https://wefut.com/player/16/20512/brad-guzan
Morgan De Sanctis,79,gold,Italy,78,78,57,82,34,83,https://wefut.com/player/16/19854/morgan-de-sanctis
Loris Karius,79,gold,Germany,80,75,75,84,49,79,https://wefut.com/player/16/18372/loris-karius
Gerónimo Rulli,79,gold,Argentina,82,77,70,83,54,78,https://wefut.com/player/16/16807/geronimo-rulli
Loris Karius,79,gold,Germany,80,75,75,84,49,79,https://wefut.com/player/16/16170/loris-karius
Federico Marchetti,80,goldrare,Italy,82,76,66,87,45,82,https://wefut.com/player/16/6748/timo-horn
Neto,79,gold,Brazil,84,75,73,85,53,77,https://wefut.com/player/16/5880/neto
Keylor Navas,79,gold,Costa Rica,82,74,69,83,61,77,https://wefut.com/player/16/5597/keylor-navas
Tim Krul,79,gold,Netherlands,81,78,73,84,50,75,https://wefut.com/player/16/2552/tim-krul
Rémy Riou,79,gold,France,78,81,81,80,58,80,https://wefut.com/player/16/2368/remy-riou
Brad Guzan,79,gold,United States,81,76,66,82,50,78,https://wefut.com/player/16/2074/brad-guzan
Andrea Consigli,79,gold,Italy,81,77,72,84,48,79,https://wefut.com/player/16/1978/andrea-consigli
Ben Foster,79,gold,England,81,78,73,84,50,77,https://wefut.com/player/16/1938/ben-foster
René Adler,79,gold,Germany,80,77,73,82,46,79,https://wefut.com/player/16/637/rene-adler
Morgan De Sanctis,79,gold,Italy,78,78,57,82,34,83,https://wefut.com/player/16/66/morgan-de-sanctis
Roman Weidenfeller,79,gold,Germany,79,81,53,77,20,79,https://wefut.com/player/16/44/roman-weidenfeller
Lukáš Hrádecký,78,goldif,Finland,80,76,74,80,42,78,https://wefut.com/player/16/17651/lukas-hradecky
Germán Lux,78,goldif,Argentina,83,75,74,83,29,79,https://wefut.com/player/16/14521/german-lux
David Marshall,78,goldif,Scotland,82,77,67,81,48,79,https://wefut.com/player/16/14457/david-marshall
Justo Villar,78,goldif,Paraguay,79,78,74,80,31,81,https://wefut.com/player/16/14397/justo-villar
Alphonse Aréola,78,goldrare,France,82,75,72,83,54,76,https://wefut.com/player/16/18365/alphonse-areola
Alphonse Aréola,78,goldrare,France,82,75,72,83,54,76,https://wefut.com/player/16/16773/alphonse-areola
Guilherme,78,goldrare,Brazil,82,72,71,83,58,75,https://wefut.com/player/16/3534/guilherme
Simon Mignolet,78,goldrare,Belgium,82,75,65,84,55,73,https://wefut.com/player/16/2823/simon-mignolet
Emiliano Viviano,78,goldrare,Italy,80,77,68,83,30,77,https://wefut.com/player/16/2330/emiliano-viviano
Itumeleng Khune,78,goldrare,South Africa,79,76,86,80,55,78,https://wefut.com/player/16/2144/itumeleng-khune
Beto,78,gold,Portugal,82,75,77,81,47,77,https://wefut.com/player/16/20700/beto
Marcelo Grohe,78,gold,Brazil,75,74,69,85,43,80,https://wefut.com/player/16/14163/marcelo-grohe
Fernando Prass,78,gold,Brazil,82,72,64,79,53,83,https://wefut.com/player/16/14149/fernando-prass
Yuriy Lodygin,78,gold,Russia,81,77,77,84,49,74,https://wefut.com/player/16/10819/yuriy-lodygin
Timo Horn,79,gold,Germany,77,78,79,82,54,76,https://wefut.com/player/16/10562/geronimo-rulli
Loris Karius,78,gold,Germany,80,74,74,84,48,77,https://wefut.com/player/16/7586/loris-karius
Mathew Ryan,78,gold,Australia,80,74,82,84,62,75,https://wefut.com/player/16/6392/mathew-ryan
Adrián,78,gold,Spain,78,76,71,85,46,76,https://wefut.com/player/16/5936/adrian
Oliver Baumann,78,gold,Germany,81,76,54,83,47,76,https://wefut.com/player/16/5765/oliver-baumann
Jeroen Zoet,78,gold,Netherlands,79,76,78,83,57,76,https://wefut.com/player/16/5181/jeroen-zoet
Orestis Karnezis,78,gold,Greece,79,75,71,83,44,79,https://wefut.com/player/16/3815/orestis-karnezis
Beto,78,gold,Portugal,82,75,77,81,47,77,https://wefut.com/player/16/3682/beto
David Ospina,78,gold,Colombia,83,71,78,84,34,77,https://wefut.com/player/16/3016/david-ospina
Nilson,78,gold,Brazil,79,75,72,78,42,76,https://wefut.com/player/16/2569/nilson
Kenneth Vermeer,78,gold,Netherlands,82,70,70,84,60,78,https://wefut.com/player/16/2388/kenneth-vermeer
Łukasz Fabiański,78,gold,Poland,77,80,73,84,50,78,https://wefut.com/player/16/2099/lukasz-fabianski
Willy Caballero,78,gold,Argentina,80,72,69,82,49,81,https://wefut.com/player/16/903/willy-caballero
Maarten Stekelenburg,77,goldrare,Netherlands,81,75,82,79,35,76,https://wefut.com/player/16/18336/maarten-stekelenburg
Maarten Stekelenburg,77,goldrare,Netherlands,81,75,82,79,35,76,https://wefut.com/player/16/18069/maarten-stekelenburg
Stanislav Kritciuk,77,goldrare,Russia,79,77,73,81,49,76,https://wefut.com/player/16/17387/stanislav-kritciuk
Adán,77,goldrare,Spain,76,81,77,80,55,78,https://wefut.com/player/16/16761/adan
Maarten Stekelenburg,77,goldrare,Netherlands,81,75,82,79,35,76,https://wefut.com/player/16/42/maarten-stekelenburg
Christian Abbiati,77,goldrare,Italy,80,72,66,80,42,82,https://wefut.com/player/16/35/christian-abbiati
Andrés Fernández,77,gold,Spain,83,76,69,82,58,71,https://wefut.com/player/16/20309/andres-fernandez
Fabricio,77,gold,Spain,78,79,75,79,52,69,https://wefut.com/player/16/19851/fabricio
Stefano Sorrentino,77,gold,Italy,79,75,63,79,33,81,https://wefut.com/player/16/19365/stefano-sorrentino
Andrés Fernández,77,gold,Spain,83,76,69,82,58,71,https://wefut.com/player/16/18349/andres-fernandez
Andrés Fernández,77,gold,Spain,83,76,69,82,58,71,https://wefut.com/player/16/16799/andres-fernandez
Nahuel Guzmán,77,gold,Argentina,77,76,71,78,51,78,https://wefut.com/player/16/16640/nahuel-guzman
Anders Lindegaard,77,gold,Denmark,82,76,74,78,47,75,https://wefut.com/player/16/15869/anders-lindegaard
Matheus,77,gold,Brazil,80,67,70,82,44,81,https://wefut.com/player/16/8518/matheus
Agustín Marchesín,77,gold,Argentina,80,76,75,80,27,75,https://wefut.com/player/16/6952/agustin-marchesin
Sven Ulreich,77,gold,Germany,81,76,60,82,44,75,https://wefut.com/player/16/4291/sven-ulreich
Fabricio,77,gold,Spain,78,79,75,79,52,69,https://wefut.com/player/16/3214/fabricio
Geoffrey Jourdren,77,gold,France,80,75,69,81,47,78,https://wefut.com/player/16/2016/geoffrey-jourdren
Alfredo Talavera,77,gold,Mexico,81,72,71,82,55,76,https://wefut.com/player/16/1584/alfredo-talavera
Vyacheslav Malafeev,77,gold,Russia,77,76,74,80,56,77,https://wefut.com/player/16/1233/vyacheslav-malafeev
Vladimir Gabulov,77,gold,Russia,78,74,78,81,61,76,https://wefut.com/player/16/1221/vladimir-gabulov
Mariano Barbosa,77,gold,Argentina,78,75,79,82,62,73,https://wefut.com/player/16/1064/mariano-barbosa
Marcelo Barovero,77,gold,Argentina,78,74,69,79,35,79,https://wefut.com/player/16/1041/marcelo-barovero
Antonio Mirante,77,gold,Italy,80,79,66,81,44,75,https://wefut.com/player/16/985/antonio-mirante
Anders Lindegaard,77,gold,Denmark,82,76,74,78,47,75,https://wefut.com/player/16/718/anders-lindegaard
Julián Speroni,77,gold,Argentina,80,72,71,82,42,74,https://wefut.com/player/16/302/julian-speroni
