Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Keylor Navas,90,motm,Costa Rica,93,88,78,93,57,88,https://wefut.com/player/20/23317/keylor-navas
Manuel Neuer,90,goldif,Germany,90,89,93,90,58,89,https://wefut.com/player/20/19568/manuel-neuer
Marc-André ter Stegen,90,goldrare,Germany,88,85,88,90,43,88,https://wefut.com/player/20/2708/marc-andre-ter-stegen
Ondřej Kolář,89,goldblue,Czech Republic,89,87,92,91,70,89,https://wefut.com/player/20/22360/ondrej-kolar
Predrag Rajkovic,89,goldblue,Serbia,90,89,86,91,40,90,https://wefut.com/player/20/22281/predrag-rajkovic
Fernando Muslera,89,goldblue,Uruguay,89,88,85,92,69,91,https://wefut.com/player/20/22139/fernando-muslera
Péter Gulácsi,89,goldblue,Hungary,90,92,85,91,47,89,https://wefut.com/player/20/22024/peter-gulacsi
Ederson,89,toty,Brazil,87,83,94,89,65,87,https://wefut.com/player/20/17906/ederson
Samir Handanovič,89,clfinal,Slovenia,90,87,71,90,54,90,https://wefut.com/player/20/17676/samir-handanovic
Alisson,89,championsleague,Brazil,85,84,85,89,52,90,https://wefut.com/player/20/17562/alisson
Marc-André ter Stegen,89,legend,Netherlands,87,86,83,90,47,89,https://wefut.com/player/20/12489/edwin-van-der-sar
Lev Yashin,89,legend,Russia,91,86,72,92,64,89,https://wefut.com/player/20/12226/lev-yashin
Hugo Lloris,89,goldif,France,90,84,69,92,65,86,https://wefut.com/player/20/19278/hugo-lloris
Samir Handanovič,89,goldif,Slovenia,89,87,71,91,54,90,https://wefut.com/player/20/18106/samir-handanovic
Keylor Navas,89,goldif,Costa Rica,92,85,77,92,56,86,https://wefut.com/player/20/17770/keylor-navas
Manuel Neuer,89,goldif,Germany,88,88,92,89,57,87,https://wefut.com/player/20/16822/manuel-neuer
Alisson,89,goldrare,Brazil,85,84,85,89,52,90,https://wefut.com/player/20/6098/alisson
De Gea,89,goldrare,Spain,90,84,81,92,57,85,https://wefut.com/player/20/2812/de-gea
Guillermo Ochoa,88,goldblue,Mexico,89,82,87,93,58,90,https://wefut.com/player/20/22312/guillermo-ochoa
Marco Bizot,88,goldblue,Netherlands,92,87,82,90,57,87,https://wefut.com/player/20/22237/marco-bizot
Dean Henderson,88,goldblue,England,88,86,87,89,63,88,https://wefut.com/player/20/22086/dean-henderson
Bernd Leno,88,goldblue,Germany,90,89,84,91,60,88,https://wefut.com/player/20/22030/bernd-leno
Manuel Neuer,88,championsleague,Germany,87,87,91,87,56,85,https://wefut.com/player/20/17555/manuel-neuer
Ederson,88,championsleague,Brazil,86,82,93,88,64,86,https://wefut.com/player/20/17552/ederson
Samir Handanovič,88,championsleague,Slovenia,88,85,69,89,53,89,https://wefut.com/player/20/17549/samir-handanovic
Thibaut Courtois,88,championsleague,Belgium,85,89,72,87,48,85,https://wefut.com/player/20/17548/thibaut-courtois
Hugo Lloris,88,championsleague,France,89,82,68,91,64,84,https://wefut.com/player/20/17544/hugo-lloris
Jens Lehmann,88,legend,Germany,88,87,83,87,58,86,https://wefut.com/player/20/12528/jens-lehmann
Gianluigi Donnarumma,88,goldif,Italy,93,86,78,94,52,85,https://wefut.com/player/20/23272/gianluigi-donnarumma
Keylor Navas,88,goldif,Costa Rica,91,83,76,91,55,84,https://wefut.com/player/20/17044/keylor-navas
Ederson,88,goldrare,Brazil,86,82,93,88,64,86,https://wefut.com/player/20/5486/ederson
Thibaut Courtois,88,goldrare,Belgium,85,89,72,87,48,85,https://wefut.com/player/20/2654/thibaut-courtois
Hugo Lloris,88,goldrare,France,89,82,68,91,64,84,https://wefut.com/player/20/793/hugo-lloris
Manuel Neuer,88,goldrare,Germany,87,87,91,87,56,85,https://wefut.com/player/20/765/manuel-neuer
Samir Handanovič,88,goldrare,Slovenia,88,85,69,89,53,89,https://wefut.com/player/20/610/samir-handanovic
Edwin van der Sar,89,legend,Netherlands,87,89,83,89,58,84,https://wefut.com/player/20/19453/alphonse-areola
Agustín Marchesín,87,goldblue,Argentina,88,84,82,92,56,88,https://wefut.com/player/20/22189/agustin-marchesin
Keylor Navas,87,championsleague,Costa Rica,90,81,75,90,54,82,https://wefut.com/player/20/17540/keylor-navas
Nick Pope,87,birthday,England,87,88,85,87,58,88,https://wefut.com/player/20/21964/nick-pope
Edwin van der Sar,87,legend,Netherlands,86,83,84,88,49,86,https://wefut.com/player/20/12488/edwin-van-der-sar
Kasper Schmeichel,87,goldif,Denmark,87,84,84,93,62,85,https://wefut.com/player/20/22507/kasper-schmeichel
Gianluigi Donnarumma,87,goldif,Italy,92,84,77,92,51,84,https://wefut.com/player/20/18598/gianluigi-donnarumma
Wojciech Szczęsny,87,goldif,Poland,87,84,74,89,50,87,https://wefut.com/player/20/17699/wojciech-szczesny
Keylor Navas,87,goldrare,Costa Rica,90,81,75,90,54,82,https://wefut.com/player/20/2805/keylor-navas
Benjamin Leroy,86,goldblue,France,87,85,85,86,56,85,https://wefut.com/player/20/22353/benjamin-leroy
Bill Hamid,86,goldblue,United States,88,84,83,90,54,86,https://wefut.com/player/20/22301/bill-hamid
Marek Rodák,86,goldblue,Slovakia,88,85,87,87,63,84,https://wefut.com/player/20/22039/marek-rodak
André Onana,86,toty,Cameroon,88,84,91,88,66,85,https://wefut.com/player/20/19433/andre-onana
Kasper Schmeichel,86,showdown,Denmark,86,82,83,91,61,83,https://wefut.com/player/20/21720/kasper-schmeichel
Péter Gulácsi,86,championsleague,Hungary,86,87,83,87,44,86,https://wefut.com/player/20/20240/peter-gulacsi
Wojciech Szczęsny,86,championsleague,Poland,85,82,73,88,49,86,https://wefut.com/player/20/17512/wojciech-szczesny
Rui Patrício,86,elmotm,Portugal,87,85,81,86,58,85,https://wefut.com/player/20/23322/rui-patricio
Peter Schmeichel,86,legend,Denmark,85,81,82,89,52,81,https://wefut.com/player/20/12251/peter-schmeichel
Alexander Schwolow,86,motm,Germany,88,87,81,90,45,86,https://wefut.com/player/20/22319/alexander-schwolow
Jiří Pavlenka,86,motm,Czech Republic,89,82,74,91,38,83,https://wefut.com/player/20/22259/jiri-pavlenka
Guaita,86,goldif,Spain,90,90,85,90,58,85,https://wefut.com/player/20/24274/guaita
Rubén Blanco,86,goldif,Spain,88,87,86,87,65,86,https://wefut.com/player/20/22518/ruben-blanco
Bernd Leno,86,goldif,Germany,86,84,82,87,57,86,https://wefut.com/player/20/21655/bernd-leno
André Onana,86,goldif,Cameroon,87,83,90,87,65,84,https://wefut.com/player/20/19432/andre-onana
Salvatore Sirigu,86,goldif,Italy,86,83,78,85,52,86,https://wefut.com/player/20/18070/salvatore-sirigu
Alphonse Areola,87,whatif,France,89,83,82,88,45,86,https://wefut.com/player/20/17944/benjamin-lecomte
Gianluigi Donnarumma,86,goldif,Italy,91,82,75,91,50,82,https://wefut.com/player/20/17738/gianluigi-donnarumma
Yann Sommer,86,goldif,Switzerland,82,87,83,89,52,82,https://wefut.com/player/20/17649/yann-sommer
Stéphane Ruffier,86,goldif,France,84,86,77,85,49,87,https://wefut.com/player/20/17578/stephane-ruffier
Wojciech Szczęsny,86,goldrare,Poland,85,82,73,88,49,86,https://wefut.com/player/20/1877/wojciech-szczesny
Rune Almenning Jarstein,85,showdown,Norway,82,85,78,86,44,89,https://wefut.com/player/20/21979/rune-almenning-jarstein
Pau López,85,showdown,Spain,85,85,82,86,51,85,https://wefut.com/player/20/21949/pau-lopez
André Onana,85,championsleague,Cameroon,85,80,88,85,63,82,https://wefut.com/player/20/21379/andre-onana
Neto,85,championsleague,Brazil,86,81,79,82,54,82,https://wefut.com/player/20/17504/neto
Anthony Lopes,85,championsleague,Portugal,87,80,75,89,63,84,https://wefut.com/player/20/17500/anthony-lopes
Roman Bürki,85,championsleague,Switzerland,86,80,74,89,48,83,https://wefut.com/player/20/17497/roman-burki
Péter Gulácsi,85,championsleague,Hungary,84,86,81,86,43,84,https://wefut.com/player/20/17486/peter-gulacsi
Jens Lehmann,85,legend,Germany,87,83,80,87,59,83,https://wefut.com/player/20/12526/jens-lehmann
Odisseas Vlachodimos,85,motm,Greece,89,80,73,91,48,83,https://wefut.com/player/20/19445/odisseas-vlachodimos
Steve Mandanda,85,goldif,France,86,86,82,87,54,86,https://wefut.com/player/20/24275/steve-mandanda
Martin Dúbravka,85,goldif,Slovakia,84,86,86,86,52,85,https://wefut.com/player/20/18117/martin-dubravka
Rui Patrício,85,goldif,Portugal,86,83,79,84,57,84,https://wefut.com/player/20/17990/rui-patricio
Jasper Cillessen,85,goldif,Netherlands,84,85,80,85,54,84,https://wefut.com/player/20/17800/jasper-cillessen
Kasper Schmeichel,85,goldif,Denmark,84,80,81,90,60,81,https://wefut.com/player/20/17055/kasper-schmeichel
Lukáš Hrádecký,85,goldif,Finland,87,81,71,88,42,85,https://wefut.com/player/20/16993/lukas-hradecky
André Onana,85,goldrare,Cameroon,85,80,88,85,63,82,https://wefut.com/player/20/19412/andre-onana
Gianluigi Donnarumma,85,goldrare,Italy,90,80,74,90,49,80,https://wefut.com/player/20/9895/gianluigi-donnarumma
Anthony Lopes,85,goldrare,Portugal,87,80,75,89,63,84,https://wefut.com/player/20/3505/anthony-lopes
Neto,85,goldrare,Brazil,86,81,79,82,54,82,https://wefut.com/player/20/3038/neto
Roman Bürki,85,goldrare,Switzerland,86,80,74,89,48,83,https://wefut.com/player/20/2192/roman-burki
Benjamin Lecomte,86,goldrare,Hungary,84,86,81,86,43,84,https://wefut.com/player/20/1831/peter-gulacsi
Liu Dianzuo,84,goldblue,China PR,83,83,86,86,63,82,https://wefut.com/player/20/22251/liu-dianzuo
Abdullah Al Mayoof,84,goldblue,Saudi Arabia,83,86,84,84,69,87,https://wefut.com/player/20/22106/abdullah-al-mayoof
Alexander Schwolow,84,showdown,Germany,86,84,77,88,43,82,https://wefut.com/player/20/21913/alexander-schwolow
Guaita,84,showdown,Spain,87,87,82,87,56,82,https://wefut.com/player/20/21909/guaita
Pepe Reina,84,showdown,Spain,82,84,85,84,57,85,https://wefut.com/player/20/21861/pepe-reina
Kepa,84,championsleague,Spain,84,82,86,85,34,80,https://wefut.com/player/20/17457/kepa
Yassine Bounou,84,elmotm,Morocco,83,85,83,86,43,83,https://wefut.com/player/20/23339/yassine-bounou
Simon Mignolet,84,motm,Belgium,84,80,68,86,58,83,https://wefut.com/player/20/19333/simon-mignolet
Alessio Cragno,84,goldif,Italy,88,82,73,92,42,81,https://wefut.com/player/20/22600/alessio-cragno
Jordi Masip,84,goldif,Spain,87,87,75,88,68,81,https://wefut.com/player/20/22477/jordi-masip
Luigi Sepe,84,goldif,Italy,85,86,71,90,56,83,https://wefut.com/player/20/22472/luigi-sepe
Rubén Blanco,84,goldif,Spain,86,84,83,84,62,84,https://wefut.com/player/20/21663/ruben-blanco
Fernando Muslera,84,goldif,Uruguay,84,79,79,86,64,85,https://wefut.com/player/20/20382/fernando-muslera
Aitor,84,goldif,Spain,85,84,76,87,64,85,https://wefut.com/player/20/20377/aitor
Gerónimo Rulli,84,goldif,Argentina,86,81,80,90,55,80,https://wefut.com/player/20/19341/geronimo-rulli
Oliver Baumann,84,goldif,Germany,84,83,72,87,51,81,https://wefut.com/player/20/18001/oliver-baumann
Pacheco,84,goldif,Spain,84,81,72,85,48,85,https://wefut.com/player/20/17781/pacheco
Thomas Strakosha,84,goldif,Albania,86,80,77,89,45,82,https://wefut.com/player/20/16966/thomas-strakosha
Benjamin Lecomte,84,goldif,France,84,80,80,86,43,84,https://wefut.com/player/20/16938/benjamin-lecomte
Jiří Pavlenka,84,goldrare,Czech Republic,86,79,70,88,36,80,https://wefut.com/player/20/11617/jiri-pavlenka
Kepa,84,goldrare,Spain,84,82,86,85,34,80,https://wefut.com/player/20/4931/kepa
Bernd Leno,84,goldrare,Germany,83,81,78,85,55,84,https://wefut.com/player/20/2732/bernd-leno
Yann Sommer,84,goldrare,Switzerland,79,85,81,87,50,80,https://wefut.com/player/20/1243/yann-sommer
Salvatore Sirigu,84,goldrare,Italy,84,80,76,82,50,84,https://wefut.com/player/20/801/salvatore-sirigu
Péter Gulácsi,85,goldrare,France,82,84,75,82,47,85,https://wefut.com/player/20/774/stephane-ruffier
Alex Palmer,83,goldblue,England,85,80,85,82,50,79,https://wefut.com/player/20/22049/alex-palmer
Igor Akinfeev,83,showdown,Russia,80,76,83,87,54,85,https://wefut.com/player/20/21957/igor-akinfeev
Lukáš Hrádecký,83,championsleague,Finland,85,79,69,86,40,82,https://wefut.com/player/20/17448/lukas-hradecky
Jasper Cillessen,83,championsleague,Netherlands,82,83,78,83,52,81,https://wefut.com/player/20/17418/jasper-cillessen
Gianluigi Buffon,83,championsleague,Italy,78,77,74,80,34,91,https://wefut.com/player/20/17414/gianluigi-buffon
Steve Mandanda,83,goldif,France,83,83,80,84,52,83,https://wefut.com/player/20/19289/steve-mandanda
Odisseas Vlachodimos,83,goldif,Greece,87,77,71,89,46,80,https://wefut.com/player/20/18081/odisseas-vlachodimos
Tom Heaton,83,goldif,England,83,82,77,88,59,85,https://wefut.com/player/20/18016/tom-heaton
Martin Dúbravka,83,goldif,Slovakia,81,84,84,84,50,82,https://wefut.com/player/20/17850/martin-dubravka
Benoît Costil,83,goldif,France,84,81,82,83,54,83,https://wefut.com/player/20/17811/benoit-costil
Ben Foster,83,goldif,England,82,83,76,84,52,82,https://wefut.com/player/20/17706/ben-foster
Walter Benítez,83,goldif,Argentina,83,83,77,85,51,82,https://wefut.com/player/20/17660/walter-benitez
Jordan Pickford,83,goldrare,England,82,78,87,86,49,82,https://wefut.com/player/20/4591/jordan-pickford
Jasper Cillessen,83,goldrare,Netherlands,82,83,78,83,52,81,https://wefut.com/player/20/3622/jasper-cillessen
Koen Casteels,83,goldrare,Belgium,83,79,79,83,45,82,https://wefut.com/player/20/2796/koen-casteels
Lukáš Hrádecký,83,goldrare,Finland,85,79,69,86,40,82,https://wefut.com/player/20/2534/lukas-hradecky
Kevin Trapp,83,goldrare,Germany,82,77,79,85,48,83,https://wefut.com/player/20/2164/kevin-trapp
Rui Patrício,83,goldrare,Portugal,84,80,77,82,55,81,https://wefut.com/player/20/1269/rui-patricio
Kasper Schmeichel,83,goldrare,Denmark,82,77,79,88,58,79,https://wefut.com/player/20/648/kasper-schmeichel
Rune Almenning Jarstein,83,goldrare,Norway,79,82,76,84,42,86,https://wefut.com/player/20/144/rune-almenning-jarstein
Casillas,83,goldrare,Spain,85,75,61,84,56,86,https://wefut.com/player/20/34/casillas
Gianluigi Buffon,83,goldrare,Italy,78,77,74,80,34,91,https://wefut.com/player/20/14/gianluigi-buffon
Pau López,83,gold,Spain,82,83,79,84,48,82,https://wefut.com/player/20/7604/pau-lopez
Bartłomiej Drągowski,82,showdown,Poland,81,81,80,86,52,81,https://wefut.com/player/20/21869/bartlomiej-dragowski
Stéphane Ruffier,84,goldrare,France,82,84,75,82,47,85,https://wefut.com/player/20/774/stephane-ruffier
Alex Palmer,83,championsleague,Cameroon,84,80,86,83,63,76,https://wefut.com/player/20/17389/andre-onana
Alphonse Areola,82,championsleague,France,85,79,80,84,55,78,https://wefut.com/player/20/17370/alphonse-areola
Guillermo Ochoa,82,goldif,Mexico,83,76,80,87,52,84,https://wefut.com/player/20/24298/guillermo-ochoa
Guaita,82,goldif,Spain,84,84,80,84,54,80,https://wefut.com/player/20/20443/guaita
Alexander Schwolow,82,goldif,Germany,83,81,75,85,41,79,https://wefut.com/player/20/19352/alexander-schwolow
Nick Pope,82,goldif,England,82,83,79,83,52,83,https://wefut.com/player/20/18556/nick-pope
Matz Sels,82,goldif,Belgium,84,79,77,85,40,81,https://wefut.com/player/20/17618/matz-sels
Alban Lafont,82,goldif,France,83,81,74,85,50,81,https://wefut.com/player/20/16977/alban-lafont
Simon Mignolet,82,goldif,Belgium,82,77,66,84,56,80,https://wefut.com/player/20/16845/simon-mignolet
Mattia Perin,82,goldrare,Italy,82,82,71,87,57,79,https://wefut.com/player/20/18554/mattia-perin
André Onana,82,goldrare,Cameroon,84,80,86,83,63,76,https://wefut.com/player/20/9069/andre-onana
Thomas Strakosha,82,goldrare,Albania,84,78,75,87,43,79,https://wefut.com/player/20/5930/thomas-strakosha
Pacheco,82,goldrare,Spain,81,79,70,83,46,83,https://wefut.com/player/20/5422/pacheco
Benjamin Lecomte,82,goldrare,France,82,78,78,83,42,81,https://wefut.com/player/20/3741/benjamin-lecomte
Mattia Perin,82,goldrare,Italy,82,82,71,87,57,79,https://wefut.com/player/20/3239/mattia-perin
Oliver Baumann,82,goldrare,Germany,82,80,70,84,49,79,https://wefut.com/player/20/2942/oliver-baumann
Alphonse Areola,82,goldrare,France,85,79,80,84,55,78,https://wefut.com/player/20/2822/alphonse-areola
Sergio Asenjo,82,goldrare,Spain,84,82,77,81,57,80,https://wefut.com/player/20/1342/sergio-asenjo
Emiliano Viviano,82,goldrare,Italy,83,84,76,83,31,81,https://wefut.com/player/20/798/emiliano-viviano
Pepe Reina,82,gold,Spain,79,82,82,81,55,82,https://wefut.com/player/20/19276/pepe-reina
David Soria,82,gold,Spain,83,81,71,83,43,82,https://wefut.com/player/20/8332/david-soria
Łukasz Fabiański,82,gold,Poland,80,83,70,84,49,82,https://wefut.com/player/20/697/lukasz-fabianski
Pepe Reina,82,gold,Spain,79,82,82,81,55,82,https://wefut.com/player/20/74/pepe-reina
Artur Boruc,81,showdown,Poland,81,81,73,81,44,83,https://wefut.com/player/20/22002/artur-boruc
Mattia Perin,82,championsleague,Italy,82,82,71,87,57,79,https://wefut.com/player/20/17401/mattia-perin
André Onana,82,championsleague,Cameroon,84,80,86,83,63,76,https://wefut.com/player/20/17389/andre-onana
Alphonse Areola,82,championsleague,France,85,79,80,84,55,78,https://wefut.com/player/20/17370/alphonse-areola
Guillermo Ochoa,82,goldif,Mexico,83,76,80,87,52,84,https://wefut.com/player/20/24298/guillermo-ochoa
Guaita,82,goldif,Spain,84,84,80,84,54,80,https://wefut.com/player/20/20443/guaita
Alexander Schwolow,82,goldif,Germany,83,81,75,85,41,79,https://wefut.com/player/20/19352/alexander-schwolow
Nick Pope,82,goldif,England,82,83,79,83,52,83,https://wefut.com/player/20/18556/nick-pope
Matz Sels,82,goldif,Belgium,84,79,77,85,40,81,https://wefut.com/player/20/17618/matz-sels
Alban Lafont,82,goldif,France,83,81,74,85,50,81,https://wefut.com/player/20/16977/alban-lafont
Simon Mignolet,82,goldif,Belgium,82,77,66,84,56,80,https://wefut.com/player/20/16845/simon-mignolet
Mattia Perin,82,goldrare,Italy,82,82,71,87,57,79,https://wefut.com/player/20/18554/mattia-perin
André Onana,82,goldrare,Cameroon,84,80,86,83,63,76,https://wefut.com/player/20/9069/andre-onana
Thomas Strakosha,82,goldrare,Albania,84,78,75,87,43,79,https://wefut.com/player/20/5930/thomas-strakosha
Pacheco,82,goldrare,Spain,81,79,70,83,46,83,https://wefut.com/player/20/5422/pacheco
Benjamin Lecomte,82,goldrare,France,82,78,78,83,42,81,https://wefut.com/player/20/3741/benjamin-lecomte
Mattia Perin,82,goldrare,Italy,82,82,71,87,57,79,https://wefut.com/player/20/3239/mattia-perin
Oliver Baumann,82,goldrare,Germany,82,80,70,84,49,79,https://wefut.com/player/20/2942/oliver-baumann
Alphonse Areola,82,goldrare,France,85,79,80,84,55,78,https://wefut.com/player/20/2822/alphonse-areola
Sergio Asenjo,82,goldrare,Spain,84,82,77,81,57,80,https://wefut.com/player/20/1342/sergio-asenjo
Emiliano Viviano,82,goldrare,Italy,83,84,76,83,31,81,https://wefut.com/player/20/798/emiliano-viviano
Pepe Reina,82,gold,Spain,79,82,82,81,55,82,https://wefut.com/player/20/19276/pepe-reina
David Soria,82,gold,Spain,83,81,71,83,43,82,https://wefut.com/player/20/8332/david-soria
Łukasz Fabiański,82,gold,Poland,80,83,70,84,49,82,https://wefut.com/player/20/697/lukasz-fabianski
Pepe Reina,82,gold,Spain,79,82,82,81,55,82,https://wefut.com/player/20/74/pepe-reina
Artur Boruc,81,showdown,Poland,81,81,73,81,44,83,https://wefut.com/player/20/22002/artur-boruc
Mattia Perin,82,championsleague,Italy,82,82,71,87,57,79,https://wefut.com/player/20/17401/mattia-perin
André Onana,82,championsleague,Cameroon,84,80,86,83,63,76,https://wefut.com/player/20/17389/andre-onana
Alphonse Areola,82,championsleague,France,85,79,80,84,55,78,https://wefut.com/player/20/17370/alphonse-areola
Guillermo Ochoa,82,goldif,Mexico,83,76,80,87,52,84,https://wefut.com/player/20/24298/guillermo-ochoa
Guaita,82,goldif,Spain,84,84,80,84,54,80,https://wefut.com/player/20/20443/guaita
Alexander Schwolow,82,goldif,Germany,83,81,75,85,41,79,https://wefut.com/player/20/19352/alexander-schwolow
Nick Pope,82,goldif,England,82,83,79,83,52,83,https://wefut.com/player/20/18556/nick-pope
Matz Sels,82,goldif,Belgium,84,79,77,85,40,81,https://wefut.com/player/20/17618/matz-sels
Alban Lafont,82,goldif,France,83,81,74,85,50,81,https://wefut.com/player/20/16977/alban-lafont
Simon Mignolet,82,goldif,Belgium,82,77,66,84,56,80,https://wefut.com/player/20/16845/simon-mignolet
Mattia Perin,82,goldrare,Italy,82,82,71,87,57,79,https://wefut.com/player/20/18554/mattia-perin
André Onana,82,goldrare,Cameroon,84,80,86,85,53,79,https://wefut.com/player/20/17861/luigi-sepe
Gabriel,81,goldif,Brazil,83,80,74,85,41,79,https://wefut.com/player/20/17630/gabriel
Alfred Gomis,81,goldif,Senegal,82,81,75,82,47,82,https://wefut.com/player/20/17589/alfred-gomis
Aitor,81,goldif,Spain,81,80,72,84,61,81,https://wefut.com/player/20/17004/aitor
Rubén Blanco,81,goldif,Spain,83,80,79,80,59,81,https://wefut.com/player/20/16949/ruben-blanco
Gerónimo Rulli,81,goldrare,Argentina,83,77,77,86,52,75,https://wefut.com/player/20/23244/geronimo-rulli
Gerónimo Rulli,81,goldrare,Argentina,83,77,77,86,52,75,https://wefut.com/player/20/6784/geronimo-rulli
Alessio Cragno,81,goldrare,Italy,84,78,69,88,39,76,https://wefut.com/player/20/4747/alessio-cragno
Timo Horn,81,goldrare,Germany,82,80,79,84,47,78,https://wefut.com/player/20/3665/timo-horn
Jordi Masip,81,goldrare,Spain,82,82,72,84,65,77,https://wefut.com/player/20/3531/jordi-masip
Fernando Muslera,81,goldrare,Uruguay,81,75,75,83,61,81,https://wefut.com/player/20/1546/fernando-muslera
Agustín Marchesín,81,gold,Argentina,81,77,75,85,50,80,https://wefut.com/player/20/19407/agustin-marchesin
Tomáš Vaclík,81,gold,Czech Republic,82,72,74,85,36,82,https://wefut.com/player/20/4396/tomas-vaclik
Adán,81,gold,Spain,79,82,78,81,55,82,https://wefut.com/player/20/1276/adan
Fernando Muslera,81,championsleague,Uruguay,81,75,75,83,61,81,https://wefut.com/player/20/17341/fernando-muslera
Adán,81,swap2,Argentina,78,75,70,86,40,81,https://wefut.com/player/20/21173/franco-armani
Esteban Andrada,80,swap2,Argentina,80,77,80,81,45,80,https://wefut.com/player/20/21062/esteban-andrada
Mike Maignan,80,championsleague,France,78,77,78,83,47,78,https://wefut.com/player/20/17331/mike-maignan
Dominik Livaković,80,championsleague,Croatia,80,78,74,82,51,79,https://wefut.com/player/20/17318/dominik-livakovic
David Ospina,80,championsleague,Colombia,83,73,78,85,34,78,https://wefut.com/player/20/17314/david-ospina
Odisseas Vlachodimos,80,championsleague,Greece,84,73,67,86,43,76,https://wefut.com/player/20/17295/odisseas-vlachodimos
