Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Peter Schmeichel,92,legend,Denmark,92,87,88,94,52,90,https://wefut.com/player/18/13571/peter-schmeichel
Adán,92,goldblue,Spain,92,92,85,91,72,92,https://wefut.com/player/18/18957/adan
De Gea,92,goldif,Spain,92,88,88,93,60,89,https://wefut.com/player/18/17724/de-gea
Manuel Neuer,92,goldrare,Germany,91,90,95,89,58,91,https://wefut.com/player/18/1399/manuel-neuer
Gianluigi Buffon,98,premiumsbc,Italy,98,99,92,97,74,99,https://wefut.com/player/18/21361/gianluigi-buffon
De Gea,97,goldblue,Spain,96,93,94,99,72,93,https://wefut.com/player/18/18878/de-gea
De Gea,97,toty,Spain,97,92,95,98,72,92,https://wefut.com/player/18/16602/de-gea
Hugo Lloris,96,fof,France,97,95,83,97,78,91,https://wefut.com/player/18/20714/hugo-lloris
Gianluigi Buffon,96,legend,Russia,93,85,73,93,67,92,https://wefut.com/player/18/13491/lev-yashin
Edwin van der Sar,91,legend,Netherlands,85,90,81,89,40,95,https://wefut.com/player/18/182/edwin-van-der-sar
Anthony Lopes,91,goldblue,Portugal,93,91,80,93,74,88,https://wefut.com/player/18/19108/anthony-lopes
Jiří Pavlenka,91,goldblue,Czech Republic,92,89,86,92,53,90,https://wefut.com/player/18/19017/jiri-pavlenka
De Gea,91,goldrare,Spain,91,85,87,92,57,88,https://wefut.com/player/18/17697/de-gea
Keylor Navas,90,fof,Costa Rica,94,90,80,93,62,88,https://wefut.com/player/18/20574/keylor-navas
Gianluigi Buffon,90,futmas,Italy,91,90,76,86,48,91,https://wefut.com/player/18/15928/gianluigi-buffon
Peter Schmeichel,90,legend,Denmark,89,84,85,93,53,86,https://wefut.com/player/18/3632/peter-schmeichel
Samir Handanovič,90,goldif,Slovenia,92,90,72,92,59,92,https://wefut.com/player/18/17799/samir-handanovic
De Gea,90,goldrare,Spain,90,85,87,90,57,86,https://wefut.com/player/18/4176/de-gea
Steve Mandanda,89,fof,France,92,89,87,92,68,88,https://wefut.com/player/18/20729/steve-mandanda
Alphonse Areola,89,fof,France,90,88,81,92,65,86,https://wefut.com/player/18/20725/alphonse-areola
Rui Patrício,89,fof,Portugal,93,90,86,89,65,86,https://wefut.com/player/18/20579/rui-patricio
Yann Sommer,89,fof,Switzerland,89,89,90,91,58,87,https://wefut.com/player/18/20518/yann-sommer
Marc-André ter Stegen,89,promo,Germany,89,88,89,91,48,87,https://wefut.com/player/18/18053/marc-andre-ter-stegen
Hugo Lloris,89,promo,France,90,88,70,91,66,84,https://wefut.com/player/18/15824/hugo-lloris
Edwin van der Sar,89,legend,Netherlands,87,86,83,90,50,89,https://wefut.com/player/18/13839/edwin-van-der-sar
Lev Yashin,89,legend,Russia,91,86,72,92,69,89,https://wefut.com/player/18/13549/lev-yashin
Samir Handanovič,89,goldif,Slovenia,90,88,70,91,57,91,https://wefut.com/player/18/17798/samir-handanovic
Thibaut Courtois,89,goldrare,Belgium,85,91,69,88,46,86,https://wefut.com/player/18/22866/thibaut-courtois
Gianluigi Buffon,89,goldrare,Italy,89,88,74,84,49,90,https://wefut.com/player/18/21338/gianluigi-buffon
Gianluigi Buffon,89,goldrare,Italy,89,88,74,84,49,90,https://wefut.com/player/18/19/gianluigi-buffon
Guillermo Ochoa,88,fof,Mexico,89,83,90,89,58,88,https://wefut.com/player/18/20698/guillermo-ochoa
Igor Akinfeev,88,fof,Russia,89,83,90,89,58,88,https://wefut.com/player/18/20647/igor-akinfeev
Cho Hyun Woo,88,fof,Korea Republic,88,86,74,90,62,87,https://wefut.com/player/18/20596/cho-hyun-woo
Thibaut Courtois,88,worldcup,Belgium,85,91,72,88,48,86,https://wefut.com/player/18/19167/thibaut-courtois
Alisson,88,goldblue,Brazil,84,88,80,91,50,89,https://wefut.com/player/18/18804/alisson
Stéphane Ruffier,88,goldif,France,89,89,82,90,51,90,https://wefut.com/player/18/18728/stephane-ruffier
Marc-André ter Stegen,88,goldif,Germany,88,86,88,90,46,85,https://wefut.com/player/18/18052/marc-andre-ter-stegen
Samir Handanovič,88,goldrare,Slovenia,88,87,69,89,55,89,https://wefut.com/player/18/17781/samir-handanovic
Jan Oblak,88,goldrare,Slovenia,84,90,77,84,43,87,https://wefut.com/player/18/5223/jan-oblak
Hugo Lloris,88,goldrare,France,88,86,68,90,65,82,https://wefut.com/player/18/1443/hugo-lloris
Ederson,87,onestowatch,Brazil,86,85,89,91,70,85,https://wefut.com/player/18/15498/ederson
Hugo Lloris,87,worldcup,France,87,82,68,89,64,83,https://wefut.com/player/18/19182/hugo-lloris
Marc-André ter Stegen,87,worldcup,Germany,86,84,87,89,43,84,https://wefut.com/player/18/19179/marc-andre-ter-stegen
Edwin van der Sar,87,legend,Netherlands,86,83,84,88,52,86,https://wefut.com/player/18/13838/edwin-van-der-sar
Nick Pope,87,goldblue,England,87,84,81,88,55,86,https://wefut.com/player/18/18889/nick-pope
Timo Horn,87,goldif,Germany,87,86,90,91,57,87,https://wefut.com/player/18/22179/timo-horn
Andrea Consigli,87,goldif,Italy,90,90,79,90,54,89,https://wefut.com/player/18/18982/andrea-consigli
Petr Čech,87,goldif,Czech Republic,84,88,78,83,43,85,https://wefut.com/player/18/18294/petr-cech
Ederson,87,goldif,Brazil,86,85,89,91,70,85,https://wefut.com/player/18/18242/ederson
Sergio Asenjo,87,goldif,Spain,90,88,80,89,63,88,https://wefut.com/player/18/17847/sergio-asenjo
Stéphane Ruffier,87,goldif,France,87,88,80,89,49,88,https://wefut.com/player/18/17615/stephane-ruffier
Marc-André ter Stegen,87,goldrare,Germany,86,84,87,89,43,84,https://wefut.com/player/18/18041/marc-andre-ter-stegen
Samir Handanovič,87,goldrare,Slovenia,87,86,69,87,54,87,https://wefut.com/player/18/1135/samir-handanovic
Thibaut Courtois,89,goldrare,Belgium,85,91,69,88,45,88,https://wefut.com/player/18/20607/essam-el-hadary
Hannes Þór Halldórsson,86,fof,Iceland,88,81,76,87,45,85,https://wefut.com/player/18/20527/hannes-thor-halldorsson
Keylor Navas,86,eumotm,Costa Rica,89,84,73,88,55,82,https://wefut.com/player/18/18913/keylor-navas
Casillas,86,bluepurple,Spain,90,80,62,89,64,85,https://wefut.com/player/18/15542/casillas
Kasper Schmeichel,86,worldcup,Denmark,90,88,87,91,68,88,https://wefut.com/player/18/20627/kasper-schmeichel
Danijel Subašić,86,worldcup,Croatia,90,86,84,90,60,89,https://wefut.com/player/18/20623/danijel-subasic
Keylor Navas,86,worldcup,Costa Rica,90,78,72,88,54,81,https://wefut.com/player/18/19197/keylor-navas
Peter Schmeichel,86,legend,Denmark,85,81,82,89,54,81,https://wefut.com/player/18/13572/peter-schmeichel
Lukáš Hrádecký,86,motm,Finland,86,85,80,90,50,85,https://wefut.com/player/18/18756/lukas-hradecky
Alphonse Areola,86,goldif,France,89,87,80,90,64,85,https://wefut.com/player/18/22915/alphonse-areola
Rune Almenning Jarstein,86,goldif,Norway,86,87,79,90,50,91,https://wefut.com/player/18/22868/rune-almenning-jarstein
Gianluigi Donnarumma,86,goldif,Italy,93,85,78,92,54,86,https://wefut.com/player/18/18739/gianluigi-donnarumma
Adán,86,goldif,Spain,89,89,80,88,67,88,https://wefut.com/player/18/18667/adan
Andrea Consigli,86,goldif,Italy,88,88,77,89,53,87,https://wefut.com/player/18/18656/andrea-consigli
Kasper Schmeichel,86,goldif,Denmark,89,87,86,89,66,86,https://wefut.com/player/18/18621/kasper-schmeichel
Steve Mandanda,86,goldif,France,89,85,83,89,60,83,https://wefut.com/player/18/18305/steve-mandanda
Ederson,86,goldif,Brazil,84,82,87,90,67,82,https://wefut.com/player/18/17703/ederson
Roman Bürki,86,goldif,Switzerland,87,86,76,88,50,83,https://wefut.com/player/18/17626/roman-burki
Timo Horn,86,goldif,Germany,85,84,87,89,51,85,https://wefut.com/player/18/16835/timo-horn
Sergio Asenjo,86,goldif,Spain,89,87,78,88,60,86,https://wefut.com/player/18/16604/sergio-asenjo
Stéphane Ruffier,86,goldif,France,85,86,78,88,48,86,https://wefut.com/player/18/15458/stephane-ruffier
Petr Čech,86,goldrare,Czech Republic,82,87,76,81,40,83,https://wefut.com/player/18/146/petr-cech
Igor Akinfeev,85,worldcup,Russia,89,80,89,91,59,90,https://wefut.com/player/18/20625/igor-akinfeev
Rui Patrício,85,worldcup,Portugal,85,82,83,83,55,79,https://wefut.com/player/18/19207/rui-patricio
Matz Sels,85,goldblue,Belgium,87,81,80,87,56,84,https://wefut.com/player/18/18842/matz-sels
Benjamin Lecomte,85,goldif,France,88,85,89,88,57,87,https://wefut.com/player/18/17591/benjamin-lecomte
Kasper Schmeichel,85,goldif,Denmark,87,85,85,88,64,84,https://wefut.com/player/18/16615/kasper-schmeichel
Mattia Perin,85,goldif,Italy,84,88,75,91,60,82,https://wefut.com/player/18/15964/mattia-perin
Anthony Lopes,85,goldif,Portugal,88,85,74,87,66,83,https://wefut.com/player/18/15887/anthony-lopes
Rui Patrício,85,goldif,Portugal,88,84,82,85,60,82,https://wefut.com/player/18/15518/rui-patricio
Bernd Leno,85,goldrare,Germany,85,84,74,83,46,85,https://wefut.com/player/18/21335/bernd-leno
Keylor Navas,85,goldrare,Costa Rica,87,82,72,85,54,80,https://wefut.com/player/18/4168/keylor-navas
Danijel Subašić,85,goldrare,Croatia,84,79,79,87,51,85,https://wefut.com/player/18/4085/danijel-subasic
Bernd Leno,85,goldrare,Germany,85,84,74,83,46,85,https://wefut.com/player/18/4077/bernd-leno
Marc-André ter Stegen,85,goldrare,Germany,84,83,87,86,38,81,https://wefut.com/player/18/4049/marc-andre-ter-stegen
Stéphane Ruffier,85,goldrare,France,82,84,77,87,45,85,https://wefut.com/player/18/1419/stephane-ruffier
Joe Hart,84,futmas,England,86,82,77,86,63,84,https://wefut.com/player/18/15715/joe-hart
Beiranvand,84,worldcup,Iran,90,85,83,88,34,85,https://wefut.com/player/18/20589/beiranvand
Alisson,84,worldcup,Brazil,80,82,75,87,40,83,https://wefut.com/player/18/19256/alisson
Steve Mandanda,84,worldcup,France,87,81,74,86,49,79,https://wefut.com/player/18/19245/steve-mandanda
Bernd Leno,84,worldcup,Germany,84,82,72,83,48,84,https://wefut.com/player/18/19238/bernd-leno
Ralf Fährmann,84,pink,Germany,83,86,52,87,38,85,https://wefut.com/player/18/22203/ralf-fahrmann
Gianluigi Donnarumma,84,motm,Italy,91,81,75,91,52,82,https://wefut.com/player/18/17978/gianluigi-donnarumma
Jonathan Orozco,84,goldif,Mexico,86,83,88,84,69,85,https://wefut.com/player/18/22229/jonathan-orozco
Tiago Volpi,84,goldif,Brazil,90,78,72,89,69,86,https://wefut.com/player/18/21370/tiago-volpi
Alphonse Areola,84,goldif,France,87,85,77,88,60,83,https://wefut.com/player/18/19051/alphonse-areola
Joe Hart,84,goldif,England,86,82,77,86,63,84,https://wefut.com/player/18/18688/joe-hart
Fernando Muslera,84,goldif,Uruguay,84,79,78,88,64,86,https://wefut.com/player/18/18591/fernando-muslera
Rune Almenning Jarstein,84,goldif,Norway,83,84,75,87,46,89,https://wefut.com/player/18/17858/rune-almenning-jarstein
Emiliano Viviano,84,goldif,Italy,83,87,81,86,35,83,https://wefut.com/player/18/16864/emiliano-viviano
Andrea Consigli,84,goldif,Italy,85,86,75,87,51,85,https://wefut.com/player/18/15930/andrea-consigli
Salvatore Sirigu,84,goldif,Italy,87,85,80,86,60,85,https://wefut.com/player/18/15775/salvatore-sirigu
Lukáš Hrádecký,84,goldif,Finland,84,82,77,88,47,83,https://wefut.com/player/18/15668/lukas-hradecky
Steve Mandanda,84,goldif,France,88,83,80,87,57,80,https://wefut.com/player/18/15653/steve-mandanda
Adán,84,goldif,Spain,85,87,77,86,61,85,https://wefut.com/player/18/15471/adan
Mattia Perin,84,goldrare,Italy,81,86,71,91,58,79,https://wefut.com/player/18/21331/mattia-perin
Anthony Lopes,84,goldrare,Portugal,86,81,73,87,63,80,https://wefut.com/player/18/17838/anthony-lopes
Mattia Perin,84,goldrare,Italy,81,86,71,91,58,79,https://wefut.com/player/18/17773/mattia-perin
Ederson,84,goldrare,Brazil,81,78,84,87,64,79,https://wefut.com/player/18/17684/ederson
Timo Horn,84,goldrare,Germany,83,81,83,86,45,82,https://wefut.com/player/18/5211/timo-horn
Roman Bürki,84,goldrare,Switzerland,84,82,73,85,44,80,https://wefut.com/player/18/3394/roman-burki
Ralf Fährmann,84,goldrare,Germany,83,86,52,87,38,85,https://wefut.com/player/18/2298/ralf-fahrmann
Sergio Asenjo,84,goldrare,Spain,86,83,76,85,59,82,https://wefut.com/player/18/2247/sergio-asenjo
Ederson,83,worldcup,Brazil,82,78,84,85,64,78,https://wefut.com/player/18/19293/ederson
José Reina,83,worldcup,Spain,80,83,82,82,55,82,https://wefut.com/player/18/19288/jose-reina
Sergio Asenjo,83,worldcup,Spain,84,82,76,85,57,82,https://wefut.com/player/18/19282/sergio-asenjo
Danijel Subašić,83,worldcup,Croatia,83,78,78,84,52,82,https://wefut.com/player/18/19268/danijel-subasic
Kasper Schmeichel,83,worldcup,Denmark,83,81,82,87,60,80,https://wefut.com/player/18/19266/kasper-schmeichel
Wojciech Szczęsny,83,worldcup,Poland,85,80,74,87,49,80,https://wefut.com/player/18/19265/wojciech-szczesny
Yann Sommer,83,worldcup,Switzerland,81,82,83,83,50,80,https://wefut.com/player/18/19261/yann-sommer
Thomas Strakosha,83,goldif,Albania,87,85,85,87,58,83,https://wefut.com/player/18/18928/thomas-strakosha
Neto,83,goldif,Brazil,88,85,79,86,56,80,https://wefut.com/player/18/15751/neto
Benjamin Lecomte,83,goldif,France,87,82,86,86,52,85,https://wefut.com/player/18/15583/benjamin-lecomte
Sergio Rico,84,goldif,Spain,84,83,82,87,55,85,https://wefut.com/player/18/17602/sergio-rico
Rui Patrício,83,goldrare,Portugal,85,81,80,82,53,79,https://wefut.com/player/18/21326/rui-patricio
Lukáš Hrádecký,83,goldrare,Finland,83,79,73,87,40,81,https://wefut.com/player/18/21324/lukas-hradecky
Oliver Baumann,83,goldrare,Germany,82,82,70,85,49,82,https://wefut.com/player/18/17957/oliver-baumann
Rune Almenning Jarstein,83,goldrare,Norway,80,83,72,86,43,88,https://wefut.com/player/18/17953/rune-almenning-jarstein
Lukáš Hrádecký,83,goldrare,Finland,83,79,73,87,40,81,https://wefut.com/player/18/17952/lukas-hradecky
Andrea Consigli,83,goldrare,Italy,83,85,73,84,42,82,https://wefut.com/player/18/17770/andrea-consigli
Gerónimo Rulli,83,goldrare,Argentina,85,79,75,86,54,82,https://wefut.com/player/18/14792/geronimo-rulli
Ederson,83,goldrare,Brazil,81,76,82,87,64,78,https://wefut.com/player/18/7354/ederson
Anthony Lopes,83,goldrare,Portugal,86,81,71,85,60,79,https://wefut.com/player/18/5019/anthony-lopes
Mattia Perin,83,goldrare,Italy,80,85,71,90,57,78,https://wefut.com/player/18/4685/mattia-perin
Rui Patrício,83,goldrare,Portugal,85,81,80,82,53,79,https://wefut.com/player/18/2145/rui-patricio
Yann Sommer,83,goldrare,Switzerland,81,82,83,83,48,80,https://wefut.com/player/18/2106/yann-sommer
Kasper Schmeichel,83,goldrare,Denmark,83,82,82,86,62,80,https://wefut.com/player/18/1203/kasper-schmeichel
Diego López,83,goldrare,Spain,77,84,76,80,34,83,https://wefut.com/player/18/671/diego-lopez
José Reina,83,goldrare,Spain,80,83,82,82,50,82,https://wefut.com/player/18/104/jose-reina
Casillas,83,goldrare,Spain,86,74,58,85,59,80,https://wefut.com/player/18/40/casillas
Jordan Pickford,82,worldcup,England,85,82,90,88,52,83,https://wefut.com/player/18/20682/jordan-pickford
Arrizabalaga,82,worldcup,Spain,83,81,78,84,34,78,https://wefut.com/player/18/19342/arrizabalaga
Sergio Rico,82,worldcup,Spain,79,80,78,83,51,82,https://wefut.com/player/18/19337/sergio-rico
Kevin Trapp,82,worldcup,Germany,81,77,79,85,48,83,https://wefut.com/player/18/19321/kevin-trapp
Diego Alves,82,worldcup,Brazil,86,75,76,85,55,76,https://wefut.com/player/18/19319/diego-alves
Łukasz Fabiański,82,worldcup,Poland,78,85,73,85,49,79,https://wefut.com/player/18/19316/lukasz-fabianski
Roman Bürki,82,worldcup,Switzerland,84,79,72,85,47,77,https://wefut.com/player/18/19314/roman-burki
Łukasz Fabiański,83,goldif,Poland,83,88,75,84,46,77,https://wefut.com/player/18/19310/sergio-romero
Fernando Muslera,82,worldcup,Uruguay,83,75,75,83,61,81,https://wefut.com/player/18/19303/fernando-muslera
Anthony Lopes,82,worldcup,Portugal,85,78,73,85,62,78,https://wefut.com/player/18/19299/anthony-lopes
Gianluigi Donnarumma,82,pink,Italy,88,78,72,88,46,78,https://wefut.com/player/18/22204/gianluigi-donnarumma
Asmir Begović,82,pink,Bosnia Herzegovina,81,81,73,82,52,79,https://wefut.com/player/18/22202/asmir-begovic
Tomáš Vaclík,82,goldif,Czech Republic,82,80,78,84,38,81,https://wefut.com/player/18/22878/tomas-vaclik
Jiří Pavlenka,82,goldif,Czech Republic,85,78,73,86,37,83,https://wefut.com/player/18/18855/jiri-pavlenka
Alphonse Areola,82,goldif,France,85,82,75,86,57,78,https://wefut.com/player/18/18767/alphonse-areola
René Adler,82,goldif,Germany,83,82,74,85,48,84,https://wefut.com/player/18/18699/rene-adler
Tiago Volpi,82,goldif,Brazil,87,75,68,86,65,83,https://wefut.com/player/18/18253/tiago-volpi
Jeroen Zoet,82,goldif,Netherlands,85,81,82,86,58,84,https://wefut.com/player/18/16846/jeroen-zoet
Stefano Sorrentino,82,goldif,Italy,83,83,71,84,45,85,https://wefut.com/player/18/15858/stefano-sorrentino
Ron-Robert Zieler,82,goldif,Germany,83,84,75,85,53,81,https://wefut.com/player/18/15762/ron-robert-zieler
Salvatore Sirigu,82,goldif,Italy,84,81,77,84,55,82,https://wefut.com/player/18/15679/salvatore-sirigu
Joe Hart,82,goldrare,England,83,78,75,83,59,81,https://wefut.com/player/18/22860/joe-hart
Joe Hart,82,goldrare,England,83,78,75,83,59,81,https://wefut.com/player/18/21322/joe-hart
Emiliano Viviano,82,goldrare,Italy,81,84,79,83,30,78,https://wefut.com/player/18/21321/emiliano-viviano
Orestis Karnezis,82,goldrare,Greece,80,83,70,84,44,80,https://wefut.com/player/18/21318/orestis-karnezis
Gianluigi Donnarumma,82,goldrare,Italy,88,78,72,88,46,78,https://wefut.com/player/18/11032/gianluigi-donnarumma
Oliver Baumann,82,goldrare,Germany,82,82,64,84,47,81,https://wefut.com/player/18/4331/oliver-baumann
Kevin Trapp,82,goldrare,Germany,80,78,79,84,45,84,https://wefut.com/player/18/3360/kevin-trapp
Wojciech Szczęsny,82,goldrare,Poland,83,77,74,87,51,78,https://wefut.com/player/18/2955/wojciech-szczesny
Orestis Karnezis,82,goldrare,Greece,80,83,70,84,44,80,https://wefut.com/player/18/2610/orestis-karnezis
Fernando Muslera,82,goldrare,Uruguay,81,75,75,85,60,83,https://wefut.com/player/18/2486/fernando-muslera
Claudio Bravo,82,goldrare,Chile,80,80,87,81,58,77,https://wefut.com/player/18/1871/claudio-bravo
Sergio Romero,82,worldcup,Argentina,81,81,73,82,52,79,https://wefut.com/player/18/1759/asmir-begovic
Emiliano Viviano,82,goldrare,Italy,81,84,79,83,30,78,https://wefut.com/player/18/1453/emiliano-viviano
Steve Mandanda,82,goldrare,France,86,78,77,85,53,77,https://wefut.com/player/18/1214/steve-mandanda
Andrea Consigli,82,goldrare,Italy,82,83,72,84,48,81,https://wefut.com/player/18/1192/andrea-consigli
Benoît Costil,82,goldrare,France,82,80,78,84,49,82,https://wefut.com/player/18/985/benoit-costil
Joe Hart,82,goldrare,England,83,78,75,83,59,81,https://wefut.com/player/18/759/joe-hart
Rune Almenning Jarstein,82,goldrare,Norway,78,81,72,85,40,87,https://wefut.com/player/18/256/rune-almenning-jarstein
Beiranvand,81,worldcup,Iran,84,80,77,83,30,80,https://wefut.com/player/18/20500/beiranvand
Jack Butland,81,worldcup,England,82,80,72,85,53,80,https://wefut.com/player/18/19394/jack-butland
Dean Henderson,81,goldblue,England,83,80,72,83,60,80,https://wefut.com/player/18/18827/dean-henderson
Jaume,81,motm,Spain,84,83,80,87,68,81,https://wefut.com/player/18/16863/jaume
Jonathan Orozco,81,purple,Mexico,82,80,86,79,65,81,https://wefut.com/player/18/19062/jonathan-orozco
Camilo Vargas,81,goldif,Colombia,82,80,68,83,47,75,https://wefut.com/player/18/22926/camilo-vargas
Alex McCarthy,81,goldif,England,82,78,70,83,62,78,https://wefut.com/player/18/22890/alex-mccarthy
Mike Maignan,81,goldif,France,77,76,80,81,48,79,https://wefut.com/player/18/22240/mike-maignan
Jonas Lössl,81,goldif,Denmark,80,82,71,82,35,77,https://wefut.com/player/18/18993/jonas-lossl
Marcos Díaz,81,goldif,Argentina,82,81,70,84,45,87,https://wefut.com/player/18/18778/marcos-diaz
Alexandr Belenov,81,goldif,Russia,83,76,77,87,58,86,https://wefut.com/player/18/18602/alexandr-belenov
Alban Lafont,81,goldif,France,85,83,77,86,52,83,https://wefut.com/player/18/17543/alban-lafont
Matheus,81,goldif,Brazil,84,76,80,86,54,83,https://wefut.com/player/18/16272/matheus
Iván Cuéllar,81,goldif,Spain,82,84,86,85,62,81,https://wefut.com/player/18/16261/ivan-cuellar
Herrerín,81,goldif,Spain,83,91,74,81,49,83,https://wefut.com/player/18/15941/herrerin
Sven Ulreich,81,goldif,Germany,86,80,58,83,48,80,https://wefut.com/player/18/15898/sven-ulreich
Beto,81,goldif,Portugal,85,77,85,80,52,84,https://wefut.com/player/18/15812/beto
Volkan Demirel,81,goldif,Turkey,86,83,82,81,53,83,https://wefut.com/player/18/15786/volkan-demirel
Asmir Begović,82,goldrare,Bosnia Herzegovina,81,81,70,87,44,83,https://wefut.com/player/18/15720/artur-boruc
Sergio Rico,81,goldrare,Spain,80,79,78,83,50,81,https://wefut.com/player/18/22848/sergio-rico
Adán,81,goldrare,Spain,80,83,72,82,55,81,https://wefut.com/player/18/21312/adan
Moyá,81,goldrare,Spain,85,78,82,79,46,81,https://wefut.com/player/18/18549/moya
Sergio Rico,81,goldrare,Spain,80,79,78,83,50,81,https://wefut.com/player/18/6682/sergio-rico
Jack Butland,81,goldrare,England,81,83,72,85,38,78,https://wefut.com/player/18/5834/jack-butland
Jasper Cillessen,81,goldrare,Netherlands,79,83,74,77,54,81,https://wefut.com/player/18/5155/jasper-cillessen
Lukáš Hrádecký,81,goldrare,Finland,79,77,73,85,38,79,https://wefut.com/player/18/3822/lukas-hradecky
Adán,81,goldrare,Spain,80,83,72,82,55,81,https://wefut.com/player/18/2157/adan
Simon Mignolet,81,goldrare,Belgium,80,76,65,84,55,78,https://wefut.com/player/18/1817/simon-mignolet
Vincent Enyeama,81,goldrare,Nigeria,76,80,74,88,50,77,https://wefut.com/player/18/526/vincent-enyeama
Moyá,81,goldrare,Spain,85,78,82,79,46,81,https://wefut.com/player/18/285/moya
Arrizabalaga,81,gold,Spain,82,81,75,84,34,78,https://wefut.com/player/18/18028/arrizabalaga
Pau López,81,gold,Spain,80,81,78,80,48,82,https://wefut.com/player/18/18024/pau-lopez
Hannes Þór Halldórsson,80,worldcup,Iceland,80,81,75,81,38,82,https://wefut.com/player/18/20504/hannes-thor-halldorsson
Igor Akinfeev,80,worldcup,Russia,78,72,80,83,51,82,https://wefut.com/player/18/19457/igor-akinfeev
Benoît Costil,80,worldcup,France,80,79,78,82,51,79,https://wefut.com/player/18/19444/benoit-costil
Alphonse Areola,80,worldcup,France,82,78,70,84,53,75,https://wefut.com/player/18/19426/alphonse-areola
Gerónimo Rulli,80,worldcup,Argentina,82,77,71,82,52,80,https://wefut.com/player/18/19417/geronimo-rulli
Simon Mignolet,80,worldcup,Belgium,80,74,65,84,54,78,https://wefut.com/player/18/19399/simon-mignolet
Wayne Hennessey,80,goldif,Wales,81,82,85,80,46,84,https://wefut.com/player/18/22206/wayne-hennessey
Robin Olsen,80,goldif,Sweden,78,84,80,85,43,83,https://wefut.com/player/18/15731/robin-olsen
Thomas Strakosha,80,goldif,Albania,82,80,82,84,54,80,https://wefut.com/player/18/15590/thomas-strakosha
Mamadou Samassa,80,goldif,Mali,86,81,76,86,62,80,https://wefut.com/player/18/15482/mamadou-samassa
Salvatore Sirigu,80,goldrare,Italy,81,76,73,81,50,79,https://wefut.com/player/18/17764/salvatore-sirigu
Neto,80,goldrare,Brazil,84,80,74,83,53,74,https://wefut.com/player/18/4444/neto
Kiko Casilla,80,goldrare,Spain,75,83,80,77,32,82,https://wefut.com/player/18/2099/kiko-casilla
Tom Heaton,80,goldrare,England,80,79,76,83,56,79,https://wefut.com/player/18/1174/tom-heaton
Carlos Idriss Kameni,80,goldrare,Cameroon,84,82,74,80,44,76,https://wefut.com/player/18/295/carlos-idriss-kameni
Alisson,80,gold,Brazil,75,76,70,86,44,78,https://wefut.com/player/18/22166/alisson
Łukasz Fabiański,80,gold,Poland,77,84,70,84,50,78,https://wefut.com/player/18/21309/lukasz-fabianski
Ben Foster,80,gold,England,79,79,73,84,50,77,https://wefut.com/player/18/21304/ben-foster
Antonio Mirante,80,gold,Italy,82,80,64,82,44,78,https://wefut.com/player/18/21299/antonio-mirante
Federico Marchetti,80,gold,Italy,80,78,66,84,55,78,https://wefut.com/player/18/21295/federico-marchetti
Alisson,80,gold,Brazil,75,76,70,86,44,78,https://wefut.com/player/18/8045/alisson
Sergio Romero,80,gold,Argentina,78,76,81,82,47,78,https://wefut.com/player/18/1814/sergio-romero
