Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Anthony Lopes,82,goldrare,Portugal,84,78,70,86,63,80,https://wefut.com/player/22/445/anthony-lopes
Neto,82,goldrare,Brazil,83,79,78,81,54,79,https://wefut.com/player/22/441/neto
Gerónimo Rulli,83,goldif,Argentina,84,83,81,85,55,80,https://wefut.com/player/22/435/alphonse-areola
Kevin Trapp,82,goldrare,Germany,82,78,79,84,48,82,https://wefut.com/player/22/430/kevin-trapp
Rui Patrício,82,goldrare,Portugal,82,80,77,83,55,80,https://wefut.com/player/22/425/rui-patricio
Salvatore Sirigu,82,goldrare,Italy,82,77,76,80,46,84,https://wefut.com/player/22/422/salvatore-sirigu
Łukasz Fabiański,82,goldrare,Poland,82,82,71,82,49,83,https://wefut.com/player/22/421/lukasz-fabianski
Pierluigi Gollini,82,gold,Italy,82,81,76,82,47,83,https://wefut.com/player/22/22476/pierluigi-gollini
Pierluigi Gollini,82,gold,Italy,82,81,76,82,47,83,https://wefut.com/player/22/461/pierluigi-gollini
Yassine Bounou,82,gold,Morocco,82,79,76,84,36,81,https://wefut.com/player/22/456/yassine-bounou
Oliver Baumann,82,gold,Germany,81,80,79,82,49,79,https://wefut.com/player/22/440/oliver-baumann
Allan McGregor,81,elmotm,Scotland,82,81,74,84,40,83,https://wefut.com/player/22/20567/allan-mcgregor
Alexander Nübel,81,goldif,Germany,83,71,78,91,54,84,https://wefut.com/player/22/21827/alexander-nubel
Jonas Omlin,81,goldif,Switzerland,82,80,78,83,54,80,https://wefut.com/player/22/20590/jonas-omlin
Marco Bizot,81,goldif,Netherlands,84,79,73,82,50,80,https://wefut.com/player/22/18335/marco-bizot
Fraser Forster,81,goldif,England,81,78,70,85,36,80,https://wefut.com/player/22/18220/fraser-forster
Jeremías Conan Ledesma,81,goldif,Argentina,83,82,71,84,50,79,https://wefut.com/player/22/18063/jeremias-conan-ledesma
Camilo Vargas,81,goldif,Colombia,81,77,73,82,48,80,https://wefut.com/player/22/17849/camilo-vargas
Diego López,81,goldif,Spain,78,81,76,80,48,83,https://wefut.com/player/22/17800/diego-lopez
Mathew Ryan,81,goldif,Australia,82,80,86,83,57,81,https://wefut.com/player/22/17710/mathew-ryan
Ciprian Tătărușanu,81,goldif,Romania,82,80,78,82,49,83,https://wefut.com/player/22/17641/ciprian-tatarusanu
Alfred Gomis,81,goldif,Senegal,81,82,75,82,47,81,https://wefut.com/player/22/17546/alfred-gomis
Rodolfo Cota,81,goldif,Mexico,81,76,73,84,63,84,https://wefut.com/player/22/17504/rodolfo-cota
Andre Blake,81,goldif,Jamaica,83,74,74,85,50,84,https://wefut.com/player/22/17395/andre-blake
Timo Horn,81,goldif,Germany,83,82,65,83,52,77,https://wefut.com/player/22/607/timo-horn
Aitor,81,goldrare,Spain,82,78,67,83,56,81,https://wefut.com/player/22/22493/aitor
Alessio Cragno,81,goldrare,Italy,83,80,73,85,39,78,https://wefut.com/player/22/22488/alessio-cragno
Alphonse Areola,82,goldrare,France,85,74,80,82,42,84,https://wefut.com/player/22/586/alex-remiro
Odisseas Vlachodimos,81,goldrare,Greece,84,78,67,84,43,78,https://wefut.com/player/22/567/odisseas-vlachodimos
Rui Silva,81,goldrare,Portugal,82,76,75,84,31,83,https://wefut.com/player/22/562/rui-silva
Alessio Cragno,81,goldrare,Italy,83,80,73,85,39,78,https://wefut.com/player/22/552/alessio-cragno
Tomáš Vaclík,81,goldrare,Czech Republic,83,77,74,84,40,80,https://wefut.com/player/22/546/tomas-vaclik
Aitor,81,goldrare,Spain,82,78,67,83,56,81,https://wefut.com/player/22/527/aitor
Fernando Muslera,81,goldrare,Uruguay,84,78,73,81,61,82,https://wefut.com/player/22/520/fernando-muslera
Steve Mandanda,81,gold,France,80,80,78,81,49,81,https://wefut.com/player/22/22490/steve-mandanda
David Soria,81,gold,Spain,81,80,72,82,43,80,https://wefut.com/player/22/579/david-soria
Martin Dúbravka,81,gold,Slovakia,79,78,80,82,46,79,https://wefut.com/player/22/575/martin-dubravka
Juan Musso,81,gold,Argentina,82,78,73,86,44,82,https://wefut.com/player/22/569/juan-musso
Agustín Marchesín,81,gold,Argentina,82,77,76,83,54,80,https://wefut.com/player/22/542/agustin-marchesin
Jasper Cillessen,81,gold,Netherlands,81,80,79,80,54,81,https://wefut.com/player/22/536/jasper-cillessen
Adán,81,gold,Spain,78,81,78,80,55,83,https://wefut.com/player/22/517/adan
Steve Mandanda,81,gold,France,80,80,78,81,49,81,https://wefut.com/player/22/511/steve-mandanda
Andrea Consigli,81,gold,Italy,81,82,72,83,42,80,https://wefut.com/player/22/510/andrea-consigli
Franco Armani,80,swap2,Argentina,78,76,67,85,43,79,https://wefut.com/player/22/675/franco-armani
Aaron Ramsdale,80,goldif,England,81,80,73,82,52,80,https://wefut.com/player/22/17588/aaron-ramsdale
Sergio Romero,80,goldrare,Argentina,78,75,79,83,46,78,https://wefut.com/player/22/20468/sergio-romero
Pau López,80,goldrare,Spain,80,79,72,82,48,80,https://wefut.com/player/22/685/pau-lopez
Thomas Strakosha,80,goldrare,Albania,82,77,74,84,43,77,https://wefut.com/player/22/671/thomas-strakosha
Mattia Perin,80,goldrare,Italy,80,80,71,82,57,79,https://wefut.com/player/22/639/mattia-perin
Guaita,80,goldrare,Spain,81,79,77,82,51,77,https://wefut.com/player/22/634/guaita
Roman Bürki,80,goldrare,Switzerland,81,79,60,86,46,77,https://wefut.com/player/22/632/roman-burki
Simon Mignolet,80,goldrare,Belgium,80,75,76,82,51,84,https://wefut.com/player/22/620/simon-mignolet
Álex Remiro,81,goldrare,Spain,84,74,80,82,42,84,https://wefut.com/player/22/586/alex-remiro
Odisseas Vlachodimos,81,gold,Argentina,80,79,72,83,48,80,https://wefut.com/player/22/22507/walter-benitez
Dean Henderson,80,gold,England,80,79,78,83,50,76,https://wefut.com/player/22/22499/dean-henderson
Jiří Pavlenka,80,gold,Czech Republic,82,75,60,85,36,71,https://wefut.com/player/22/714/jiri-pavlenka
Dean Henderson,80,gold,England,80,79,78,83,50,76,https://wefut.com/player/22/712/dean-henderson
Marko Dmitrović,80,gold,Serbia,77,79,78,81,37,80,https://wefut.com/player/22/699/marko-dmitrovic
Gerónimo Rulli,80,gold,Argentina,80,79,78,80,54,79,https://wefut.com/player/22/677/geronimo-rulli
Walter Benítez,80,gold,Argentina,80,79,72,83,48,80,https://wefut.com/player/22/676/walter-benitez
Pacheco,80,gold,Spain,79,77,70,82,46,81,https://wefut.com/player/22/668/pacheco
Esteban Andrada,80,gold,Argentina,76,79,82,83,44,81,https://wefut.com/player/22/662/esteban-andrada
Igor Akinfeev,80,gold,Russia,77,72,78,84,51,82,https://wefut.com/player/22/614/igor-akinfeev
Guillermo Ochoa,80,gold,Mexico,79,75,72,83,48,80,https://wefut.com/player/22/613/guillermo-ochoa
Gabriel Arias,79,swap2,Chile,79,73,73,83,41,80,https://wefut.com/player/22/825/gabriel-arias
Emiliano Viviano,79,goldif,Italy,77,80,76,80,42,81,https://wefut.com/player/22/18175/emiliano-viviano
Sean Johnson,79,goldif,United States,80,73,76,82,48,76,https://wefut.com/player/22/17919/sean-johnson
David Ospina,79,goldrare,Colombia,82,72,77,84,34,77,https://wefut.com/player/22/22512/david-ospina
David Ospina,79,goldrare,Colombia,82,72,77,84,34,77,https://wefut.com/player/22/734/david-ospina
Benjamin Lecomte,79,gold,France,79,77,77,80,42,79,https://wefut.com/player/22/22515/benjamin-lecomte
Ondřej Kolář,79,gold,Czech Republic,78,80,85,79,57,78,https://wefut.com/player/22/868/ondrej-kolar
Gregor Kobel,79,gold,Switzerland,80,78,77,83,26,74,https://wefut.com/player/22/851/gregor-kobel
Uğurcan Çakır,79,gold,Turkey,80,74,71,82,54,80,https://wefut.com/player/22/836/ugurcan-cakir
Alex Meret,79,gold,Italy,80,74,70,82,44,78,https://wefut.com/player/22/831/alex-meret
José Sá,79,gold,Portugal,80,77,62,83,44,76,https://wefut.com/player/22/808/jose-sa
Matheus,79,gold,Brazil,82,75,73,83,45,77,https://wefut.com/player/22/792/matheus
Kepa,79,gold,Spain,78,77,85,81,34,76,https://wefut.com/player/22/790/kepa
Benjamin Lecomte,79,gold,France,79,77,77,80,42,79,https://wefut.com/player/22/770/benjamin-lecomte
Rafał Gikiewicz,79,gold,Poland,80,74,64,82,28,77,https://wefut.com/player/22/761/rafal-gikiewicz
Marco Silvestri,79,gold,Italy,82,77,63,82,59,80,https://wefut.com/player/22/748/marco-silvestri
Nahuel Guzmán,79,gold,Argentina,78,77,71,79,51,81,https://wefut.com/player/22/735/nahuel-guzman
Benoît Costil,79,gold,France,78,77,77,80,49,78,https://wefut.com/player/22/729/benoit-costil
Sebastián Sosa,78,swap,Uruguay,77,70,71,80,50,81,https://wefut.com/player/22/943/sebastian-sosa
Davy Roef,78,motm,Belgium,82,78,71,80,58,77,https://wefut.com/player/22/20857/davy-roef
Vladimir Stojković,78,motm,Serbia,75,76,75,78,62,80,https://wefut.com/player/22/20803/vladimir-stojkovic
Vito Mannone,78,motm,Italy,77,76,74,79,63,78,https://wefut.com/player/22/19458/vito-mannone
Adam Davies,78,goldif,Wales,78,76,74,78,47,77,https://wefut.com/player/22/17856/adam-davies
Antonio Mirante,78,goldrare,Italy,73,75,68,76,44,77,https://wefut.com/player/22/20471/antonio-mirante
Helton Leite,78,goldrare,Brazil,77,73,70,81,53,76,https://wefut.com/player/22/967/helton-leite
Stefan Ortega,78,goldrare,Germany,73,72,86,85,52,74,https://wefut.com/player/22/932/stefan-ortega
Marwin Hitz,78,gold,Switzerland,81,74,79,79,43,77,https://wefut.com/player/22/22527/marwin-hitz
Pepe Reina,78,gold,Spain,77,78,79,77,45,79,https://wefut.com/player/22/22526/pepe-reina
Stanislav Kritsyuk,78,gold,Russia,78,79,73,78,48,76,https://wefut.com/player/22/17195/stanislav-kritsyuk
Predrag Rajković,78,gold,Serbia,77,76,74,81,25,79,https://wefut.com/player/22/1038/predrag-rajkovic
Alban Lafont,78,gold,France,80,76,69,82,47,74,https://wefut.com/player/22/1015/alban-lafont
Andrey Lunev,78,gold,Russia,79,73,65,82,56,77,https://wefut.com/player/22/1011/andrey-lunev
Emil Audero,78,gold,Italy,80,73,73,82,53,76,https://wefut.com/player/22/1009/emil-audero
Sergio Herrera,78,gold,Spain,80,77,74,78,47,75,https://wefut.com/player/22/992/sergio-herrera
Marwin Hitz,78,gold,Switzerland,81,74,79,79,43,77,https://wefut.com/player/22/913/marwin-hitz
Alexandre Oukidja,78,gold,Algeria,79,73,69,83,47,78,https://wefut.com/player/22/891/alexandre-oukidja
Claudio Bravo,78,gold,Chile,77,78,84,78,56,78,https://wefut.com/player/22/888/claudio-bravo
Alfredo Talavera,78,gold,Mexico,80,80,70,77,58,75,https://wefut.com/player/22/879/alfredo-talavera
Pepe Reina,78,gold,Spain,77,78,79,77,45,79,https://wefut.com/player/22/876/pepe-reina
Agustín Rossi,77,swap2,Argentina,76,74,73,77,41,79,https://wefut.com/player/22/1222/agustin-rossi
Diego López,77,gold,Spain,73,76,71,75,44,79,https://wefut.com/player/22/22560/diego-lopez
Alexander Schwolow,77,gold,Germany,76,75,66,80,37,76,https://wefut.com/player/22/22546/alexander-schwolow
Iván Cuéllar,77,gold,Spain,75,76,73,77,51,74,https://wefut.com/player/22/20474/ivan-cuellar
Luigi Sepe,77,gold,Italy,79,75,71,80,48,75,https://wefut.com/player/22/19617/luigi-sepe
Sergio Rico,77,gold,Spain,77,74,77,80,47,74,https://wefut.com/player/22/19616/sergio-rico
Paul Bernardoni,77,gold,France,78,74,73,82,29,77,https://wefut.com/player/22/18375/paul-bernardoni
Altay Bayındır,77,gold,Turkey,79,73,71,81,21,77,https://wefut.com/player/22/1301/altay-bayindir
Illan Meslier,77,gold,France,79,76,73,81,36,73,https://wefut.com/player/22/1297/illan-meslier
Florian Müller,77,gold,Germany,76,74,72,81,43,73,https://wefut.com/player/22/1262/florian-muller
Zack Steffen,77,gold,United States,78,73,74,83,53,72,https://wefut.com/player/22/1261/zack-steffen
