Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Jan Oblak,92,goldif,Slovenia,90,94,81,91,46,92,https://wefut.com/player/19/19715/jan-oblak
Jens Lehmann,91,legend,Germany,90,93,87,90,60,92,https://wefut.com/player/19/19115/jens-lehmann
Hugo Lloris,91,carniball,France,92,87,72,94,68,87,https://wefut.com/player/19/19246/hugo-lloris
Hugo Lloris,91,promo,France,91,88,72,96,69,88,https://wefut.com/player/19/19645/hugo-lloris
Nahuel Guzmán,91,goldblue,Argentina,91,90,82,91,65,93,https://wefut.com/player/19/20334/nahuel-guzman
Casillas,91,flashback,Spain,91,88,69,90,67,90,https://wefut.com/player/19/17102/casillas
De Gea,97,championsleague,Slovenia,87,93,79,90,44,89,https://wefut.com/player/19/16417/jan-oblak
Thibaut Courtois,91,championsleague,Belgium,88,92,75,89,47,88,https://wefut.com/player/19/16416/thibaut-courtois
Manuel Neuer,91,championsleague,Germany,92,89,92,89,55,89,https://wefut.com/player/19/16415/manuel-neuer
Petr Čech,91,premiumsbc,Czech Republic,90,89,80,92,50,91,https://wefut.com/player/19/18485/petr-cech
Neto,91,pinkgold,Brazil,94,91,88,93,63,88,https://wefut.com/player/19/20572/neto
Lev Yashin,91,legend,Russia,93,85,73,93,67,92,https://wefut.com/player/19/13319/lev-yashin
Edwin van der Sar,91,legend,Netherlands,85,90,81,89,40,95,https://wefut.com/player/19/13317/edwin-van-der-sar
Manuel Neuer,91,motm,Germany,92,90,92,90,55,90,https://wefut.com/player/19/20217/manuel-neuer
Jan Oblak,91,goldif,Slovenia,88,93,79,90,45,90,https://wefut.com/player/19/18996/jan-oblak
De Gea,91,goldrare,Spain,90,85,87,94,57,88,https://wefut.com/player/19/13318/de-gea
Alban Lafont,90,futurestars,France,90,89,86,91,65,87,https://wefut.com/player/19/17145/alban-lafont
Marc-André ter Stegen,90,championsleague,Germany,88,86,89,91,39,86,https://wefut.com/player/19/16418/marc-andre-ter-stegen
Peter Schmeichel,90,legend,Denmark,89,84,85,93,53,86,https://wefut.com/player/19/13322/peter-schmeichel
Jens Lehmann,90,legend,Germany,87,91,86,86,59,90,https://wefut.com/player/19/13320/jens-lehmann
Gianluigi Donnarumma,90,goldif,Italy,95,91,85,94,53,91,https://wefut.com/player/19/20076/gianluigi-donnarumma
Jan Oblak,90,goldrare,Slovenia,86,92,78,89,43,88,https://wefut.com/player/19/13324/jan-oblak
Thibaut Courtois,90,goldrare,Belgium,87,91,74,88,46,87,https://wefut.com/player/19/13323/thibaut-courtois
Manuel Neuer,90,goldrare,Germany,91,88,91,88,54,88,https://wefut.com/player/19/13321/manuel-neuer
Samir Handanovič,89,promo,Slovenia,88,88,71,90,53,90,https://wefut.com/player/19/16899/samir-handanovic
Mike Maignan,89,goldblue,France,87,84,83,89,54,89,https://wefut.com/player/19/20325/mike-maignan
Hugo Lloris,89,championsleague,France,89,86,69,94,66,85,https://wefut.com/player/19/19601/hugo-lloris
Samir Handanovič,89,championsleague,Slovenia,88,87,70,90,52,90,https://wefut.com/player/19/16655/samir-handanovic
Hugo Lloris,89,championsleague,France,89,85,69,93,66,84,https://wefut.com/player/19/16420/hugo-lloris
Gianluigi Buffon,89,championsleague,Italy,89,88,75,84,50,91,https://wefut.com/player/19/16419/gianluigi-buffon
Tim Howard,89,premiumsbc,United States,88,86,84,89,57,89,https://wefut.com/player/19/18486/tim-howard
Jan Oblak,91,championsleague,Slovenia,87,86,83,90,50,89,https://wefut.com/player/19/13327/edwin-van-der-sar
Lev Yashin,89,legend,Russia,91,86,72,92,69,89,https://wefut.com/player/19/13326/lev-yashin
Samir Handanovič,89,goldif,Slovenia,89,87,70,91,52,91,https://wefut.com/player/19/20150/samir-handanovic
Gianluigi Donnarumma,89,goldif,Italy,94,90,83,93,52,89,https://wefut.com/player/19/19217/gianluigi-donnarumma
Wojciech Szczęsny,89,goldif,Poland,89,89,79,90,58,88,https://wefut.com/player/19/19039/wojciech-szczesny
Yann Sommer,89,goldif,Switzerland,88,88,87,90,55,87,https://wefut.com/player/19/18663/yann-sommer
Marc-André ter Stegen,89,goldrare,Germany,87,85,88,90,38,85,https://wefut.com/player/19/13325/marc-andre-ter-stegen
André Onana,88,goldblue,Cameroon,90,86,93,87,75,81,https://wefut.com/player/19/19798/andre-onana
Alisson,88,championsleague,Brazil,85,83,88,90,55,88,https://wefut.com/player/19/18952/alisson
Keylor Navas,88,championsleague,Costa Rica,91,82,76,91,55,83,https://wefut.com/player/19/16421/keylor-navas
Alisson,88,onestowatch,Brazil,86,84,88,90,55,89,https://wefut.com/player/19/16484/alisson
Jens Lehmann,88,legend,Germany,88,87,83,87,59,86,https://wefut.com/player/19/13331/jens-lehmann
Wojciech Szczęsny,88,goldif,Poland,88,87,77,89,56,87,https://wefut.com/player/19/19038/wojciech-szczesny
Gianluigi Donnarumma,88,goldif,Italy,93,88,81,92,51,87,https://wefut.com/player/19/19031/gianluigi-donnarumma
Yann Sommer,88,goldif,Switzerland,86,87,86,88,54,85,https://wefut.com/player/19/18662/yann-sommer
Alisson,88,goldif,Brazil,86,84,88,90,55,89,https://wefut.com/player/19/18615/alisson
Hugo Lloris,88,goldrare,France,88,84,68,92,65,83,https://wefut.com/player/19/13330/hugo-lloris
Samir Handanovič,88,goldrare,Slovenia,87,86,69,89,51,89,https://wefut.com/player/19/13329/samir-handanovic
Gianluigi Buffon,88,goldrare,Italy,88,87,74,83,49,90,https://wefut.com/player/19/13328/gianluigi-buffon
Vincent Demarconnay,87,goldblue,France,87,84,85,88,47,86,https://wefut.com/player/19/20382/vincent-demarconnay
Esteban Andrada,87,goldblue,Argentina,87,82,78,88,60,84,https://wefut.com/player/19/20344/esteban-andrada
Mert Günok,87,goldblue,Turkey,86,86,85,87,65,83,https://wefut.com/player/19/20196/mert-gunok
Odisseas Vlachodimos,87,goldblue,Greece,87,78,74,88,56,86,https://wefut.com/player/19/20122/odisseas-vlachodimos
Wojciech Szczęsny,87,championsleague,Poland,87,84,74,89,53,85,https://wefut.com/player/19/19037/wojciech-szczesny
Ederson,87,championsleague,Brazil,86,81,91,88,65,83,https://wefut.com/player/19/16422/ederson
Edwin van der Sar,89,legend,Netherlands,86,82,85,92,65,84,https://wefut.com/player/19/19212/kasper-schmeichel
Edwin van der Sar,87,legend,Netherlands,86,83,84,88,52,86,https://wefut.com/player/19/13333/edwin-van-der-sar
Salvatore Sirigu,87,goldif,Italy,90,83,82,89,55,89,https://wefut.com/player/19/20797/salvatore-sirigu
Stéphane Ruffier,87,goldif,France,87,88,80,86,48,88,https://wefut.com/player/19/20755/stephane-ruffier
Anthony Lopes,87,goldif,Portugal,89,85,77,90,66,86,https://wefut.com/player/19/19832/anthony-lopes
Ederson,87,goldif,Brazil,87,82,91,88,65,84,https://wefut.com/player/19/19675/ederson
Gianluigi Donnarumma,87,goldif,Italy,92,86,79,91,50,85,https://wefut.com/player/19/19030/gianluigi-donnarumma
Sergio Asenjo,87,goldif,Spain,88,86,82,88,63,87,https://wefut.com/player/19/17078/sergio-asenjo
Alisson,87,goldrare,Brazil,84,82,87,89,54,87,https://wefut.com/player/19/18537/alisson
Keylor Navas,87,goldrare,Costa Rica,90,81,75,90,54,82,https://wefut.com/player/19/13332/keylor-navas
Ralf Fährmann,86,clfinal,Germany,87,86,56,90,42,86,https://wefut.com/player/19/16748/ralf-fahrmann
Kepa,86,elmotm,Spain,87,84,80,87,36,83,https://wefut.com/player/19/19826/kepa
Peter Schmeichel,86,legend,Denmark,85,81,82,89,54,81,https://wefut.com/player/19/13335/peter-schmeichel
Jordan Pickford,86,goldif,England,87,82,90,90,58,86,https://wefut.com/player/19/20294/jordan-pickford
Ludovic Butelle,86,goldif,France,88,87,75,88,47,87,https://wefut.com/player/19/20161/ludovic-butelle
Walter Benítez,86,goldif,Argentina,88,87,78,89,53,88,https://wefut.com/player/19/19753/walter-benitez
Salvatore Sirigu,86,goldif,Italy,88,82,81,87,54,87,https://wefut.com/player/19/19686/salvatore-sirigu
Bernd Leno,86,goldif,Germany,87,84,76,85,49,88,https://wefut.com/player/19/19394/bernd-leno
Yann Sommer,86,goldif,Switzerland,84,87,85,86,54,85,https://wefut.com/player/19/18661/yann-sommer
Anthony Lopes,86,goldif,Portugal,88,83,76,88,65,84,https://wefut.com/player/19/17183/anthony-lopes
Stéphane Ruffier,86,goldif,France,85,86,79,85,47,86,https://wefut.com/player/19/17129/stephane-ruffier
Sergio Asenjo,86,goldif,Spain,87,85,80,86,62,85,https://wefut.com/player/19/16968/sergio-asenjo
Neto,86,goldif,Brazil,88,86,82,86,55,83,https://wefut.com/player/19/16511/neto
Wojciech Szczęsny,86,goldrare,Poland,86,83,73,88,52,84,https://wefut.com/player/19/18982/wojciech-szczesny
Ederson,86,goldrare,Brazil,85,80,90,87,64,82,https://wefut.com/player/19/13334/ederson
Kasper Schmeichel,87,whitepurple,Denmark,86,82,85,85,50,83,https://wefut.com/player/19/20393/rui-silva
Anthony Lopes,85,championsleague,Portugal,87,81,75,88,64,82,https://wefut.com/player/19/16427/anthony-lopes
Mattia Perin,85,championsleague,Italy,82,86,72,91,58,80,https://wefut.com/player/19/16426/mattia-perin
Neto,85,championsleague,Brazil,87,85,80,83,54,79,https://wefut.com/player/19/16425/neto
Danijel Subašić,85,futmas,Croatia,85,83,81,86,54,85,https://wefut.com/player/19/17011/danijel-subasic
Jens Lehmann,85,legend,Germany,87,83,80,87,60,83,https://wefut.com/player/19/13337/jens-lehmann
Steve Mandanda,85,goldif,France,89,84,72,88,55,82,https://wefut.com/player/19/20774/steve-mandanda
Pepe Reina,85,goldif,Spain,83,85,85,85,52,85,https://wefut.com/player/19/19613/pepe-reina
Danijel Subašić,85,goldif,Croatia,84,84,80,87,52,84,https://wefut.com/player/19/19180/danijel-subasic
Casillas,85,goldif,Spain,89,80,65,86,62,88,https://wefut.com/player/19/19174/casillas
Gianluigi Donnarumma,85,goldif,Italy,91,83,76,90,48,82,https://wefut.com/player/19/19029/gianluigi-donnarumma
Ralf Fährmann,85,goldif,Germany,85,84,55,89,41,85,https://wefut.com/player/19/16865/ralf-fahrmann
Jordan Pickford,85,goldif,England,86,81,89,88,57,84,https://wefut.com/player/19/16629/jordan-pickford
Alisson,85,goldrare,Brazil,82,81,85,88,54,83,https://wefut.com/player/19/13336/alisson
Maksym Koval,84,goldblue,Ukraine,84,83,78,85,60,80,https://wefut.com/player/19/19878/maksym-koval
Dean Henderson,84,goldblue,England,85,81,75,84,65,78,https://wefut.com/player/19/19813/dean-henderson
Casillas,84,championsleague,Spain,88,77,62,85,60,86,https://wefut.com/player/19/19173/casillas
Oliver Baumann,84,championsleague,Germany,83,83,71,86,48,83,https://wefut.com/player/19/16431/oliver-baumann
Danijel Subašić,84,championsleague,Croatia,83,81,80,85,52,83,https://wefut.com/player/19/16430/danijel-subasic
Adán,84,championsleague,Spain,82,85,79,84,57,85,https://wefut.com/player/19/16428/adan
Ralf Fährmann,84,championsleague,Germany,84,82,53,88,39,83,https://wefut.com/player/19/16429/ralf-fahrmann
Neto,84,pink,Brazil,86,84,79,82,53,78,https://wefut.com/player/19/20567/neto
Jaume,84,motm,Spain,83,82,81,88,65,82,https://wefut.com/player/19/20215/jaume
Jasper Cillessen,84,motm,Netherlands,83,85,77,82,57,84,https://wefut.com/player/19/18020/jasper-cillessen
Nahuel Guzmán,84,purple,Argentina,85,84,75,86,56,87,https://wefut.com/player/19/20226/nahuel-guzman
Zack Steffen,84,goldif,United States,87,80,77,90,52,81,https://wefut.com/player/19/20785/zack-steffen
Marko Dmitrović,84,goldif,Serbia,82,86,83,86,43,87,https://wefut.com/player/19/19770/marko-dmitrovic
Pau López,84,goldif,Spain,84,84,82,83,48,86,https://wefut.com/player/19/19575/pau-lopez
Guaita,84,goldif,Spain,86,85,84,85,54,83,https://wefut.com/player/19/19527/guaita
Benoît Costil,84,goldif,France,87,82,83,86,57,86,https://wefut.com/player/19/19405/benoit-costil
Ludovic Butelle,84,goldif,France,86,84,74,85,46,84,https://wefut.com/player/19/19007/ludovic-butelle
Salvatore Sirigu,84,goldif,Italy,86,79,78,84,51,85,https://wefut.com/player/19/18492/salvatore-sirigu
Walter Benítez,84,goldif,Argentina,85,85,76,87,52,85,https://wefut.com/player/19/17208/walter-benitez
Ben Foster,84,goldif,England,84,85,81,86,56,85,https://wefut.com/player/19/17013/ben-foster
Jiří Pavlenka,84,goldif,Czech Republic,86,82,72,86,39,82,https://wefut.com/player/19/16823/jiri-pavlenka
Petr Čech,84,goldif,Czech Republic,81,85,73,82,38,86,https://wefut.com/player/19/16458/petr-cech
Yann Sommer,84,goldrare,Switzerland,79,84,81,85,50,80,https://wefut.com/player/19/18648/yann-sommer
Kepa,84,goldrare,Spain,84,82,79,85,34,80,https://wefut.com/player/19/18531/kepa
Anthony Lopes,84,goldrare,Portugal,86,80,74,87,63,81,https://wefut.com/player/19/13346/anthony-lopes
Mattia Perin,84,goldrare,Italy,81,85,71,90,57,79,https://wefut.com/player/19/13345/mattia-perin
Neto,84,goldrare,Brazil,86,84,79,82,53,78,https://wefut.com/player/19/13344/neto
Bernd Leno,84,goldrare,Germany,84,82,73,82,46,85,https://wefut.com/player/19/13343/bernd-leno
Lukáš Hrádecký,84,goldrare,Finland,85,79,68,88,38,82,https://wefut.com/player/19/13342/lukas-hradecky
Wojciech Szczęsny,84,goldrare,Poland,85,81,71,87,51,82,https://wefut.com/player/19/13341/wojciech-szczesny
Sergio Asenjo,84,goldrare,Spain,85,83,77,84,59,82,https://wefut.com/player/19/13340/sergio-asenjo
Stéphane Ruffier,84,goldrare,France,82,84,77,82,45,85,https://wefut.com/player/19/13339/stephane-ruffier
Kasper Schmeichel,84,goldrare,Denmark,83,77,82,88,60,80,https://wefut.com/player/19/13338/kasper-schmeichel
Adam Davies,83,goldblue,Wales,83,80,74,85,54,80,https://wefut.com/player/19/19802/adam-davies
Kevin Trapp,83,elmotm,Germany,83,77,80,87,48,86,https://wefut.com/player/19/19386/kevin-trapp
Sergio Rico,83,goldif,Spain,81,82,81,84,53,84,https://wefut.com/player/19/19726/sergio-rico
Igor Akinfeev,83,goldif,Russia,80,75,84,87,54,85,https://wefut.com/player/19/19586/igor-akinfeev
Stefano Sorrentino,83,goldif,Italy,85,85,69,83,37,85,https://wefut.com/player/19/17054/stefano-sorrentino
Thomas Strakosha,83,goldif,Albania,84,81,78,87,45,82,https://wefut.com/player/19/14995/thomas-strakosha
Casillas,83,goldrare,Spain,87,76,61,84,59,85,https://wefut.com/player/19/19157/casillas
Gianluigi Donnarumma,83,goldrare,Italy,89,79,73,89,46,79,https://wefut.com/player/19/18977/gianluigi-donnarumma
Koen Casteels,83,goldrare,Belgium,83,79,79,83,45,82,https://wefut.com/player/19/18649/koen-casteels
Emiliano Viviano,83,goldrare,Italy,83,84,79,85,30,81,https://wefut.com/player/19/18014/emiliano-viviano
Kepa,83,goldrare,Spain,84,80,76,84,34,80,https://wefut.com/player/19/13357/kepa
Jordan Pickford,83,goldrare,England,83,77,88,86,53,80,https://wefut.com/player/19/13356/jordan-pickford
Timo Horn,83,goldrare,Germany,83,80,83,86,45,82,https://wefut.com/player/19/13355/timo-horn
Oliver Baumann,83,goldrare,Germany,82,82,70,85,47,82,https://wefut.com/player/19/13354/oliver-baumann
Danijel Subašić,83,goldrare,Croatia,82,80,79,84,51,82,https://wefut.com/player/19/13353/danijel-subasic
Adán,83,goldrare,Spain,81,84,78,83,56,84,https://wefut.com/player/19/13351/adan
Rui Patrício,83,goldrare,Portugal,85,81,80,82,53,79,https://wefut.com/player/19/13350/rui-patricio
Emiliano Viviano,83,goldrare,Italy,83,84,79,85,30,81,https://wefut.com/player/19/13349/emiliano-viviano
Steve Mandanda,83,goldrare,France,86,81,70,84,53,79,https://wefut.com/player/19/13348/steve-mandanda
Pepe Reina,83,goldrare,Spain,80,83,82,82,50,82,https://wefut.com/player/19/13347/pepe-reina
Ralf Fährmann,83,gold,Germany,83,81,52,87,38,82,https://wefut.com/player/19/13352/ralf-fahrmann
Roman Bürki,82,championsleague,Switzerland,87,79,73,86,45,77,https://wefut.com/player/19/16434/roman-burki
Fernando Muslera,82,championsleague,Uruguay,82,76,76,84,61,82,https://wefut.com/player/19/16433/fernando-muslera
Jasper Cillessen,82,championsleague,Netherlands,80,84,75,78,55,82,https://wefut.com/player/19/16436/jasper-cillessen
Alphonse Areola,82,championsleague,France,84,79,71,85,55,78,https://wefut.com/player/19/16435/alphonse-areola
André Hansen,82,whitepurple,Norway,82,75,77,86,43,80,https://wefut.com/player/19/16855/andre-hansen
Koen Casteels,83,pink,Belgium,83,80,74,84,26,82,https://wefut.com/player/19/19843/tomas-koubek
Andriy Pyatov,82,goldif,Ukraine,80,78,85,86,48,86,https://wefut.com/player/19/19505/andriy-pyatov
Marko Dmitrović,82,goldif,Serbia,79,83,82,83,42,85,https://wefut.com/player/19/19494/marko-dmitrovic
Martín Campaña,82,goldif,Uruguay,84,79,78,85,43,83,https://wefut.com/player/19/18234/martin-campana
Pacheco,82,goldif,Spain,81,80,71,84,54,82,https://wefut.com/player/19/16640/pacheco
Ciprian Tătăruşanu,82,goldif,Romania,84,81,79,85,54,82,https://wefut.com/player/19/16588/ciprian-tatarusanu
David Ospina,82,goldif,Colombia,85,73,81,86,37,79,https://wefut.com/player/19/16548/david-ospina
Benoît Costil,82,goldif,France,84,80,81,83,55,83,https://wefut.com/player/19/16522/benoit-costil
Ron-Robert Zieler,82,goldif,Germany,78,82,72,84,49,83,https://wefut.com/player/19/16469/ron-robert-zieler
Benjamin Lecomte,82,goldrare,France,82,78,79,84,44,81,https://wefut.com/player/19/19067/benjamin-lecomte
Jiří Pavlenka,82,goldrare,Czech Republic,85,78,68,85,35,78,https://wefut.com/player/19/13367/jiri-pavlenka
Gianluigi Donnarumma,82,goldrare,Italy,88,78,72,88,46,78,https://wefut.com/player/19/13366/gianluigi-donnarumma
Pau López,82,goldrare,Spain,81,82,79,81,45,83,https://wefut.com/player/19/13365/pau-lopez
Koen Casteels,82,goldrare,Belgium,83,77,77,83,44,81,https://wefut.com/player/19/13364/koen-casteels
Yann Sommer,82,goldrare,Switzerland,77,84,80,81,48,80,https://wefut.com/player/19/13363/yann-sommer
Salvatore Sirigu,82,goldrare,Italy,84,76,76,81,50,83,https://wefut.com/player/19/13362/salvatore-sirigu
Andrea Consigli,82,goldrare,Italy,82,83,72,83,48,82,https://wefut.com/player/19/13361/andrea-consigli
Rune Almenning Jarstein,82,goldrare,Norway,79,80,76,83,40,86,https://wefut.com/player/19/13360/rune-almenning-jarstein
Casillas,82,goldrare,Spain,87,74,58,84,59,82,https://wefut.com/player/19/13358/casillas
Petr Čech,82,gold,Czech Republic,78,82,70,79,35,83,https://wefut.com/player/19/13359/petr-cech
Kevin Trapp,81,championsleague,Germany,80,75,78,84,46,83,https://wefut.com/player/19/16656/kevin-trapp
Sven Ulreich,81,championsleague,Germany,80,73,70,87,42,81,https://wefut.com/player/19/16441/sven-ulreich
Kiko Casilla,81,championsleague,Spain,76,84,81,78,33,83,https://wefut.com/player/19/16440/kiko-casilla
Igor Akinfeev,81,championsleague,Russia,78,73,79,85,52,83,https://wefut.com/player/19/16438/igor-akinfeev
Jeroen Zoet,81,championsleague,Netherlands,80,78,78,84,58,80,https://wefut.com/player/19/16442/jeroen-zoet
Tomáš Koubek,82,goldif,Czech Republic,83,80,74,83,48,78,https://wefut.com/player/19/16439/sergio-romero
Antonio Mirante,81,championsleague,Italy,83,81,65,83,45,79,https://wefut.com/player/19/16437/antonio-mirante
Alphonse Areola,81,pink,France,83,78,70,84,54,77,https://wefut.com/player/19/20566/alphonse-areola
Agustín Marchesín,81,motm,Argentina,77,78,78,86,53,84,https://wefut.com/player/19/19606/agustin-marchesin
Jaume,81,motm,Spain,79,78,78,86,62,78,https://wefut.com/player/19/19209/jaume
Jonathan Orozco,81,goldif,Mexico,83,77,86,82,64,83,https://wefut.com/player/19/20849/jonathan-orozco
Joel Robles,81,goldif,Spain,86,78,82,85,52,79,https://wefut.com/player/19/20837/joel-robles
José de Jesús Corona,81,goldif,Mexico,80,84,75,81,49,84,https://wefut.com/player/19/20808/jose-de-jesus-corona
Nahuel Guzmán,81,goldif,Argentina,81,80,71,83,54,84,https://wefut.com/player/19/20087/nahuel-guzman
Alexander Schwolow,81,goldif,Germany,80,82,75,84,40,76,https://wefut.com/player/19/19538/alexander-schwolow
Marco Bizot,81,goldif,Netherlands,84,78,69,82,51,78,https://wefut.com/player/19/19446/marco-bizot
Régis Gurtner,81,goldif,France,83,80,78,83,45,81,https://wefut.com/player/19/19435/regis-gurtner
Camilo Vargas,81,goldif,Colombia,84,83,71,84,48,76,https://wefut.com/player/19/19228/camilo-vargas
Kenneth Vermeer,81,goldif,Netherlands,83,72,76,84,71,84,https://wefut.com/player/19/19191/kenneth-vermeer
Alban Lafont,81,goldif,France,82,82,74,84,52,81,https://wefut.com/player/19/18503/alban-lafont
Nils Körber,81,goldif,Germany,83,81,77,83,51,82,https://wefut.com/player/19/17219/nils-korber
Alex Meret,81,goldif,Italy,83,77,72,86,47,81,https://wefut.com/player/19/17024/alex-meret
Guillermo Ochoa,81,goldif,Mexico,81,74,79,85,51,82,https://wefut.com/player/19/16926/guillermo-ochoa
Walter Benítez,81,goldif,Argentina,82,82,73,85,49,82,https://wefut.com/player/19/16876/walter-benitez
Ludovic Butelle,81,goldif,France,83,81,71,81,42,81,https://wefut.com/player/19/16834/ludovic-butelle
Robin Olsen,81,goldif,Sweden,80,80,78,81,37,81,https://wefut.com/player/19/16805/robin-olsen
Matz Sels,81,goldif,Belgium,84,77,76,84,45,80,https://wefut.com/player/19/16773/matz-sels
Zack Steffen,81,goldif,United States,81,77,74,85,50,77,https://wefut.com/player/19/16718/zack-steffen
Yassine Bounou,81,goldif,Morocco,79,82,78,80,41,82,https://wefut.com/player/19/16707/yassine-bounou
Ben Foster,81,goldif,England,80,81,77,83,53,82,https://wefut.com/player/19/16679/ben-foster
Sergio Romero,81,championsleague,Argentina,79,75,72,78,47,82,https://wefut.com/player/19/16559/oier
Gerónimo Rulli,81,goldrare,Argentina,83,78,74,84,54,79,https://wefut.com/player/19/13375/geronimo-rulli
Jack Butland,81,goldrare,England,83,77,71,85,58,81,https://wefut.com/player/19/13374/jack-butland
Benjamin Lecomte,81,goldrare,France,81,76,79,82,44,81,https://wefut.com/player/19/13373/benjamin-lecomte
Guaita,81,goldrare,Spain,82,81,80,82,51,79,https://wefut.com/player/19/13370/guaita
Roman Bürki,81,goldrare,Switzerland,86,78,72,85,44,76,https://wefut.com/player/19/13369/roman-burki
Fernando Muslera,81,goldrare,Uruguay,81,75,75,83,60,81,https://wefut.com/player/19/13368/fernando-muslera
Jasper Cillessen,81,gold,Netherlands,79,83,74,77,54,81,https://wefut.com/player/19/13372/jasper-cillessen
Alphonse Areola,81,gold,France,83,78,70,84,54,77,https://wefut.com/player/19/13371/alphonse-areola
Claudio Bravo,80,championsleague,Chile,80,80,86,80,59,76,https://wefut.com/player/19/16444/claudio-bravo
Marwin Hitz,80,championsleague,Switzerland,82,81,64,82,42,80,https://wefut.com/player/19/16446/marwin-hitz
Orestis Karnezis,80,championsleague,Greece,81,79,73,82,45,78,https://wefut.com/player/19/16445/orestis-karnezis
Simon Mignolet,80,championsleague,Belgium,81,75,65,84,51,77,https://wefut.com/player/19/16443/simon-mignolet
Eloy Room,80,motm,Netherlands Antilles,82,82,75,83,51,76,https://wefut.com/player/19/20448/eloy-room
Jesper Hansen,80,motm,Denmark,81,77,79,82,46,80,https://wefut.com/player/19/20139/jesper-hansen
Tim Melia,80,goldif,United States,80,78,83,81,45,80,https://wefut.com/player/19/20421/tim-melia
Pacheco,80,goldrare,Spain,79,77,68,81,48,81,https://wefut.com/player/19/19093/pacheco
Ciprian Tătăruşanu,80,goldrare,Romania,81,77,76,83,50,79,https://wefut.com/player/19/19064/ciprian-tatarusanu
Kiko Casilla,80,goldrare,Spain,75,83,80,77,32,82,https://wefut.com/player/19/18218/kiko-casilla
Kevin Trapp,80,goldrare,Germany,79,74,77,83,45,82,https://wefut.com/player/19/15871/kevin-trapp
Nick Pope,80,goldrare,England,79,80,74,80,50,80,https://wefut.com/player/19/13389/nick-pope
Kevin Trapp,80,goldrare,Germany,79,74,77,83,45,82,https://wefut.com/player/19/13387/kevin-trapp
Sven Ulreich,80,goldrare,Germany,79,72,69,86,41,80,https://wefut.com/player/19/13386/sven-ulreich
Fabricio,80,goldrare,Spain,77,80,79,81,59,78,https://wefut.com/player/19/13385/fabricio
Kiko Casilla,80,goldrare,Spain,75,83,80,77,32,82,https://wefut.com/player/19/13384/kiko-casilla
Oier,80,goldrare,England,80,80,75,82,56,80,https://wefut.com/player/19/13381/tom-heaton
Igor Akinfeev,80,goldrare,Russia,77,72,78,84,51,82,https://wefut.com/player/19/13380/igor-akinfeev
Thomas Strakosha,80,gold,Albania,81,77,75,86,41,77,https://wefut.com/player/19/13391/thomas-strakosha
Sergio Rico,80,gold,Spain,77,79,77,81,50,80,https://wefut.com/player/19/13390/sergio-rico
Jeroen Zoet,80,gold,Netherlands,79,77,77,83,57,79,https://wefut.com/player/19/13388/jeroen-zoet
Sergio Romero,80,gold,Argentina,78,76,81,82,47,77,https://wefut.com/player/19/13383/sergio-romero
Łukasz Fabiański,80,gold,Poland,78,83,70,84,50,79,https://wefut.com/player/19/13382/lukasz-fabianski
Diego López,80,gold,Spain,75,81,74,76,34,81,https://wefut.com/player/19/13379/diego-lopez
Antonio Mirante,80,gold,Italy,82,80,64,82,44,78,https://wefut.com/player/19/13378/antonio-mirante
