Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Cristiano Ronaldo,96,ST,redgold,Portugal,94,94,85,94,37,84,https://wefut.com/player/17/16108/cristiano-ronaldo
Giorgio Chiellini,96,CB,goldblue,Italy,82,62,70,75,99,98,https://wefut.com/player/17/20722/giorgio-chiellini
Diego Godín,96,CB,goldblue,Uruguay,73,68,85,82,98,96,https://wefut.com/player/17/20648/diego-godin
Cristiano Ronaldo,99,LW,goldblue,Portugal,98,99,91,99,48,92,https://wefut.com/player/17/20645/cristiano-ronaldo
Luka Modrić,96,CM,toty,Croatia,80,85,96,97,83,80,https://wefut.com/player/17/16681/luka-modric
Sergio Ramos,96,CB,toty,Spain,85,77,86,87,97,96,https://wefut.com/player/17/16676/sergio-ramos
Lionel Messi,96,CAM,purple,Argentina,92,95,91,99,35,71,https://wefut.com/player/17/19657/lionel-messi
Robert Lewandowski,96,ST,goldif,Poland,87,96,90,94,53,93,https://wefut.com/player/17/23173/robert-lewandowski
Neymar,96,LW,goldif,Brazil,95,92,91,99,40,74,https://wefut.com/player/17/19324/neymar
Cristiano Ronaldo,96,ST,goldif,Portugal,94,94,85,94,37,84,https://wefut.com/player/17/15967/cristiano-ronaldo
Edinson Cavani,95,ST,whitepurple,Uruguay,87,99,93,96,67,96,https://wefut.com/player/17/20129/edinson-cavani
Zlatan Ibrahimović,95,ST,promo,Sweden,77,96,92,93,47,95,https://wefut.com/player/17/19581/zlatan-ibrahimovic
Philipp Lahm,95,RB,premiumsbc,Germany,89,74,97,98,98,85,https://wefut.com/player/17/21945/philipp-lahm
Gonzalo Higuaín,95,ST,bluemotm,Argentina,86,97,85,94,43,90,https://wefut.com/player/17/19806/gonzalo-higuain
Neymar,95,LW,bluemotm,Brazil,94,90,89,98,38,70,https://wefut.com/player/17/19102/neymar
Robert Lewandowski,95,ST,redgold,Poland,86,94,87,93,50,92,https://wefut.com/player/17/19720/robert-lewandowski
Lionel Messi,95,RW,redgold,Argentina,91,93,89,98,33,68,https://wefut.com/player/17/19508/lionel-messi
Cristiano Ronaldo,95,ST,redgold,Portugal,93,93,83,92,35,82,https://wefut.com/player/17/15896/cristiano-ronaldo
Pelé,95,CF,legend,Brazil,95,89,89,94,53,73,https://wefut.com/player/17/4494/pele
Paulo Dybala,95,ST,goldblue,Argentina,97,98,97,99,45,88,https://wefut.com/player/17/20738/paulo-dybala
Dries Mertens,95,ST,goldblue,Belgium,99,98,97,98,60,80,https://wefut.com/player/17/20726/dries-mertens
Sergio Ramos,95,CB,goldblue,Spain,84,76,84,86,95,95,https://wefut.com/player/17/20638/sergio-ramos
Antoine Griezmann,95,ST,goldblue,France,93,95,92,96,45,82,https://wefut.com/player/17/20634/antoine-griezmann
Edinson Cavani,95,ST,goldblue,Uruguay,87,99,93,96,67,96,https://wefut.com/player/17/20497/edinson-cavani
Alexandre Lacazette,95,ST,goldblue,France,96,97,94,98,53,94,https://wefut.com/player/17/20496/alexandre-lacazette
Thiago Silva,95,CB,goldblue,Brazil,80,70,85,86,98,90,https://wefut.com/player/17/20490/thiago-silva
Arjen Robben,95,RM,goldblue,Netherlands,94,96,95,98,51,83,https://wefut.com/player/17/20280/arjen-robben
Pierre-Emerick Aubameyang,95,ST,goldblue,Gabon,99,97,92,94,52,90,https://wefut.com/player/17/20277/pierre-emerick-aubameyang
Isco,96,CM,goldblue,Spain,84,97,98,98,65,90,https://wefut.com/player/17/20273/thiago
Alexis Sánchez,95,ST,goldblue,Chile,93,97,93,98,50,92,https://wefut.com/player/17/20188/alexis-sanchez
Kevin De Bruyne,95,CM,goldblue,Belgium,84,95,97,96,55,90,https://wefut.com/player/17/20186/kevin-de-bruyne
Piqué,95,CB,toty,Spain,74,75,83,76,95,87,https://wefut.com/player/17/18651/pique
Toni Kroos,95,CM,toty,Germany,60,90,98,88,80,80,https://wefut.com/player/17/16680/toni-kroos
Iniesta,95,CM,toty,Spain,80,82,97,97,70,72,https://wefut.com/player/17/16679/iniesta
Robert Lewandowski,95,ST,goldif,Poland,86,94,87,93,50,92,https://wefut.com/player/17/19375/robert-lewandowski
Lionel Messi,95,RW,goldif,Argentina,91,93,89,98,33,68,https://wefut.com/player/17/19296/lionel-messi
Cristiano Ronaldo,95,ST,goldif,Portugal,93,93,83,92,35,82,https://wefut.com/player/17/15664/cristiano-ronaldo
Neymar,94,LW,promo,Brazil,93,89,87,97,35,64,https://wefut.com/player/17/16161/neymar
Lionel Messi,94,RW,promo,Argentina,90,92,88,97,30,65,https://wefut.com/player/17/16155/lionel-messi
Steven Gerrard,94,CM,premiumsbc,England,84,94,98,85,84,92,https://wefut.com/player/17/22180/steven-gerrard
Frank Lampard,94,CM,premiumsbc,England,80,96,93,88,78,90,https://wefut.com/player/17/22179/frank-lampard
Xabi Alonso,94,CDM,premiumsbc,Spain,78,90,98,91,94,88,https://wefut.com/player/17/21946/xabi-alonso
Luis Suárez,94,ST,bluepurple,Uruguay,84,94,84,91,46,84,https://wefut.com/player/17/18064/luis-suarez
Eden Hazard,94,LW,redgold,Belgium,94,92,92,97,45,78,https://wefut.com/player/17/19741/eden-hazard
Robert Lewandowski,94,ST,redgold,Poland,85,93,85,92,47,91,https://wefut.com/player/17/19436/robert-lewandowski
Luis Suárez,94,ST,redgold,Uruguay,84,93,85,91,48,84,https://wefut.com/player/17/19060/luis-suarez
Lorenzo Insigne,94,LW,goldblue,Italy,99,93,95,98,45,80,https://wefut.com/player/17/20737/lorenzo-insigne
Mauro Icardi,94,ST,goldblue,Argentina,90,98,85,96,40,90,https://wefut.com/player/17/20731/mauro-icardi
Marek Hamšik,94,CM,goldblue,Slovakia,84,95,96,97,85,92,https://wefut.com/player/17/20724/marek-hamsik
Radja Nainggolan,94,CAM,goldblue,Belgium,90,94,95,96,94,95,https://wefut.com/player/17/20719/radja-nainggolan
Toni Kroos,94,CM,goldblue,Germany,51,88,97,86,78,79,https://wefut.com/player/17/20640/toni-kroos
Marco Verratti,94,CM,goldblue,Italy,78,80,96,98,93,86,https://wefut.com/player/17/20493/marco-verratti
Philipp Lahm,94,RB,goldblue,Germany,75,70,95,96,94,80,https://wefut.com/player/17/20278/philipp-lahm
Thiago,95,CM,goldblue,Spain,84,95,98,99,81,86,https://wefut.com/player/17/20273/thiago
Alexis Sánchez,95,ST,goldblue,Spain,85,98,89,95,56,98,https://wefut.com/player/17/20194/diego-costa
Harry Kane,94,ST,goldblue,England,85,98,94,95,62,96,https://wefut.com/player/17/20182/harry-kane
Romelu Lukaku,94,ST,goldblue,Belgium,92,99,90,94,55,97,https://wefut.com/player/17/20181/romelu-lukaku
Gonzalo Higuaín,94,ST,motm,Argentina,85,96,82,93,40,88,https://wefut.com/player/17/19398/gonzalo-higuain
Zlatan Ibrahimović,94,ST,motm,Sweden,76,95,91,92,45,94,https://wefut.com/player/17/18852/zlatan-ibrahimovic
Eden Hazard,94,LW,goldif,Belgium,94,92,92,97,45,78,https://wefut.com/player/17/19413/eden-hazard
Robert Lewandowski,94,ST,goldif,Poland,85,93,85,92,47,91,https://wefut.com/player/17/18861/robert-lewandowski
Luis Suárez,94,ST,goldif,Uruguay,84,93,85,91,48,84,https://wefut.com/player/17/18188/luis-suarez
Cristiano Ronaldo,94,LW,goldrare,Portugal,92,92,81,91,33,80,https://wefut.com/player/17/161/cristiano-ronaldo
Gonzalo Higuaín,93,ST,onestowatch,Argentina,84,95,79,92,38,86,https://wefut.com/player/17/15616/gonzalo-higuain
Zlatan Ibrahimović,93,ST,bluemotm,Sweden,75,94,89,91,43,93,https://wefut.com/player/17/18373/zlatan-ibrahimovic
Gonzalo Higuaín,93,ST,redgold,Argentina,84,95,79,92,38,86,https://wefut.com/player/17/19061/gonzalo-higuain
Eden Hazard,93,LW,redgold,Belgium,93,91,91,96,42,75,https://wefut.com/player/17/19038/eden-hazard
Robert Lewandowski,93,ST,redgold,Poland,84,92,83,91,45,89,https://wefut.com/player/17/18166/robert-lewandowski
Luis Suárez,93,ST,redgold,Uruguay,83,92,83,90,46,82,https://wefut.com/player/17/17040/luis-suarez
Neymar,93,LM,redgold,Brazil,92,87,82,96,32,60,https://wefut.com/player/17/16084/neymar
Franz Beckenbauer,93,CB,legend,Germany,82,69,83,79,94,81,https://wefut.com/player/17/1986/franz-beckenbauer
Ciro Immobile,93,ST,goldblue,Italy,92,97,85,96,57,93,https://wefut.com/player/17/20734/ciro-immobile
Edin Džeko,93,ST,goldblue,Bosnia Herzegovina,77,96,90,93,50,92,https://wefut.com/player/17/20727/edin-dzeko
Kalidou Koulibaly,93,CB,goldblue,Senegal,85,50,73,87,98,97,https://wefut.com/player/17/20718/kalidou-koulibaly
Casemiro,93,CDM,goldblue,Brazil,72,91,96,93,95,96,https://wefut.com/player/17/20649/casemiro
Yannick Carrasco,93,LM,goldblue,Belgium,98,94,93,96,45,80,https://wefut.com/player/17/20642/yannick-carrasco
Filipe Luís,93,LB,goldblue,Brazil,88,80,95,90,95,93,https://wefut.com/player/17/20639/filipe-luis
Jonas,93,ST,goldblue,Brazil,81,95,92,96,52,84,https://wefut.com/player/17/20543/jonas
Mats Hummels,94,CB,goldblue,Germany,71,70,90,88,97,93,https://wefut.com/player/17/20270/mats-hummels
Diego Costa,94,ST,goldblue,Denmark,85,93,98,97,60,83,https://wefut.com/player/17/20187/christian-eriksen
Dani Alves,93,RB,toty,Brazil,95,84,90,93,89,82,https://wefut.com/player/17/16678/dani-alves
Marcelo,93,LB,toty,Brazil,90,80,94,94,92,90,https://wefut.com/player/17/16675/marcelo
Kevin De Bruyne,93,CM,goldif,Belgium,82,93,95,93,52,87,https://wefut.com/player/17/23223/kevin-de-bruyne
Sergio Agüero,93,ST,goldif,Argentina,93,96,86,94,35,83,https://wefut.com/player/17/23218/sergio-aguero
Paul Pogba,93,CDM,goldif,France,82,91,95,96,84,94,https://wefut.com/player/17/23152/paul-pogba
Gonzalo Higuaín,93,ST,goldif,Argentina,84,95,79,92,38,86,https://wefut.com/player/17/18466/gonzalo-higuain
Eden Hazard,93,LW,goldif,Belgium,93,91,91,96,42,75,https://wefut.com/player/17/18361/eden-hazard
Robert Lewandowski,93,ST,goldif,Poland,84,92,83,91,45,89,https://wefut.com/player/17/17270/robert-lewandowski
Luis Suárez,93,ST,goldif,Uruguay,83,92,83,90,46,82,https://wefut.com/player/17/16220/luis-suarez
Neymar,93,LM,goldif,Brazil,92,87,82,96,32,60,https://wefut.com/player/17/15849/neymar
Lionel Messi,93,RW,goldrare,Argentina,89,90,86,96,26,61,https://wefut.com/player/17/1390/lionel-messi
N'Golo Kanté,92,CM,whitepurple,France,90,85,91,92,92,94,https://wefut.com/player/17/19648/n-golo-kante
Zlatan Ibrahimović,92,ST,whitepurple,Sweden,74,93,87,90,40,92,https://wefut.com/player/17/17077/zlatan-ibrahimovic
Robert Lewandowski,92,ST,promo,Poland,83,91,80,89,43,86,https://wefut.com/player/17/16156/robert-lewandowski
Robert Lewandowski,92,ST,bluepurple,Poland,83,91,80,89,43,86,https://wefut.com/player/17/19403/robert-lewandowski
Paul Pogba,92,CM,onestowatch,France,81,89,93,94,82,93,https://wefut.com/player/17/15629/paul-pogba
Sergio Ramos,92,CB,bluemotm,Spain,81,75,80,82,93,91,https://wefut.com/player/17/19103/sergio-ramos
Paul Pogba,92,CM,redgold,France,81,89,93,94,82,93,https://wefut.com/player/17/20443/paul-pogba
Sergio Agüero,92,ST,redgold,Argentina,92,94,83,93,32,81,https://wefut.com/player/17/20440/sergio-aguero
Kevin De Bruyne,92,CM,redgold,Belgium,81,91,93,91,50,85,https://wefut.com/player/17/20398/kevin-de-bruyne
Gonzalo Higuaín,92,ST,redgold,Argentina,83,93,76,91,34,84,https://wefut.com/player/17/18119/gonzalo-higuain
Eden Hazard,92,ST,redgold,Belgium,92,90,90,95,40,72,https://wefut.com/player/17/17062/eden-hazard
Franco Baresi,92,CB,legend,Italy,76,39,73,70,94,82,https://wefut.com/player/17/1897/franco-baresi
Florian Thauvin,93,RW,goldblue,France,92,96,96,97,60,90,https://wefut.com/player/17/20503/florian-thauvin
Christian Eriksen,92,ST,goldblue,Spain,84,95,88,92,45,82,https://wefut.com/player/17/22557/david-villa
Alejandro Gómez,92,ST,goldblue,Argentina,99,92,94,97,50,81,https://wefut.com/player/17/20733/alejandro-gomez
Alex Sandro,92,LB,goldblue,Brazil,95,80,93,94,92,91,https://wefut.com/player/17/20723/alex-sandro
Iago Aspas,92,ST,goldblue,Spain,90,95,89,95,45,82,https://wefut.com/player/17/20650/iago-aspas
Marcelo,92,LB,goldblue,Brazil,85,78,92,92,90,89,https://wefut.com/player/17/20647/marcelo
Piqué,92,CB,goldblue,Spain,70,70,80,73,92,84,https://wefut.com/player/17/20637/pique
Bas Dost,92,ST,goldblue,Netherlands,72,98,78,88,70,96,https://wefut.com/player/17/20544/bas-dost
Falcao,92,ST,goldblue,Colombia,81,95,85,93,52,90,https://wefut.com/player/17/20495/falcao
Bernardo Silva,92,RM,goldblue,Portugal,89,89,95,96,58,78,https://wefut.com/player/17/20494/bernardo-silva
Naby Keïta,92,CM,goldblue,Guinea,92,91,94,95,86,92,https://wefut.com/player/17/20275/naby-keita
David Luiz,92,CB,goldblue,Brazil,85,80,87,88,95,92,https://wefut.com/player/17/20184/david-luiz
N'Golo Kanté,92,CM,goldblue,France,90,85,91,92,92,94,https://wefut.com/player/17/20177/n-golo-kante
Paul Pogba,92,CM,goldif,France,81,89,93,94,82,93,https://wefut.com/player/17/20246/paul-pogba
Sergio Agüero,92,ST,goldif,Argentina,92,94,83,93,32,81,https://wefut.com/player/17/20243/sergio-aguero
Kevin De Bruyne,92,CM,goldif,Belgium,81,91,93,91,50,85,https://wefut.com/player/17/20032/kevin-de-bruyne
Gonzalo Higuaín,92,ST,goldif,Argentina,83,94,76,91,34,84,https://wefut.com/player/17/18463/gonzalo-higuain
Eden Hazard,92,ST,goldif,Belgium,92,90,90,95,40,72,https://wefut.com/player/17/18360/eden-hazard
Neymar,92,LW,goldrare,Brazil,91,84,78,95,30,56,https://wefut.com/player/17/22774/neymar
Neymar,92,LW,goldrare,Brazil,91,84,78,95,30,56,https://wefut.com/player/17/4694/neymar
Luis Suárez,92,ST,goldrare,Uruguay,82,90,79,87,42,79,https://wefut.com/player/17/2623/luis-suarez
Dele Alli,91,CAM,whitepurple,England,88,93,90,94,75,90,https://wefut.com/player/17/19649/dele-alli
Harry Kane,91,ST,whitepurple,England,80,95,89,91,57,92,https://wefut.com/player/17/19100/harry-kane
Eden Hazard,91,LM,whitepurple,Belgium,91,87,88,94,36,69,https://wefut.com/player/17/18362/eden-hazard
Paulo Dybala,91,ST,promo,Argentina,93,93,90,96,38,82,https://wefut.com/player/17/19576/paulo-dybala
Paolo Maldini,92,LB,legend,Italy,86,56,74,67,95,80,https://wefut.com/player/17/29/paolo-maldini
David Villa,92,ST,bluepurple,Argentina,82,93,73,88,29,80,https://wefut.com/player/17/18879/gonzalo-higuain
Zlatan Ibrahimović,91,ST,movember,Sweden,72,90,81,85,31,91,https://wefut.com/player/17/15753/zlatan-ibrahimovic
Arturo Vidal,91,CM,redmotm,Chile,81,93,92,92,93,92,https://wefut.com/player/17/20787/arturo-vidal
Isco,91,CAM,bluemotm,Spain,79,92,93,94,60,83,https://wefut.com/player/17/20128/isco
Paul Pogba,91,CM,bluemotm,France,80,87,91,92,80,92,https://wefut.com/player/17/19805/paul-pogba
Sergio Agüero,91,ST,bluemotm,Argentina,91,92,80,92,30,78,https://wefut.com/player/17/18663/sergio-aguero
Arjen Robben,91,RM,redgold,Netherlands,90,92,91,94,46,76,https://wefut.com/player/17/20423/arjen-robben
Kevin De Bruyne,91,RM,redgold,Belgium,80,89,92,90,48,83,https://wefut.com/player/17/19762/kevin-de-bruyne
Edinson Cavani,91,ST,redgold,Uruguay,83,94,89,91,60,91,https://wefut.com/player/17/19742/edinson-cavani
Mesut Özil,91,CAM,redgold,Germany,74,85,91,91,30,70,https://wefut.com/player/17/19737/mesut-ozil
Diego Godín,91,CB,redgold,Uruguay,68,60,77,74,93,89,https://wefut.com/player/17/19499/diego-godin
Sergio Ramos,91,CB,redgold,Spain,80,72,78,80,92,90,https://wefut.com/player/17/18159/sergio-ramos
Zlatan Ibrahimović,91,ST,redgold,Sweden,72,90,81,85,31,91,https://wefut.com/player/17/17041/zlatan-ibrahimovic
Gonzalo Higuaín,91,ST,redgold,Argentina,82,92,73,89,30,81,https://wefut.com/player/17/17018/gonzalo-higuain
Alexis Sánchez,91,ST,redgold,Chile,89,92,87,92,43,87,https://wefut.com/player/17/16996/alexis-sanchez
Gareth Bale,91,RW,redgold,Wales,95,89,87,88,60,78,https://wefut.com/player/17/16062/gareth-bale
Robert Lewandowski,91,ST,redgold,Poland,82,89,76,87,40,84,https://wefut.com/player/17/15897/robert-lewandowski
Marco van Basten,91,ST,legend,Netherlands,83,94,73,81,34,70,https://wefut.com/player/17/4898/marco-van-basten
Lothar Matthäus,91,CDM,legend,Germany,86,86,86,77,88,82,https://wefut.com/player/17/4753/lothar-matthaus
Sebastian Giovinco,91,CF,goldblue,Italy,95,90,89,95,35,70,https://wefut.com/player/17/22560/sebastian-giovinco
Quincy Promes,91,RM,goldblue,Netherlands,98,93,90,94,40,83,https://wefut.com/player/17/20684/quincy-promes
Giuliano,91,CAM,goldblue,Brazil,90,93,92,94,57,85,https://wefut.com/player/17/20683/giuliano
Steven N'Zonzi,91,CDM,goldblue,France,67,82,91,88,92,95,https://wefut.com/player/17/20651/steven-n-zonzi
André-Pierre Gignac,91,ST,goldblue,France,82,96,87,86,52,90,https://wefut.com/player/17/20523/andre-pierre-gignac
Fernando Torres,91,ST,premiumsbc,Spain,92,92,84,92,45,86,https://wefut.com/player/17/19362/fernando-torres
Gonzalo Higuaín,91,ST,bluepurple,Argentina,82,93,94,95,80,87,https://wefut.com/player/17/20492/thomas-lemar
Kamil Glik,91,CB,goldblue,Poland,69,40,60,65,94,92,https://wefut.com/player/17/20489/kamil-glik
Lars Stindl,91,CF,goldblue,Germany,80,96,94,95,82,89,https://wefut.com/player/17/20288/lars-stindl
Anthony Modeste,91,ST,goldblue,France,86,97,86,92,50,94,https://wefut.com/player/17/20282/anthony-modeste
Ousmane Dembélé,91,RM,goldblue,France,99,92,96,96,60,78,https://wefut.com/player/17/20272/ousmane-dembele
Łukasz Piszczek,91,RB,goldblue,Poland,88,85,92,90,91,92,https://wefut.com/player/17/20268/lukasz-piszczek
Toby Alderweireld,91,CB,goldblue,Belgium,72,68,82,78,94,89,https://wefut.com/player/17/20185/toby-alderweireld
Sadio Mané,91,RW,goldblue,Senegal,99,93,92,96,48,91,https://wefut.com/player/17/20179/sadio-mane
Dele Alli,91,CAM,goldblue,England,88,93,90,94,75,90,https://wefut.com/player/17/20178/dele-alli
Azpilicueta,91,CB,goldblue,Spain,86,68,89,87,94,91,https://wefut.com/player/17/20175/azpilicueta
Jan Vertonghen,91,CB,goldblue,Belgium,72,75,80,80,93,91,https://wefut.com/player/17/20055/jan-vertonghen
Ángel Di María,91,RW,motm,Argentina,91,89,92,93,60,85,https://wefut.com/player/17/19686/angel-di-maria
Arjen Robben,91,RM,goldif,Netherlands,90,92,91,94,46,76,https://wefut.com/player/17/20156/arjen-robben
Kevin De Bruyne,91,RM,goldif,Belgium,80,89,92,90,48,83,https://wefut.com/player/17/19549/kevin-de-bruyne
Edinson Cavani,91,ST,goldif,Uruguay,83,94,89,91,60,91,https://wefut.com/player/17/19414/edinson-cavani
Mesut Özil,91,CAM,goldif,Germany,74,85,91,91,30,70,https://wefut.com/player/17/19409/mesut-ozil
Diego Godín,91,CB,goldif,Uruguay,68,60,77,74,93,89,https://wefut.com/player/17/19287/diego-godin
Gonzalo Higuaín,91,ST,goldif,Argentina,82,93,73,89,30,81,https://wefut.com/player/17/18462/gonzalo-higuain
Alexis Sánchez,91,ST,goldif,Chile,89,92,87,92,43,87,https://wefut.com/player/17/18358/alexis-sanchez
Sergio Ramos,91,CB,goldif,Spain,80,72,78,80,92,90,https://wefut.com/player/17/17263/sergio-ramos
Zlatan Ibrahimović,91,ST,goldif,Sweden,73,92,84,88,35,90,https://wefut.com/player/17/16221/zlatan-ibrahimovic
Gareth Bale,91,RW,goldif,Wales,95,89,87,88,60,78,https://wefut.com/player/17/15810/gareth-bale
Robert Lewandowski,91,ST,goldif,Poland,82,89,76,87,40,84,https://wefut.com/player/17/15665/robert-lewandowski
Romelu Lukaku,90,ST,whitepurple,Belgium,88,94,86,89,49,93,https://wefut.com/player/17/19337/romelu-lukaku
Loïc Perrin,91,CB,goldblue,France,79,82,87,86,94,93,https://wefut.com/player/17/20499/loic-perrin
Thiago,90,CM,promo,Spain,79,90,93,95,73,80,https://wefut.com/player/17/19571/thiago
Giorgio Chiellini,90,CB,promo,Italy,76,55,60,67,93,91,https://wefut.com/player/17/19568/giorgio-chiellini
Mesut Özil,90,CAM,promo,Germany,73,80,90,89,27,66,https://wefut.com/player/17/16151/mesut-ozil
Diego Godín,90,CB,promo,Uruguay,67,56,74,70,92,87,https://wefut.com/player/17/16150/diego-godin
Dirk Kuyt,90,RW,premiumsbc,Netherlands,82,93,88,88,80,90,https://wefut.com/player/17/20837/dirk-kuyt
David Luiz,90,CDM,premiumsbc,Brazil,83,80,86,85,91,89,https://wefut.com/player/17/19361/david-luiz
Luka Modrić,90,CM,bluepurple,Croatia,75,81,90,91,77,70,https://wefut.com/player/17/16205/luka-modric
Leonardo Bonucci,90,CB,redgold,Italy,73,65,78,80,92,90,https://wefut.com/player/17/20449/leonardo-bonucci
Heung Min Son,90,CAM,redgold,Korea Republic,94,95,92,93,47,87,https://wefut.com/player/17/20446/heung-min-son
Alexandre Lacazette,90,ST,redgold,France,91,93,89,94,48,89,https://wefut.com/player/17/20442/alexandre-lacazette
Marco Reus,90,ST,redgold,Germany,92,89,90,91,48,74,https://wefut.com/player/17/20441/marco-reus
Dries Mertens,90,ST,redgold,Belgium,96,95,92,94,53,73,https://wefut.com/player/17/20395/dries-mertens
Diego Costa,90,ST,redgold,Spain,81,93,82,89,50,93,https://wefut.com/player/17/20373/diego-costa
Ángel Di María,90,RW,redgold,Argentina,90,88,90,92,57,82,https://wefut.com/player/17/19767/angel-di-maria
Isco,90,CM,redgold,Spain,78,91,92,93,56,80,https://wefut.com/player/17/19763/isco
Paulo Dybala,90,CAM,redgold,Argentina,92,92,89,95,35,80,https://wefut.com/player/17/19746/paulo-dybala
Arjen Robben,90,RM,redgold,Netherlands,89,91,89,93,44,73,https://wefut.com/player/17/19738/arjen-robben
Kevin De Bruyne,90,CM,redgold,Belgium,79,87,90,89,45,80,https://wefut.com/player/17/19502/kevin-de-bruyne
Antoine Griezmann,90,ST,redgold,France,88,90,85,90,40,75,https://wefut.com/player/17/19461/antoine-griezmann
Harry Kane,90,ST,redgold,England,79,94,87,90,55,91,https://wefut.com/player/17/19437/harry-kane
Edinson Cavani,90,ST,redgold,Uruguay,82,93,87,90,56,90,https://wefut.com/player/17/18167/edinson-cavani
Paul Pogba,90,CM,redgold,France,79,85,89,90,78,90,https://wefut.com/player/17/17058/paul-pogba
Thiago Silva,90,CB,redgold,Brazil,75,64,77,77,92,83,https://wefut.com/player/17/17055/thiago-silva
Samuel Eto'o,90,ST,promo2,Cameroon,93,89,84,89,45,80,https://wefut.com/player/17/19358/samuel-eto-o
Pierre-Emerick Aubameyang,90,ST,redgold,Argentina,90,90,78,91,26,74,https://wefut.com/player/17/16133/sergio-aguero
Alexis Sánchez,90,ST,redgold,Chile,88,89,85,90,42,84,https://wefut.com/player/17/16040/alexis-sanchez
Eden Hazard,90,LW,redgold,Belgium,91,85,85,93,35,68,https://wefut.com/player/17/15942/eden-hazard
Gonzalo Higuaín,90,ST,redgold,Argentina,81,90,71,86,27,78,https://wefut.com/player/17/15887/gonzalo-higuain
George Best,90,RW,legend,Northern Ireland,90,89,81,94,59,68,https://wefut.com/player/17/12736/george-best
Ruud Gullit,90,CM,legend,Netherlands,86,83,89,86,79,82,https://wefut.com/player/17/9653/ruud-gullit
Butragueño,90,ST,legend,Spain,91,88,78,87,36,65,https://wefut.com/player/17/4827/butragueno
Puyol,90,CB,legend,Spain,68,45,65,58,91,91,https://wefut.com/player/17/114/puyol
Ruud van Nistelrooy,90,ST,legend,Netherlands,84,89,68,76,33,76,https://wefut.com/player/17/100/ruud-van-nistelrooy
Luís Figo,90,RW,legend,Portugal,83,81,86,90,38,75,https://wefut.com/player/17/71/luis-figo
Hristo Stoichkov,90,ST,legend,Bulgaria,84,88,85,87,51,82,https://wefut.com/player/17/64/hristo-stoichkov
Dennis Bergkamp,90,CF,legend,Netherlands,83,90,83,87,26,79,https://wefut.com/player/17/55/dennis-bergkamp
Alessandro Nesta,90,CB,legend,Italy,67,32,62,61,92,86,https://wefut.com/player/17/28/alessandro-nesta
Alessandro Del Piero,90,CF,legend,Italy,85,89,85,92,42,69,https://wefut.com/player/17/27/alessandro-del-piero
Bastian Schweinsteiger,90,CM,goldblue,Germany,60,88,90,87,86,86,https://wefut.com/player/17/22563/bastian-schweinsteiger
